Area/1172 GDP/9350.5390625
Area/292 GDP/23628.869140625
Area/1615 GDP/12849.0
Area/1229 GDP/4265.3447265625
Area/3867 GDP/4254.35400390625
Area/897 GDP/30919.982421875
Area/4372 GDP/9742.814453125
Area/894 GDP/19109.12109375
Area/2339 GDP/10762.3466796875
Area/1039 GDP/10000.0
Area/3261 GDP/11028.03515625
Area/4177 GDP/5.409524440765381
Area/2368 GDP/21868.58984375
Area/3431 GDP/1057.2371826171875
Area/1339 GDP/15910.8310546875
Area/1119 GDP/47756.79296875
Area/5082 GDP/5.409524440765381
Area/4006 GDP/10719.978515625
Area/3392 GDP/47035.09765625
Area/62 GDP/12997.3154296875
Area/95 GDP/30824.3828125
Area/808 GDP/6037.880859375
Area/3658 GDP/10000.0
Area/4463 GDP/2883.546142578125
Area/3725 GDP/14812.4638671875
Area/1156 GDP/1106.3218994140625
Area/3653 GDP/10000.0
Area/4295 GDP/38445.82421875
Area/1382 GDP/10000.0
Area/3155 GDP/10000.0
Area/4109 GDP/14.844989776611328
Area/1951 GDP/48637.1484375
Area/534 GDP/38750.2265625
Area/3100 GDP/1057.2371826171875
Area/2733 GDP/10000.0
Area/4236 GDP/24873.275390625
Area/2802 GDP/46559.5234375
Area/261 GDP/187.22401428222656
Area/3332 GDP/10659.04296875
Area/2887 GDP/10000.0
Area/3150 GDP/36138.93359375
Area/3596 GDP/6477.38134765625
Area/3979 GDP/6168.8857421875
Area/448 GDP/18577.33984375
Area/4524 GDP/5.409524440765381
Area/4744 GDP/26991.890625
Area/1137 GDP/36209.41015625
Area/153 GDP/6672.72900390625
Area/1573 GDP/100.64434051513672
Area/3572 GDP/10000.0
Area/4054 GDP/22533.337890625
Area/1721 GDP/10876.943359375
Area/1420 GDP/2045.1368408203125
Area/1982 GDP/10000.0
Area/3357 GDP/5.409524440765381
Area/346 GDP/33314.29296875
Area/2741 GDP/10039.3291015625
Area/215 GDP/20476.875
Area/3062 GDP/36138.93359375
Area/1544 GDP/10000.0
Area/2945 GDP/200.1867218017578
Area/4859 GDP/5.409524440765381
Area/3515 GDP/5.409524440765381
Area/2558 GDP/10000.0
Area/1740 GDP/4468.18017578125
Area/618 GDP/9915.9541015625
Area/830 GDP/39813.21484375
Area/899 GDP/100.64434051513672
Area/1345 GDP/127.75126647949219
Area/2024 GDP/11886.1904296875
Area/256 GDP/33360.40234375
Area/494 GDP/20342.828125
Area/288 GDP/10000.0
Area/1907 GDP/3124.119140625
Area/490 GDP/16162.25
Area/2259 GDP/1544.1505126953125
Area/1941 GDP/18447.302734375
Area/3691 GDP/133.5170135498047
Area/2646 GDP/36138.93359375
Area/624 GDP/42668.46484375
Area/474 GDP/13436.8037109375
Area/2789 GDP/12721.93359375
Area/254 GDP/3027.116455078125
Area/4090 GDP/1057.2371826171875
Area/2576 GDP/10417.2294921875
Area/888 GDP/28526.58984375
Area/600 GDP/10000.0
Area/1417 GDP/14829.1435546875
Area/4068 GDP/44584.78515625
Area/4634 GDP/5106.47802734375
Area/2601 GDP/1057.2371826171875
Area/3627 GDP/151.40625
Area/98 GDP/15567.2822265625
Area/1034 GDP/43699.16015625
Area/4889 GDP/21315.35546875
Area/1049 GDP/10000.0
Area/5247 GDP/5.409524440765381
Area/4056 GDP/2225.9287109375
Area/2447 GDP/2437.60888671875
Area/3732 GDP/29483.18359375
Area/614 GDP/15690.2412109375
Area/857 GDP/4168.21240234375
Area/3654 GDP/10000.0
Area/4745 GDP/485.75189208984375
Area/1136 GDP/19176.5625
Area/2944 GDP/28560.73046875
Area/5241 GDP/485.75189208984375
Area/4387 GDP/39608.234375
Area/4446 GDP/5.409524440765381
Area/1557 GDP/40822.1640625
Area/3382 GDP/41613.50390625
Area/4796 GDP/254.8529510498047
Area/1233 GDP/38750.71484375
Area/5068 GDP/16956.486328125
Area/4563 GDP/18378.912109375
Area/3342 GDP/10959.689453125
Area/2917 GDP/10000.0
Area/3489 GDP/10000.0
Area/1805 GDP/10212.931640625
Area/3512 GDP/1057.2371826171875
Area/5185 GDP/5.409524440765381
Area/1913 GDP/2191.9375
Area/4725 GDP/18870.12890625
Area/2423 GDP/23963.900390625
Area/3115 GDP/46559.5234375
Area/2564 GDP/10000.0
Area/2874 GDP/11293.6376953125
Area/4687 GDP/5.409524440765381
Area/2570 GDP/10000.0
Area/2708 GDP/23834.677734375
Area/4260 GDP/5.409524440765381
Area/205 GDP/33968.26953125
Area/2416 GDP/10483.6279296875
Area/1503 GDP/1544.1505126953125
Area/5261 GDP/5.409524440765381
Area/2269 GDP/15477.33203125
Area/2854 GDP/1057.2371826171875
Area/2965 GDP/11969.7802734375
Area/4388 GDP/16818.55078125
Area/5019 GDP/5.409524440765381
Area/2401 GDP/10000.0
Area/585 GDP/20442.228515625
Area/2875 GDP/6250.361328125
Area/2018 GDP/48637.1484375
Area/4540 GDP/347.9599914550781
Area/775 GDP/240.03184509277344
Area/5259 GDP/5.409524440765381
Area/4566 GDP/1921.0518798828125
Area/2466 GDP/10000.0
Area/1559 GDP/11010.029296875
Area/3409 GDP/10000.0
Area/3989 GDP/10000.0
Area/63 GDP/16166.0751953125
Area/1142 GDP/3123.8974609375
Area/2807 GDP/10000.0
Area/1496 GDP/100.64434051513672
Area/39 GDP/12359.251953125
Area/257 GDP/21597.37109375
Area/453 GDP/33158.234375
Area/1147 GDP/14417.703125
Area/3250 GDP/10773.619140625
Area/1591 GDP/39205.12890625
Area/2140 GDP/10000.0
Area/4672 GDP/5.409524440765381
Area/4613 GDP/5.409524440765381
Area/25 GDP/357.82843017578125
Area/4491 GDP/10000.0
Area/5100 GDP/5.409524440765381
Area/4609 GDP/5.409524440765381
Area/475 GDP/20870.576171875
Area/4408 GDP/10000.0
Area/313 GDP/4462.478515625
Area/1884 GDP/10000.0
Area/175 GDP/3880.0068359375
Area/2241 GDP/10000.0
Area/3686 GDP/5.409524440765381
Area/3445 GDP/12789.123046875
Area/1945 GDP/111.15757751464844
Area/418 GDP/100.64434051513672
Area/5266 GDP/5.409524440765381
Area/2550 GDP/10000.0
Area/2824 GDP/13223.376953125
Area/344 GDP/577.1959228515625
Area/3608 GDP/14.844989776611328
Area/3279 GDP/2876.456787109375
Area/4865 GDP/5.409524440765381
Area/3748 GDP/10000.0
Area/477 GDP/11161.544921875
Area/3777 GDP/11.782632827758789
Area/5249 GDP/5.409524440765381
Area/2665 GDP/20282.57421875
Area/5086 GDP/5.409524440765381
Area/2264 GDP/15708.8154296875
Area/2669 GDP/33301.515625
Area/3121 GDP/20384.50390625
Area/2041 GDP/44001.984375
Area/4208 GDP/9556.97265625
Area/331 GDP/14985.5029296875
Area/4639 GDP/248.44573974609375
Area/4998 GDP/5.409524440765381
Area/3383 GDP/16469.626953125
Area/3638 GDP/32805.1328125
Area/4096 GDP/5.409524440765381
Area/5277 GDP/5.409524440765381
Area/896 GDP/283.99969482421875
Area/2319 GDP/10000.0
Area/1023 GDP/10291.6240234375
Area/4086 GDP/1057.2371826171875
Area/5233 GDP/732.888427734375
Area/3683 GDP/5.409524440765381
Area/2720 GDP/46559.5234375
Area/3540 GDP/27373.458984375
Area/1566 GDP/10005.796875
Area/56 GDP/23693.498046875
Area/3057 GDP/10000.0
Area/661 GDP/43212.921875
Area/889 GDP/46959.87109375
Area/221 GDP/160.74952697753906
Area/1415 GDP/16301.673828125
Area/1576 GDP/100.64434051513672
Area/2380 GDP/22147.55859375
Area/492 GDP/16858.0390625
Area/4837 GDP/5.409524440765381
Area/697 GDP/25111.935546875
Area/3697 GDP/114.33473205566406
Area/3221 GDP/13057.19140625
Area/930 GDP/3659.611328125
Area/1211 GDP/10000.0
Area/4528 GDP/5.409524440765381
Area/4165 GDP/2458.638916015625
Area/2205 GDP/11100.021484375
Area/3864 GDP/5047.64599609375
Area/4357 GDP/7.811291217803955
Area/5027 GDP/5.409524440765381
Area/1875 GDP/10000.0
Area/3087 GDP/24406.29296875
Area/2548 GDP/10000.0
Area/1551 GDP/10000.0
Area/3609 GDP/8.970468521118164
Area/754 GDP/4930.2353515625
Area/5271 GDP/5.409524440765381
Area/3194 GDP/14334.947265625
Area/4736 GDP/9065.65234375
Area/184 GDP/23728.654296875
Area/815 GDP/4826.326171875
Area/4301 GDP/44433.84375
Area/5070 GDP/18607.095703125
Area/4242 GDP/10000.0
Area/4421 GDP/5.409524440765381
Area/4428 GDP/5.409524440765381
Area/4882 GDP/2642.86767578125
Area/4205 GDP/9065.697265625
Area/4041 GDP/248.44573974609375
Area/978 GDP/100.64434051513672
Area/4122 GDP/9140.1728515625
Area/1095 GDP/6227.56005859375
Area/2878 GDP/36148.796875
Area/3284 GDP/25455.56640625
Area/2827 GDP/10000.0
Area/2533 GDP/21300.802734375
Area/2898 GDP/36138.93359375
Area/4701 GDP/5.409524440765381
Area/4108 GDP/14.844989776611328
Area/1459 GDP/10000.0
Area/5214 GDP/347.9599914550781
Area/3622 GDP/8996.6083984375
Area/1103 GDP/14887.9150390625
Area/735 GDP/2012.2354736328125
Area/501 GDP/28382.40234375
Area/3456 GDP/28317.591796875
Area/2121 GDP/25086.05859375
Area/403 GDP/108.2645263671875
Area/5280 GDP/6.751247406005859
Area/3453 GDP/27886.8984375
Area/3606 GDP/8.08542251586914
Area/171 GDP/4352.1796875
Area/2566 GDP/10546.9892578125
Area/3300 GDP/11838.1279296875
Area/4881 GDP/2642.86767578125
Area/307 GDP/6865.580078125
Area/3774 GDP/14.844989776611328
Area/516 GDP/10000.0
Area/6 GDP/208.4782257080078
Area/3868 GDP/248.44573974609375
Area/446 GDP/8046.3212890625
Area/1120 GDP/27832.392578125
Area/2032 GDP/108.2203369140625
Area/3490 GDP/10000.0
Area/4924 GDP/5.409524440765381
Area/82 GDP/100.64434051513672
Area/627 GDP/10000.0
Area/1724 GDP/10876.9228515625
Area/2644 GDP/10000.0
Area/2217 GDP/10000.0
Area/3851 GDP/5.409524440765381
Area/3676 GDP/10597.431640625
Area/2985 GDP/10000.0
Area/626 GDP/10040.5361328125
Area/1981 GDP/10000.0
Area/1510 GDP/12554.6748046875
Area/663 GDP/31380.375
Area/4538 GDP/15902.03125
Area/5078 GDP/485.75189208984375
Area/2758 GDP/10077.8251953125
Area/2921 GDP/10808.36328125
Area/3948 GDP/3355.3330078125
Area/4481 GDP/41090.51171875
Area/1090 GDP/2059.376708984375
Area/4612 GDP/5.409524440765381
Area/1513 GDP/7686.4443359375
Area/2591 GDP/1544.1505126953125
Area/411 GDP/111.6925277709961
Area/3058 GDP/10000.0
Area/4490 GDP/10000.0
Area/2216 GDP/10000.0
Area/3782 GDP/248.44573974609375
Area/5097 GDP/5.409524440765381
Area/3613 GDP/257.92999267578125
Area/2515 GDP/1057.2371826171875
Area/4529 GDP/5.409524440765381
Area/4883 GDP/6473.2275390625
Area/1348 GDP/12842.8759765625
Area/3018 GDP/1057.2371826171875
Area/3491 GDP/10000.0
Area/2647 GDP/36138.93359375
Area/4537 GDP/10080.71875
Area/273 GDP/26951.189453125
Area/3657 GDP/10000.0
Area/4282 GDP/5.409524440765381
Area/1299 GDP/10000.0
Area/1122 GDP/10000.0
Area/1785 GDP/11774.57421875
Area/3372 GDP/8626.1201171875
Area/4360 GDP/5.665447235107422
Area/1583 GDP/1217.4141845703125
Area/3418 GDP/33901.90234375
Area/5041 GDP/4082.3759765625
Area/3675 GDP/10870.591796875
Area/819 GDP/11139.7099609375
Area/2939 GDP/1057.2371826171875
Area/4668 GDP/5.409524440765381
Area/4374 GDP/1092.849365234375
Area/2971 GDP/10000.0
Area/5079 GDP/485.75189208984375
Area/4407 GDP/10000.0
Area/58 GDP/18946.82421875
Area/4864 GDP/5.409524440765381
Area/4134 GDP/46003.7890625
Area/1071 GDP/11326.8125
Area/103 GDP/187.22401428222656
Area/1372 GDP/21623.029296875
Area/2346 GDP/10920.533203125
Area/1871 GDP/24935.619140625
Area/2883 GDP/27525.671875
Area/571 GDP/18629.66796875
Area/3297 GDP/46559.5234375
Area/3440 GDP/5.991692543029785
Area/279 GDP/3332.912353515625
Area/1186 GDP/10988.0078125
Area/3459 GDP/28673.8359375
Area/793 GDP/28905.244140625
Area/643 GDP/14940.2353515625
Area/3593 GDP/10207.1416015625
Area/1663 GDP/23537.310546875
Area/4919 GDP/5.409524440765381
Area/4660 GDP/10000.0
Area/4901 GDP/821.8080444335938
Area/3711 GDP/23830.5859375
Area/4575 GDP/10000.0
Area/2272 GDP/2930.299560546875
Area/1848 GDP/20796.1015625
Area/4181 GDP/5.409524440765381
Area/5164 GDP/5.409524440765381
Area/5140 GDP/108.07400512695312
Area/2082 GDP/6536.8505859375
Area/836 GDP/10002.486328125
Area/2509 GDP/47379.03125
Area/977 GDP/1813.8043212890625
Area/2954 GDP/21264.4140625
Area/3721 GDP/44563.515625
Area/1938 GDP/14073.3642578125
Area/4986 GDP/15129.134765625
Area/3426 GDP/10946.71875
Area/2088 GDP/13994.3017578125
Area/2126 GDP/47338.5234375
Area/3569 GDP/10000.0
Area/3775 GDP/1176.65869140625
Area/4568 GDP/6049.4853515625
Area/3520 GDP/5.409524440765381
Area/943 GDP/19486.5859375
Area/96 GDP/17729.302734375
Area/3640 GDP/12071.6640625
Area/1665 GDP/6579.0791015625
Area/2225 GDP/10000.0
Area/4580 GDP/595.4757080078125
Area/3405 GDP/10000.0
Area/1672 GDP/21309.5546875
Area/102 GDP/8960.4677734375
Area/4233 GDP/24634.47265625
Area/2597 GDP/19270.34765625
Area/4914 GDP/5.409524440765381
Area/4584 GDP/5.409524440765381
Area/3566 GDP/10000.0
Area/1123 GDP/10000.0
Area/2441 GDP/2068.7890625
Area/2198 GDP/42085.7421875
Area/705 GDP/37943.53125
Area/3956 GDP/9570.8662109375
Area/3908 GDP/10000.0
Area/1053 GDP/8067.09375
Area/2030 GDP/108.2203369140625
Area/557 GDP/95.09479522705078
Area/948 GDP/187.22401428222656
Area/1648 GDP/10655.80078125
Area/3168 GDP/10014.2060546875
Area/3648 GDP/40810.68359375
Area/1499 GDP/15402.1455078125
Area/1958 GDP/10026.5712890625
Area/2227 GDP/10000.0
Area/761 GDP/2425.361083984375
Area/5176 GDP/5.409524440765381
Area/876 GDP/10042.3505859375
Area/4201 GDP/347.9599914550781
Area/4219 GDP/40631.70703125
Area/2817 GDP/10000.0
Area/2079 GDP/10306.359375
Area/2434 GDP/0.0
Area/4590 GDP/5.409524440765381
Area/4806 GDP/1028.0758056640625
Area/4082 GDP/16730.578125
Area/1321 GDP/15478.15625
Area/2526 GDP/671.1558837890625
Area/2717 GDP/46559.5234375
Area/2891 GDP/10000.0
Area/3265 GDP/1057.2371826171875
Area/3890 GDP/3027.110595703125
Area/768 GDP/10000.0
Area/1593 GDP/12667.1279296875
Area/758 GDP/159.16990661621094
Area/3124 GDP/24881.30859375
Area/3708 GDP/15850.6484375
Area/3066 GDP/36138.93359375
Area/4067 GDP/46209.671875
Area/4507 GDP/5.409524440765381
Area/3976 GDP/13499.0546875
Area/4243 GDP/10000.0
Area/2695 GDP/5116.4052734375
Area/1116 GDP/36208.9375
Area/3010 GDP/10847.4296875
Area/343 GDP/15884.9248046875
Area/137 GDP/4310.1708984375
Area/4632 GDP/248.44573974609375
Area/4227 GDP/930.826171875
Area/2938 GDP/1057.2371826171875
Area/4471 GDP/18944.228515625
Area/526 GDP/32474.076171875
Area/3538 GDP/17137.494140625
Area/4167 GDP/3746.37744140625
Area/302 GDP/7097.0126953125
Area/1650 GDP/45958.375
Area/3557 GDP/14568.470703125
Area/2622 GDP/30057.66796875
Area/1633 GDP/10000.0
Area/4395 GDP/23223.37109375
Area/3769 GDP/5.409524440765381
Area/4868 GDP/5.409524440765381
Area/3061 GDP/36138.93359375
Area/71 GDP/11074.5029296875
Area/2826 GDP/10010.9951171875
Area/2422 GDP/10264.0498046875
Area/1659 GDP/100.64434051513672
Area/4380 GDP/5694.62841796875
Area/1914 GDP/1544.1505126953125
Area/3485 GDP/10000.0
Area/1140 GDP/19444.400390625
Area/3854 GDP/8.96386432647705
Area/3463 GDP/22301.783203125
Area/4759 GDP/5.409524440765381
Area/1824 GDP/10739.494140625
Area/1577 GDP/1544.1505126953125
Area/2070 GDP/10000.0
Area/3371 GDP/38631.0703125
Area/4976 GDP/11270.482421875
Area/809 GDP/100.64434051513672
Area/3475 GDP/23959.599609375
Area/1141 GDP/19444.400390625
Area/4281 GDP/5.409524440765381
Area/3034 GDP/4898.078125
Area/708 GDP/30425.345703125
Area/1000 GDP/100.64434051513672
Area/3032 GDP/46559.5234375
Area/606 GDP/25680.6171875
Area/3195 GDP/10132.7568359375
Area/512 GDP/37433.40234375
Area/1649 GDP/45958.375
Area/2287 GDP/18341.3671875
Area/4614 GDP/5.409524440765381
Area/1028 GDP/41319.046875
Area/4748 GDP/5.409524440765381
Area/1484 GDP/10000.0
Area/4770 GDP/5.409524440765381
Area/3289 GDP/13484.15234375
Area/4912 GDP/485.75189208984375
Area/2059 GDP/10344.9765625
Area/2278 GDP/108.2203369140625
Area/1773 GDP/137.75863647460938
Area/756 GDP/108.2203369140625
Area/1713 GDP/10000.0
Area/4631 GDP/248.44573974609375
Area/5250 GDP/5.409524440765381
Area/2537 GDP/108.2203369140625
Area/4539 GDP/347.9599914550781
Area/1673 GDP/46336.25390625
Area/846 GDP/187.22401428222656
Area/993 GDP/100.64434051513672
Area/3359 GDP/5.409524440765381
Area/5151 GDP/2275.382568359375
Area/3973 GDP/3559.68798828125
Area/5058 GDP/137.548583984375
Area/493 GDP/33539.421875
Area/3911 GDP/38242.25
Area/5161 GDP/485.75189208984375
Area/2413 GDP/10121.5244140625
Area/2775 GDP/27036.919921875
Area/5102 GDP/5.409524440765381
Area/4789 GDP/10000.0
Area/1395 GDP/18434.01171875
Area/5059 GDP/1248.7650146484375
Area/1248 GDP/100.64434051513672
Area/972 GDP/10006.529296875
Area/4797 GDP/240.64454650878906
Area/4723 GDP/1733.32275390625
Area/3750 GDP/10000.0
Area/2021 GDP/22705.11328125
Area/538 GDP/40670.9296875
Area/1719 GDP/10000.0
Area/290 GDP/10000.0
Area/1835 GDP/1544.1505126953125
Area/5138 GDP/16175.1640625
Area/2029 GDP/115.57380676269531
Area/1167 GDP/100.64434051513672
Area/4077 GDP/10000.0
Area/4144 GDP/11666.51171875
Area/2155 GDP/10290.91796875
Area/3586 GDP/10324.580078125
Area/3064 GDP/36138.93359375
Area/3839 GDP/10407.248046875
Area/2397 GDP/10000.0
Area/3529 GDP/12789.123046875
Area/333 GDP/1837.525634765625
Area/426 GDP/9808.7265625
Area/674 GDP/16458.25390625
Area/3543 GDP/151.40625
Area/3888 GDP/878.2764282226562
Area/658 GDP/27479.50390625
Area/2976 GDP/10000.0
Area/4305 GDP/231.8713836669922
Area/4616 GDP/5.409524440765381
Area/2694 GDP/11192.2275390625
Area/2610 GDP/6504.3330078125
Area/182 GDP/16976.181640625
Area/1627 GDP/10000.0
Area/869 GDP/22059.361328125
Area/2633 GDP/46559.5234375
Area/2606 GDP/108.2203369140625
Area/622 GDP/28526.58984375
Area/408 GDP/13893.62890625
Area/1200 GDP/48684.1015625
Area/469 GDP/12757.9052734375
Area/5147 GDP/7383.71826171875
Area/2358 GDP/2447.314697265625
Area/2456 GDP/28718.662109375
Area/1075 GDP/100.64434051513672
Area/107 GDP/187.22401428222656
Area/2158 GDP/10052.3466796875
Area/4630 GDP/248.44573974609375
Area/3549 GDP/45804.65625
Area/1271 GDP/6423.7314453125
Area/669 GDP/20442.228515625
Area/3928 GDP/5.409524440765381
Area/770 GDP/30462.220703125
Area/953 GDP/32079.583984375
Area/2831 GDP/10000.0
Area/2803 GDP/46559.5234375
Area/1483 GDP/45525.6953125
Area/4871 GDP/7.595721244812012
Area/5226 GDP/49983.37109375
Area/4870 GDP/7.435318946838379
Area/2866 GDP/8974.22265625
Area/1865 GDP/14194.5703125
Area/1467 GDP/10000.0
Area/1061 GDP/8227.484375
Area/2451 GDP/6737.27197265625
Area/2642 GDP/10000.0
Area/164 GDP/99.1393814086914
Area/3492 GDP/10000.0
Area/2796 GDP/6949.65869140625
Area/3876 GDP/8283.41796875
Area/2007 GDP/1860.144287109375
Area/2174 GDP/1544.1505126953125
Area/2193 GDP/26580.75
Area/1302 GDP/26351.162109375
Area/1399 GDP/27895.056640625
Area/5133 GDP/347.9599914550781
Area/3652 GDP/10000.0
Area/2255 GDP/10070.5673828125
Area/1926 GDP/10725.9052734375
Area/3872 GDP/28720.49609375
Area/1033 GDP/18420.9453125
Area/2663 GDP/10343.2646484375
Area/2015 GDP/5293.88427734375
Area/4694 GDP/5.409524440765381
Area/2940 GDP/115.03094482421875
Area/5124 GDP/347.9599914550781
Area/1380 GDP/10000.0
Area/4339 GDP/5.409524440765381
Area/266 GDP/10003.294921875
Area/1919 GDP/27913.822265625
Area/2474 GDP/10000.0
Area/3285 GDP/25455.56640625
Area/4037 GDP/24566.14453125
Area/3727 GDP/25984.22265625
Area/1660 GDP/1544.1505126953125
Area/4196 GDP/5.409524440765381
Area/3299 GDP/46559.5234375
Area/2839 GDP/21151.55859375
Area/3738 GDP/10000.0
Area/2541 GDP/15542.6259765625
Area/4909 GDP/18020.662109375
Area/2671 GDP/9001.6015625
Area/593 GDP/617.5787353515625
Area/789 GDP/10045.88671875
Area/3113 GDP/5428.83544921875
Area/4505 GDP/5.409524440765381
Area/5243 GDP/485.75189208984375
Area/2106 GDP/9896.5048828125
Area/4846 GDP/5.409524440765381
Area/318 GDP/99.44721984863281
Area/2485 GDP/10000.0
Area/4593 GDP/6.683311939239502
Area/1367 GDP/42925.55078125
Area/1306 GDP/1916.597412109375
Area/5006 GDP/5.409524440765381
Area/400 GDP/7981.47607421875
Area/1244 GDP/7426.888671875
Area/2409 GDP/10263.5869140625
Area/3085 GDP/10882.791015625
Area/4588 GDP/5.409524440765381
Area/642 GDP/4807.5517578125
Area/909 GDP/100.64434051513672
Area/4162 GDP/10000.0
Area/4150 GDP/19354.8828125
Area/4545 GDP/5319.5087890625
Area/3222 GDP/46889.73828125
Area/4662 GDP/1023.9210815429688
Area/1564 GDP/45853.12890625
Area/4089 GDP/1057.2371826171875
Area/148 GDP/15635.7939453125
Area/1260 GDP/114.15702056884766
Area/4199 GDP/5.409524440765381
Area/3199 GDP/46559.5234375
Area/2014 GDP/10032.58203125
Area/3162 GDP/10173.251953125
Area/744 GDP/10169.1142578125
Area/2470 GDP/10000.0
Area/4071 GDP/10000.0
Area/2044 GDP/10000.0
Area/4689 GDP/5.409524440765381
Area/3441 GDP/5.521806240081787
Area/1726 GDP/10356.69921875
Area/208 GDP/28974.763671875
Area/3083 GDP/10000.0
Area/227 GDP/72.2236557006836
Area/893 GDP/1813.8043212890625
Area/5229 GDP/13165.4111328125
Area/1644 GDP/10721.736328125
Area/3563 GDP/48384.84375
Area/4444 GDP/5.409524440765381
Area/3004 GDP/10656.109375
Area/2901 GDP/10000.0
Area/1669 GDP/11054.8095703125
Area/2382 GDP/10000.0
Area/151 GDP/72.2236557006836
Area/1747 GDP/1607.349365234375
Area/3805 GDP/7273.83642578125
Area/18 GDP/186.8273162841797
Area/1741 GDP/8847.7001953125
Area/4730 GDP/24798.6796875
Area/2011 GDP/10294.9326171875
Area/4807 GDP/1028.0758056640625
Area/3733 GDP/29483.18359375
Area/3886 GDP/21458.919921875
Area/5084 GDP/5.409524440765381
Area/3206 GDP/743.9743041992188
Area/2271 GDP/2930.299560546875
Area/4890 GDP/21315.35546875
Area/3117 GDP/25614.771484375
Area/3935 GDP/5.409524440765381
Area/4927 GDP/5.409524440765381
Area/5137 GDP/1736.8509521484375
Area/655 GDP/3269.697998046875
Area/3757 GDP/10899.5908203125
Area/3090 GDP/10134.958984375
Area/2050 GDP/10000.0
Area/3671 GDP/10000.0
Area/1971 GDP/10000.0
Area/4939 GDP/5.409524440765381
Area/3595 GDP/6477.38134765625
Area/1623 GDP/10000.0
Area/4517 GDP/14.844989776611328
Area/4278 GDP/5.409524440765381
Area/2347 GDP/10920.533203125
Area/4577 GDP/44641.74609375
Area/4929 GDP/5.409524440765381
Area/398 GDP/3707.524169921875
Area/2302 GDP/10000.0
Area/1206 GDP/10000.0
Area/1176 GDP/365.12274169921875
Area/4287 GDP/2509.244140625
Area/5254 GDP/5.409524440765381
Area/4675 GDP/5.409524440765381
Area/607 GDP/27714.556640625
Area/2996 GDP/10096.525390625
Area/1080 GDP/8643.056640625
Area/2819 GDP/10074.5986328125
Area/5135 GDP/8815.943359375
Area/3939 GDP/156.76873779296875
Area/702 GDP/1628.02783203125
Area/4322 GDP/10000.0
Area/2688 GDP/108.2203369140625
Area/2369 GDP/224.68975830078125
Area/2389 GDP/10000.0
Area/2604 GDP/109.31229400634766
Area/1373 GDP/21623.029296875
Area/1996 GDP/20013.98046875
Area/1736 GDP/25032.09375
Area/2538 GDP/30057.66796875
Area/3944 GDP/14.844989776611328
Area/2540 GDP/25272.3671875
Area/4420 GDP/5.409524440765381
Area/1845 GDP/10996.7490234375
Area/4853 GDP/5.409524440765381
Area/354 GDP/47147.12109375
Area/1811 GDP/10000.0
Area/3807 GDP/6440.23681640625
Area/3709 GDP/32270.50390625
Area/5272 GDP/5.409524440765381
Area/3503 GDP/10628.6240234375
Area/5071 GDP/5414.87060546875
Area/5009 GDP/5.409524440765381
Area/2785 GDP/21339.625
Area/3011 GDP/40205.9765625
Area/4184 GDP/6215.34912109375
Area/5136 GDP/8815.943359375
Area/1994 GDP/46083.4609375
Area/4726 GDP/16466.5859375
Area/1700 GDP/7227.41357421875
Area/2219 GDP/10000.0
Area/880 GDP/10000.0
Area/2461 GDP/10066.2001953125
Area/4088 GDP/1057.2371826171875
Area/4112 GDP/5.6472978591918945
Area/885 GDP/15262.751953125
Area/1745 GDP/1544.1505126953125
Area/3617 GDP/9266.390625
Area/3470 GDP/21560.8046875
Area/3347 GDP/1057.2371826171875
Area/5170 GDP/5.409524440765381
Area/1261 GDP/127.75126647949219
Area/2609 GDP/6504.3330078125
Area/59 GDP/15088.2666015625
Area/4412 GDP/10007.2861328125
Area/991 GDP/7152.08154296875
Area/2893 GDP/10000.0
Area/1735 GDP/32247.24609375
Area/706 GDP/30617.416015625
Area/2228 GDP/10000.0
Area/2360 GDP/108.2203369140625
Area/3214 GDP/44623.72265625
Area/72 GDP/100.64434051513672
Area/1535 GDP/34738.5625
Area/4522 GDP/5.409524440765381
Area/4752 GDP/5.409524440765381
Area/1863 GDP/185.86660766601562
Area/4887 GDP/13289.6455078125
Area/235 GDP/10853.2080078125
Area/4368 GDP/3012.36083984375
Area/4460 GDP/1364.542724609375
Area/19 GDP/6166.0810546875
Area/3340 GDP/23695.306640625
Area/1809 GDP/10219.578125
Area/4324 GDP/10000.0
Area/4365 GDP/5.409524440765381
Area/3684 GDP/5.409524440765381
Area/4583 GDP/485.75189208984375
Area/1797 GDP/10000.0
Area/3102 GDP/1057.2371826171875
Area/203 GDP/10000.0
Area/2298 GDP/10000.0
Area/1643 GDP/10586.623046875
Area/165 GDP/6807.11083984375
Area/2095 GDP/38705.00390625
Area/4157 GDP/10000.0
Area/2707 GDP/16673.09765625
Area/4106 GDP/2369.8466796875
Area/4404 GDP/39954.109375
Area/1679 GDP/10000.0
Area/2036 GDP/44104.546875
Area/1526 GDP/108.2203369140625
Area/4711 GDP/19.139652252197266
Area/541 GDP/10006.892578125
Area/3827 GDP/43628.109375
Area/1923 GDP/1860.144287109375
Area/5172 GDP/5.409524440765381
Area/439 GDP/41491.03125
Area/4858 GDP/5.409524440765381
Area/138 GDP/20675.62890625
Area/1911 GDP/29142.5078125
Area/4849 GDP/5.409524440765381
Area/4587 GDP/5.409524440765381
Area/4119 GDP/347.9599914550781
Area/3415 GDP/10000.0
Area/108 GDP/187.22401428222656
Area/4013 GDP/5.409524440765381
