Area/1172 Light/15.872499465942383
Area/3658 Light/27.405000686645508
Area/4463 Light/33.61249923706055
Area/3725 Light/29.88250160217285
Area/1156 Light/14.235000610351562
Area/3653 Light/24.290000915527344
Area/4295 Light/33.37750244140625
Area/1382 Light/43.38249969482422
Area/3155 Light/36.349998474121094
Area/4109 Light/22.34749984741211
Area/1951 Light/28.762500762939453
Area/534 Light/24.732500076293945
Area/3100 Light/3.7125000953674316
Area/2733 Light/50.21500015258789
Area/4236 Light/20.997499465942383
Area/2802 Light/34.14750289916992
Area/261 Light/23.362499237060547
Area/3332 Light/25.53999900817871
Area/2887 Light/37.13999938964844
Area/3150 Light/44.63749694824219
Area/3596 Light/27.16499900817871
Area/3979 Light/16.162500381469727
Area/448 Light/11.559999465942383
Area/4524 Light/2.2699999809265137
Area/4744 Light/14.017499923706055
Area/1137 Light/31.010000228881836
Area/153 Light/9.032500267028809
Area/1573 Light/44.37999725341797
Area/3572 Light/20.452499389648438
Area/4054 Light/14.46500015258789
Area/1721 Light/26.49250030517578
Area/1420 Light/7.87999963760376
Area/1982 Light/37.942501068115234
Area/3357 Light/13.392499923706055
Area/346 Light/37.095001220703125
Area/2741 Light/44.032501220703125
Area/215 Light/9.369999885559082
Area/3062 Light/38.23749923706055
Area/1544 Light/33.23999786376953
Area/2945 Light/19.982500076293945
Area/4859 Light/0.9275000095367432
Area/3515 Light/7.039999961853027
Area/2558 Light/52.627498626708984
Area/1740 Light/24.837501525878906
Area/618 Light/24.357500076293945
Area/830 Light/9.40999984741211
Area/899 Light/26.327499389648438
Area/1345 Light/8.672500610351562
Area/2024 Light/21.012500762939453
Area/256 Light/9.932499885559082
Area/494 Light/19.532501220703125
Area/288 Light/33.025001525878906
Area/1907 Light/53.24749755859375
Area/490 Light/6.112500190734863
Area/2259 Light/17.93000030517578
Area/1941 Light/18.832500457763672
Area/3691 Light/37.255001068115234
Area/2646 Light/69.80000305175781
Area/624 Light/28.27750015258789
Area/474 Light/12.637499809265137
Area/2789 Light/10.25999927520752
Area/254 Light/3.2224998474121094
Area/4090 Light/7.024999618530273
Area/2576 Light/34.62750244140625
Area/888 Light/35.82499694824219
Area/600 Light/49.525001525878906
Area/1417 Light/8.229999542236328
Area/4068 Light/20.565000534057617
Area/4634 Light/4.807499885559082
Area/2601 Light/2.7824997901916504
Area/3627 Light/15.1274995803833
Area/98 Light/13.360000610351562
Area/1034 Light/18.78499984741211
Area/4889 Light/9.412500381469727
Area/1049 Light/29.909997940063477
Area/5247 Light/2.1024999618530273
Area/4056 Light/5.982500076293945
Area/2447 Light/10.9375
Area/3732 Light/23.53499984741211
Area/614 Light/31.15999984741211
Area/857 Light/29.707500457763672
Area/3654 Light/23.079999923706055
Area/4745 Light/4.987500190734863
Area/1136 Light/24.727500915527344
Area/2944 Light/19.649999618530273
Area/5241 Light/26.342500686645508
Area/4387 Light/20.112499237060547
Area/4446 Light/1.5225000381469727
Area/1557 Light/23.71500015258789
Area/3382 Light/31.407499313354492
Area/4796 Light/17.217498779296875
Area/1233 Light/37.54750061035156
Area/5068 Light/16.782499313354492
Area/4563 Light/17.06999969482422
Area/3342 Light/29.69499969482422
Area/2917 Light/39.8224983215332
Area/3489 Light/24.810001373291016
Area/1805 Light/43.16999816894531
Area/3512 Light/176.13999938964844
Area/5185 Light/0.8925000429153442
Area/1913 Light/17.810001373291016
Area/4725 Light/7.207499980926514
Area/2423 Light/20.989999771118164
Area/3115 Light/43.875
Area/2564 Light/69.87250518798828
Area/2874 Light/11.837499618530273
Area/4687 Light/1.2424999475479126
Area/2570 Light/51.18250274658203
Area/2708 Light/17.244998931884766
Area/4260 Light/2.555000066757202
Area/205 Light/21.09749984741211
Area/2416 Light/32.36249923706055
Area/1503 Light/10.952499389648438
Area/5261 Light/0.9399999976158142
Area/2269 Light/19.762500762939453
Area/2854 Light/1.9600000381469727
Area/2965 Light/41.282501220703125
Area/4388 Light/28.482500076293945
Area/5019 Light/0.8799999952316284
Area/2401 Light/48.11249923706055
Area/585 Light/16.157501220703125
Area/2875 Light/13.40999984741211
Area/2018 Light/27.9325008392334
Area/4540 Light/21.96000099182129
Area/775 Light/24.77750015258789
Area/5259 Light/0.9725000262260437
Area/4566 Light/13.779999732971191
Area/2466 Light/56.57749938964844
Area/1559 Light/42.40999984741211
Area/3409 Light/43.99500274658203
Area/3989 Light/41.36750030517578
Area/63 Light/4.297499656677246
Area/1142 Light/41.58250045776367
Area/2807 Light/40.08250045776367
Area/1496 Light/20.494998931884766
Area/39 Light/19.924999237060547
Area/257 Light/14.897500991821289
Area/453 Light/34.375
Area/1147 Light/23.520000457763672
Area/3250 Light/37.96500015258789
Area/1591 Light/29.192501068115234
Area/2140 Light/45.20000076293945
Area/4672 Light/1.4800000190734863
Area/4613 Light/6.322500228881836
Area/25 Light/5.114999771118164
Area/4491 Light/21.167499542236328
Area/5100 Light/0.9350000023841858
Area/4609 Light/1.3924999237060547
Area/475 Light/22.057498931884766
Area/4408 Light/21.674999237060547
Area/313 Light/4.390000343322754
Area/1884 Light/39.61499786376953
Area/175 Light/22.457500457763672
Area/2241 Light/37.087501525878906
Area/3686 Light/4.345000267028809
Area/3445 Light/11.0625
Area/1945 Light/12.037500381469727
Area/418 Light/6.527500152587891
Area/5266 Light/0.8624999523162842
Area/2550 Light/36.082496643066406
Area/2824 Light/37.23749923706055
Area/344 Light/9.925000190734863
Area/3608 Light/13.755001068115234
Area/3279 Light/11.012499809265137
Area/4865 Light/0.9724999666213989
Area/3748 Light/45.900001525878906
Area/477 Light/19.922500610351562
Area/3777 Light/18.662498474121094
Area/5249 Light/1.4149999618530273
Area/2665 Light/45.41999816894531
Area/5086 Light/1.184999942779541
Area/2264 Light/13.125
Area/2669 Light/23.700000762939453
Area/3121 Light/27.229999542236328
Area/2041 Light/61.37249755859375
Area/4208 Light/16.352500915527344
Area/331 Light/8.359999656677246
Area/4639 Light/11.664999961853027
Area/4998 Light/1.9700000286102295
Area/3383 Light/31.184999465942383
Area/3638 Light/20.790000915527344
Area/4096 Light/3.4749999046325684
Area/5277 Light/0.8324999809265137
Area/896 Light/22.060001373291016
Area/2319 Light/49.78000259399414
Area/1023 Light/26.915000915527344
Area/4086 Light/14.487500190734863
Area/5233 Light/5.75
Area/3683 Light/4.292500019073486
Area/2720 Light/47.04249954223633
Area/3540 Light/16.397499084472656
Area/1566 Light/33.3025016784668
Area/56 Light/12.482500076293945
Area/3057 Light/33.29499816894531
Area/661 Light/27.334999084472656
Area/889 Light/30.127500534057617
Area/221 Light/5.409999847412109
Area/1415 Light/21.022499084472656
Area/1576 Light/29.342498779296875
Area/2380 Light/42.70500183105469
Area/492 Light/21.087501525878906
Area/4837 Light/1.4225000143051147
Area/697 Light/22.322500228881836
Area/3697 Light/6.537499904632568
Area/3221 Light/36.782501220703125
Area/930 Light/12.309999465942383
Area/1211 Light/22.102500915527344
Area/4528 Light/4.492500305175781
Area/4165 Light/6.632499694824219
Area/2205 Light/39.18000030517578
Area/3864 Light/13.069999694824219
Area/4357 Light/4.090000152587891
Area/5027 Light/0.8224999904632568
Area/1875 Light/53.959999084472656
Area/3087 Light/48.89249801635742
Area/2548 Light/35.337501525878906
Area/1551 Light/33.64250183105469
Area/3609 Light/13.925000190734863
Area/754 Light/16.587501525878906
Area/5271 Light/0.8574999570846558
Area/3194 Light/24.764999389648438
Area/4736 Light/15.107500076293945
Area/184 Light/18.142499923706055
Area/815 Light/12.547500610351562
Area/4301 Light/20.170000076293945
Area/5070 Light/19.787500381469727
Area/4242 Light/30.022499084472656
Area/4421 Light/2.0799999237060547
Area/4428 Light/2.0749998092651367
Area/4882 Light/20.982498168945312
Area/4205 Light/7.267499923706055
Area/4041 Light/16.530000686645508
Area/978 Light/19.510000228881836
Area/4122 Light/15.727499961853027
Area/1095 Light/4.170000076293945
Area/2878 Light/20.264999389648438
Area/3284 Light/21.625
Area/2827 Light/42.290000915527344
Area/2533 Light/42.474998474121094
Area/2898 Light/47.775001525878906
Area/4701 Light/1.1924999952316284
Area/4108 Light/33.51250076293945
Area/1459 Light/47.92500305175781
Area/5214 Light/8.390000343322754
Area/3622 Light/34.477500915527344
Area/1103 Light/14.677499771118164
Area/735 Light/9.274999618530273
Area/501 Light/17.04749870300293
Area/3456 Light/18.799999237060547
Area/2121 Light/56.99250030517578
Area/403 Light/4.425000190734863
Area/5280 Light/1.0975000858306885
Area/3453 Light/20.182498931884766
Area/3606 Light/18.329999923706055
Area/171 Light/7.889999866485596
Area/2566 Light/66.82250213623047
Area/3300 Light/39.09749984741211
Area/4881 Light/29.792499542236328
Area/307 Light/12.950000762939453
Area/3774 Light/44.394996643066406
Area/516 Light/38.95750045776367
Area/6 Light/8.357500076293945
Area/3868 Light/9.787500381469727
Area/446 Light/29.547500610351562
Area/1120 Light/26.407501220703125
Area/2032 Light/40.69499969482422
Area/3490 Light/34.1974983215332
Area/4924 Light/1.2350000143051147
Area/82 Light/15.007499694824219
Area/627 Light/23.21500015258789
Area/1724 Light/57.602500915527344
Area/2644 Light/55.9375
Area/2217 Light/37.02000045776367
Area/3851 Light/4.909999847412109
Area/3676 Light/83.26499938964844
Area/2985 Light/35.26000213623047
Area/626 Light/26.494998931884766
Area/1981 Light/34.01000213623047
Area/1510 Light/61.54249572753906
Area/663 Light/24.4375
Area/4538 Light/36.4375
Area/5078 Light/7.275000095367432
Area/2758 Light/19.610000610351562
Area/2921 Light/25.3075008392334
Area/3948 Light/8.274999618530273
Area/4481 Light/19.30500030517578
Area/1090 Light/8.0
Area/4612 Light/4.122499942779541
Area/1513 Light/10.735000610351562
Area/2591 Light/19.630001068115234
Area/411 Light/14.170000076293945
Area/3058 Light/27.21500015258789
Area/4490 Light/27.612499237060547
Area/2216 Light/30.31999969482422
Area/3782 Light/15.750000953674316
Area/5097 Light/0.9674999713897705
Area/3613 Light/5.297499656677246
Area/2515 Light/4.0425004959106445
Area/4529 Light/2.297499895095825
Area/4883 Light/13.092500686645508
Area/1348 Light/7.654999732971191
Area/3018 Light/2.815000057220459
Area/3491 Light/41.72249984741211
Area/2647 Light/65.72249603271484
Area/4537 Light/27.655000686645508
Area/273 Light/44.439998626708984
Area/3657 Light/26.985000610351562
Area/4282 Light/1.3875000476837158
Area/1299 Light/29.645000457763672
Area/1122 Light/22.34000015258789
Area/1785 Light/28.38249969482422
Area/3372 Light/22.72249984741211
Area/4360 Light/2.552500009536743
Area/1583 Light/21.510000228881836
Area/3418 Light/43.130001068115234
Area/5041 Light/32.477500915527344
Area/3675 Light/57.04499816894531
Area/819 Light/9.387499809265137
Area/2939 Light/1.8224999904632568
Area/4668 Light/1.9950000047683716
Area/4374 Light/6.069999694824219
Area/2971 Light/33.48750305175781
Area/5079 Light/2.7825000286102295
Area/4407 Light/21.255001068115234
Area/58 Light/11.295000076293945
Area/4864 Light/0.9474999904632568
Area/4134 Light/29.667499542236328
Area/1071 Light/27.979999542236328
Area/103 Light/17.450000762939453
Area/1372 Light/20.40250015258789
Area/2346 Light/19.997499465942383
Area/1871 Light/20.025001525878906
Area/2883 Light/47.44999694824219
Area/571 Light/16.594999313354492
Area/3297 Light/25.052499771118164
Area/3440 Light/20.3125
Area/279 Light/9.197500228881836
Area/1186 Light/19.907501220703125
Area/3459 Light/22.13249969482422
Area/793 Light/31.262500762939453
Area/643 Light/19.114999771118164
Area/3593 Light/88.25749969482422
Area/1663 Light/98.75749969482422
Area/4919 Light/1.434999942779541
Area/4660 Light/24.90999984741211
Area/4901 Light/17.580001831054688
Area/3711 Light/21.5
Area/4575 Light/45.45500183105469
Area/2272 Light/8.28499984741211
Area/1848 Light/25.989999771118164
Area/4181 Light/6.952499866485596
Area/5164 Light/1.8550000190734863
Area/5140 Light/4.244999885559082
Area/2082 Light/16.395000457763672
Area/836 Light/36.125
Area/2509 Light/23.110000610351562
Area/977 Light/19.92500114440918
Area/2954 Light/22.625
Area/3721 Light/15.3125
Area/1938 Light/26.34000015258789
Area/4986 Light/20.29250144958496
Area/3426 Light/65.54249572753906
Area/2088 Light/29.709999084472656
Area/2126 Light/129.32749938964844
Area/3569 Light/28.042499542236328
Area/3775 Light/35.84749984741211
Area/4568 Light/7.082499980926514
Area/3520 Light/3.7725000381469727
Area/943 Light/23.022499084472656
Area/96 Light/14.327499389648438
Area/3640 Light/21.852500915527344
Area/1665 Light/64.71249389648438
Area/2225 Light/41.63999938964844
Area/4580 Light/11.444999694824219
Area/3405 Light/30.724998474121094
Area/1672 Light/14.522500991821289
Area/102 Light/8.620000839233398
Area/4233 Light/15.557499885559082
Area/2597 Light/11.627500534057617
Area/4914 Light/2.4149999618530273
Area/4584 Light/2.4175000190734863
Area/3566 Light/34.11750030517578
Area/1123 Light/24.677501678466797
Area/2441 Light/5.737500190734863
Area/2198 Light/32.98249816894531
Area/705 Light/25.207500457763672
Area/3956 Light/21.977500915527344
Area/3908 Light/28.892499923706055
Area/1053 Light/26.25749969482422
Area/2030 Light/35.157501220703125
Area/557 Light/13.697500228881836
Area/948 Light/18.834999084472656
Area/1648 Light/30.22249984741211
Area/3168 Light/32.292503356933594
Area/3648 Light/18.260000228881836
Area/1499 Light/14.924999237060547
Area/1958 Light/38.73250198364258
Area/2227 Light/46.15999984741211
Area/761 Light/10.100000381469727
Area/5176 Light/1.2725000381469727
Area/876 Light/34.42250061035156
Area/4201 Light/12.392499923706055
Area/4219 Light/26.43000030517578
Area/2817 Light/43.41749954223633
Area/2079 Light/38.994998931884766
Area/2434 Light/0
Area/4590 Light/1.565000057220459
Area/4806 Light/7.257500171661377
Area/4082 Light/21.732498168945312
Area/1321 Light/36.227500915527344
Area/2526 Light/5.737500190734863
Area/2717 Light/28.530000686645508
Area/2891 Light/47.87249755859375
Area/3265 Light/7.820000171661377
Area/3890 Light/10.989999771118164
Area/768 Light/36.94000244140625
Area/1593 Light/93.41999816894531
Area/758 Light/3.7049999237060547
Area/3124 Light/13.21500015258789
Area/3708 Light/13.209999084472656
Area/3066 Light/40.87000274658203
Area/4067 Light/10.405000686645508
Area/4507 Light/1.752500057220459
Area/3976 Light/20.827499389648438
Area/4243 Light/31.295000076293945
Area/2695 Light/7.314999580383301
Area/1116 Light/16.940000534057617
Area/3010 Light/30.4325008392334
Area/343 Light/11.914999961853027
Area/137 Light/5.420000076293945
Area/4632 Light/11.287500381469727
Area/4227 Light/40.95500183105469
Area/2938 Light/1.9299999475479126
Area/4471 Light/7.109999656677246
Area/526 Light/19.65250015258789
Area/3538 Light/34.92500305175781
Area/4167 Light/4.382500171661377
Area/302 Light/11.329999923706055
Area/1650 Light/32.212501525878906
Area/3557 Light/23.5625
Area/2622 Light/25.6875
Area/1633 Light/31.650001525878906
Area/4395 Light/12.100000381469727
Area/3769 Light/5.654999732971191
Area/4868 Light/4.019999980926514
Area/3061 Light/36.13999938964844
Area/71 Light/7.322500228881836
Area/2826 Light/30.59000015258789
Area/2422 Light/28.002498626708984
Area/1659 Light/33.407501220703125
Area/4380 Light/44.314998626708984
Area/1914 Light/12.149999618530273
Area/3485 Light/32.0525016784668
Area/1140 Light/31.75749969482422
Area/3854 Light/48.79750061035156
Area/3463 Light/41.32500076293945
Area/4759 Light/1.3524999618530273
Area/1824 Light/31.564998626708984
Area/1577 Light/45.14500045776367
Area/2070 Light/36.439998626708984
Area/3371 Light/32.83250045776367
Area/4976 Light/5.399999618530273
Area/809 Light/25.380001068115234
Area/3475 Light/24.412500381469727
Area/1141 Light/32.17749786376953
Area/4281 Light/1.5575000047683716
Area/3034 Light/41.75749969482422
Area/708 Light/28.202499389648438
Area/1000 Light/15.769999504089355
Area/3032 Light/26.837499618530273
Area/606 Light/30.825000762939453
Area/3195 Light/18.255001068115234
Area/512 Light/22.13249969482422
Area/1649 Light/33.477500915527344
Area/2287 Light/34.65999984741211
Area/4614 Light/2.5
Area/1028 Light/29.67500114440918
Area/4748 Light/2.6050000190734863
Area/1484 Light/33.44000244140625
Area/4770 Light/1.125
Area/3289 Light/14.600000381469727
Area/4912 Light/5.505000114440918
Area/2059 Light/41.17250061035156
Area/2278 Light/21.08500099182129
Area/1773 Light/28.380001068115234
Area/756 Light/2.5250000953674316
Area/1713 Light/30.610000610351562
Area/4631 Light/35.977500915527344
Area/5250 Light/1.3575000762939453
Area/2537 Light/17.14750099182129
Area/4539 Light/34.64250183105469
Area/1673 Light/32.5099983215332
Area/846 Light/6.832499980926514
Area/993 Light/8.3100004196167
Area/3359 Light/2.4700000286102295
Area/5151 Light/14.827499389648438
Area/3973 Light/6.909999847412109
Area/5058 Light/4.347499847412109
Area/493 Light/23.520000457763672
Area/3911 Light/65.63499450683594
Area/5161 Light/3.1550002098083496
Area/2413 Light/34.51249694824219
Area/2775 Light/15.602499961853027
Area/5102 Light/0.8600000143051147
Area/4789 Light/29.6200008392334
Area/1395 Light/23.03499984741211
Area/5059 Light/6.1875
Area/1248 Light/14.710000038146973
Area/972 Light/34.837501525878906
Area/4797 Light/17.200000762939453
Area/4723 Light/7.777500152587891
Area/3750 Light/50.00749969482422
Area/2021 Light/32.775001525878906
Area/538 Light/27.3799991607666
Area/1719 Light/52.43000030517578
Area/290 Light/26.98750114440918
Area/1835 Light/14.145000457763672
Area/5138 Light/11.194999694824219
Area/2029 Light/14.934999465942383
Area/1167 Light/12.667499542236328
Area/4077 Light/24.547500610351562
Area/4144 Light/43.87999725341797
Area/2155 Light/26.38249969482422
Area/3586 Light/43.224998474121094
Area/3064 Light/37.772499084472656
Area/3839 Light/69.9949951171875
Area/2397 Light/54.41999816894531
Area/3529 Light/6.8125
Area/333 Light/4.742499828338623
Area/426 Light/25.842498779296875
Area/674 Light/3.2300000190734863
Area/3543 Light/20.575000762939453
Area/3888 Light/14.122499465942383
Area/658 Light/12.792499542236328
Area/2976 Light/36.897499084472656
Area/4305 Light/27.56999969482422
Area/4616 Light/1.2650001049041748
Area/2694 Light/9.649999618530273
Area/2610 Light/11.692500114440918
Area/182 Light/18.274999618530273
Area/1627 Light/29.54250144958496
Area/869 Light/18.690000534057617
Area/2633 Light/30.63249969482422
Area/2606 Light/5.317500114440918
Area/622 Light/33.69499969482422
Area/408 Light/10.467499732971191
Area/1200 Light/12.635000228881836
Area/469 Light/45.17499923706055
Area/5147 Light/9.397499084472656
Area/2358 Light/8.977499961853027
Area/2456 Light/26.817501068115234
Area/1075 Light/5.145000457763672
Area/107 Light/14.457500457763672
Area/2158 Light/36.38749694824219
Area/4630 Light/39.30249786376953
Area/3549 Light/36.92250061035156
Area/1271 Light/16.615001678466797
Area/669 Light/29.71500015258789
Area/3928 Light/5.255000114440918
Area/770 Light/37.272499084472656
Area/953 Light/18.172500610351562
Area/2831 Light/38.1875
Area/2803 Light/40.41999816894531
Area/1483 Light/37.20500183105469
Area/4871 Light/2.384999990463257
Area/5226 Light/14.475000381469727
Area/4870 Light/1.3375000953674316
Area/2866 Light/10.770000457763672
Area/1865 Light/20.46500015258789
Area/1467 Light/31.412498474121094
Area/1061 Light/19.525001525878906
Area/2451 Light/38.040000915527344
Area/2642 Light/45.80500030517578
Area/164 Light/7.119999885559082
Area/3492 Light/35.85749816894531
Area/2796 Light/23.137500762939453
Area/3876 Light/19.677499771118164
Area/2007 Light/25.139999389648438
Area/2174 Light/18.50749969482422
Area/2193 Light/22.634998321533203
Area/1302 Light/26.654998779296875
Area/1399 Light/40.73250198364258
Area/5133 Light/10.03499984741211
Area/3652 Light/27.139999389648438
Area/2255 Light/43.38999938964844
Area/1926 Light/20.8700008392334
Area/3872 Light/25.892499923706055
Area/1033 Light/27.5
Area/2663 Light/54.44000244140625
Area/2015 Light/34.37249755859375
Area/4694 Light/1.1349999904632568
Area/2940 Light/7.445000171661377
Area/5124 Light/38.097496032714844
Area/1380 Light/29.1875
Area/4339 Light/2.367500066757202
Area/266 Light/33.33250045776367
Area/1919 Light/23.6875
Area/2474 Light/40.71249771118164
Area/3285 Light/26.487499237060547
Area/4037 Light/13.387499809265137
Area/3727 Light/33.61499786376953
Area/1660 Light/22.75749969482422
Area/4196 Light/1.8050000667572021
Area/3299 Light/40.64500045776367
Area/2839 Light/18.752498626708984
Area/3738 Light/25.530000686645508
Area/2541 Light/20.047500610351562
Area/4909 Light/15.964999198913574
Area/2671 Light/37.55500030517578
Area/593 Light/22.865001678466797
Area/789 Light/27.592498779296875
Area/3113 Light/44.76000213623047
Area/4505 Light/1.9200000762939453
Area/5243 Light/3.934999942779541
Area/2106 Light/13.220000267028809
Area/4846 Light/1.1749999523162842
Area/318 Light/9.947500228881836
Area/2485 Light/56.185001373291016
Area/4593 Light/2.0349998474121094
Area/1367 Light/19.377498626708984
Area/1306 Light/29.36750030517578
Area/5006 Light/1.1349999904632568
Area/400 Light/19.357500076293945
Area/1244 Light/6.734999656677246
Area/2409 Light/32.35499954223633
Area/3085 Light/29.885000228881836
Area/4588 Light/1.7400000095367432
Area/642 Light/17.174999237060547
Area/909 Light/10.204999923706055
Area/4162 Light/32.152496337890625
Area/4150 Light/15.730000495910645
Area/4545 Light/33.42250061035156
Area/3222 Light/23.415000915527344
Area/4662 Light/7.779999732971191
Area/1564 Light/28.997501373291016
Area/4089 Light/7.40749979019165
Area/148 Light/6.409999847412109
Area/1260 Light/9.739999771118164
Area/4199 Light/1.4449999332427979
Area/3199 Light/38.73500061035156
Area/2014 Light/43.224998474121094
Area/3162 Light/27.389999389648438
Area/744 Light/18.149999618530273
Area/2470 Light/51.209999084472656
Area/4071 Light/38.355003356933594
Area/2044 Light/40.28499984741211
Area/4689 Light/1.2699999809265137
Area/3441 Light/11.862499237060547
Area/1726 Light/55.20000076293945
Area/208 Light/13.367500305175781
Area/3083 Light/28.154998779296875
Area/227 Light/13.717500686645508
Area/893 Light/19.30000114440918
Area/5229 Light/14.632499694824219
Area/1644 Light/38.29750061035156
Area/3563 Light/24.2549991607666
Area/4444 Light/4.864999771118164
Area/3004 Light/27.752500534057617
Area/2901 Light/33.34000015258789
Area/1669 Light/19.48000144958496
Area/2382 Light/46.522499084472656
Area/151 Light/5.625
Area/1747 Light/27.524999618530273
Area/3805 Light/10.574999809265137
Area/18 Light/8.600000381469727
Area/1741 Light/30.080001831054688
Area/4730 Light/16.440000534057617
Area/2011 Light/29.54749870300293
Area/4807 Light/5.077500343322754
Area/3733 Light/39.36750030517578
Area/3886 Light/17.877498626708984
Area/5084 Light/1.3324999809265137
Area/3206 Light/15.8125
Area/2271 Light/7.362500190734863
Area/4890 Light/5.555000305175781
Area/3117 Light/33.45750045776367
Area/3935 Light/18.147499084472656
Area/4927 Light/1.1324999332427979
Area/5137 Light/7.022500038146973
Area/655 Light/8.34000015258789
Area/3757 Light/38.26249694824219
Area/3090 Light/29.920000076293945
Area/2050 Light/47.412498474121094
Area/3671 Light/23.674999237060547
Area/1971 Light/47.88750076293945
Area/4939 Light/0.9624999761581421
Area/3595 Light/68.25250244140625
Area/1623 Light/38.14500045776367
Area/4517 Light/2.9850001335144043
Area/4278 Light/2.257499933242798
Area/2347 Light/17.69499969482422
Area/4577 Light/15.53499984741211
Area/4929 Light/1.0924999713897705
Area/398 Light/4.047499656677246
Area/2302 Light/33.662498474121094
Area/1206 Light/31.27250099182129
Area/1176 Light/4.5625
Area/4287 Light/20.41499900817871
Area/5254 Light/1.0850000381469727
Area/4675 Light/1.434999942779541
Area/607 Light/22.885000228881836
Area/2996 Light/41.662498474121094
Area/1080 Light/13.729999542236328
Area/2819 Light/46.557498931884766
Area/5135 Light/15.559999465942383
Area/3939 Light/52.48250198364258
Area/702 Light/21.6924991607666
Area/4322 Light/26.012500762939453
Area/2688 Light/7.612500190734863
Area/2369 Light/41.130001068115234
Area/2389 Light/50.75250244140625
Area/2604 Light/5.46999979019165
Area/1373 Light/24.267499923706055
Area/1996 Light/21.912498474121094
Area/1736 Light/30.962499618530273
Area/2538 Light/15.985000610351562
Area/3944 Light/10.274999618530273
Area/2540 Light/25.69499969482422
Area/4420 Light/2.509999990463257
Area/1845 Light/22.447500228881836
Area/4853 Light/1.0099999904632568
Area/354 Light/37.46249771118164
Area/1811 Light/44.04999923706055
Area/3807 Light/23.415000915527344
Area/3709 Light/13.940000534057617
Area/5272 Light/0.8424999713897705
Area/3503 Light/31.6825008392334
Area/5071 Light/35.18499755859375
Area/5009 Light/1.0924999713897705
Area/2785 Light/14.707499504089355
Area/3011 Light/27.549999237060547
Area/4184 Light/20.322500228881836
Area/5136 Light/8.675000190734863
Area/1994 Light/46.18000030517578
Area/4726 Light/15.342499732971191
Area/1700 Light/15.854999542236328
Area/2219 Light/64.11500549316406
Area/880 Light/23.90250015258789
Area/2461 Light/29.052499771118164
Area/4088 Light/9.25999927520752
Area/4112 Light/2.877500057220459
Area/885 Light/13.975000381469727
Area/1745 Light/31.22249984741211
Area/3617 Light/7.762500762939453
Area/3470 Light/22.22249984741211
Area/3347 Light/14.969999313354492
Area/5170 Light/1.2300000190734863
Area/1261 Light/6.027500152587891
Area/2609 Light/11.952500343322754
Area/59 Light/19.799999237060547
Area/4412 Light/34.59000015258789
Area/991 Light/10.52750015258789
Area/2893 Light/41.974998474121094
Area/1735 Light/41.30249786376953
Area/706 Light/36.92749786376953
Area/2228 Light/53.98749923706055
Area/2360 Light/11.782500267028809
Area/3214 Light/37.025001525878906
Area/72 Light/6.539999961853027
Area/1535 Light/23.977500915527344
Area/4522 Light/1.7074999809265137
Area/4752 Light/1.6624999046325684
Area/1863 Light/18.02750015258789
Area/4887 Light/8.019999504089355
Area/235 Light/3.5475001335144043
Area/4368 Light/27.75749969482422
Area/4460 Light/13.617500305175781
Area/19 Light/10.997499465942383
Area/3340 Light/26.602500915527344
Area/1809 Light/57.032501220703125
Area/4324 Light/26.967498779296875
Area/4365 Light/1.2200000286102295
Area/3684 Light/4.397500038146973
Area/4583 Light/2.674999952316284
Area/1797 Light/39.45249938964844
Area/3102 Light/2.5475001335144043
Area/203 Light/18.904998779296875
Area/2298 Light/42.92000198364258
Area/1643 Light/38.125
Area/165 Light/4.105000019073486
Area/2095 Light/19.139999389648438
Area/4157 Light/40.415000915527344
Area/2707 Light/17.497499465942383
Area/4106 Light/12.987499237060547
Area/4404 Light/16.357501983642578
Area/1679 Light/70.37000274658203
Area/2036 Light/31.190000534057617
Area/1526 Light/37.44000244140625
Area/4711 Light/14.3100004196167
Area/541 Light/28.81999969482422
Area/3827 Light/67.1500015258789
Area/1923 Light/22.88249969482422
Area/5172 Light/1.0699999332427979
Area/439 Light/36.17500305175781
Area/4858 Light/0.9399999976158142
Area/138 Light/4.725000381469727
Area/1911 Light/23.170000076293945
Area/4849 Light/1.125
Area/4587 Light/1.790000081062317
Area/4119 Light/4.877499580383301
Area/3415 Light/19.8700008392334
Area/108 Light/9.167499542236328
Area/4013 Light/4.484999656677246
Area/2745 Light/36.317501068115234
Area/191 Light/15.497501373291016
Area/1628 Light/27.669998168945312
Area/3362 Light/20.135000228881836
Area/249 Light/4.0625
Area/1370 Light/30.947500228881836
Area/1154 Light/33.064998626708984
Area/431 Light/32.98500061035156
Area/1463 Light/28.264999389648438
Area/2343 Light/27.207500457763672
Area/902 Light/11.387500762939453
Area/1655 Light/41.40749740600586
Area/1407 Light/24.240001678466797
Area/2292 Light/45.27750015258789
Area/4712 Light/9.832500457763672
Area/1530 Light/12.252500534057617
Area/690 Light/27.157501220703125
Area/335 Light/6.347499847412109
Area/2600 Light/3.0425000190734863
Area/1569 Light/28.665000915527344
Area/515 Light/24.760000228881836
Area/1439 Light/38.64250183105469
Area/5075 Light/8.96500015258789
Area/4956 Light/44.50749969482422
Area/580 Light/24.139999389648438
Area/1389 Light/18.739999771118164
Area/4189 Light/27.299999237060547
Area/2476 Light/48.68250274658203
Area/3243 Light/33.23249816894531
Area/1144 Light/24.264999389648438
Area/1837 Light/17.670000076293945
