Area/1172 Carbon/279.45684814453125
Area/4826 Carbon/432.07366943359375
Area/4649 Carbon/449.8742370605469
Area/3846 Carbon/0.0
Area/29 Carbon/270.5658874511719
Area/4820 Carbon/459.0616149902344
Area/380 Carbon/383.17633056640625
Area/4259 Carbon/0.0
Area/2892 Carbon/2715.551513671875
Area/2178 Carbon/851.5682983398438
Area/3022 Carbon/0.0
Area/2103 Carbon/615.7885131835938
Area/676 Carbon/577.78564453125
Area/842 Carbon/287.93572998046875
Area/4449 Carbon/0.0
Area/378 Carbon/476.1651306152344
Area/736 Carbon/284.657470703125
Area/300 Carbon/352.8689880371094
Area/2072 Carbon/1290.65478515625
Area/4359 Carbon/0.0
Area/3822 Carbon/1006.50830078125
Area/562 Carbon/316.6730041503906
Area/788 Carbon/814.0855712890625
Area/305 Carbon/213.84494018554688
Area/2723 Carbon/4134.4228515625
Area/2862 Carbon/436.060791015625
Area/384 Carbon/363.79364013671875
Area/4414 Carbon/0.0
Area/133 Carbon/242.0849609375
Area/1490 Carbon/429.0408935546875
Area/1976 Carbon/0.0
Area/310 Carbon/140.67018127441406
Area/3096 Carbon/352.2210998535156
Area/2405 Carbon/2434.744140625
Area/2151 Carbon/1982.1514892578125
Area/745 Carbon/684.3612060546875
Area/1885 Carbon/2426.587890625
Area/1336 Carbon/367.1604919433594
Area/2266 Carbon/389.3100280761719
Area/721 Carbon/543.5714111328125
Area/3715 Carbon/834.1925048828125
Area/433 Carbon/1271.81494140625
Area/2499 Carbon/1188.8865966796875
Area/3531 Carbon/466.8567810058594
Area/4792 Carbon/1319.678955078125
Area/5288 Carbon/106.26811218261719
Area/2186 Carbon/532.9193115234375
Area/232 Carbon/132.0507049560547
Area/3353 Carbon/0.0
Area/1174 Carbon/157.05078125
Area/4502 Carbon/0.0
Area/2488 Carbon/2921.3916015625
Area/3544 Carbon/753.6104736328125
Area/4225 Carbon/404.4324035644531
Area/4382 Carbon/565.0974731445312
Area/3316 Carbon/1920.61376953125
Area/1083 Carbon/317.2798767089844
Area/389 Carbon/256.22515869140625
Area/2349 Carbon/380.13702392578125
Area/3023 Carbon/0.0
Area/1199 Carbon/788.2806396484375
Area/3847 Carbon/0.0
Area/1447 Carbon/748.5296020507812
Area/147 Carbon/119.6358642578125
Area/1519 Carbon/383.8309326171875
Area/2869 Carbon/591.8751831054688
Area/3565 Carbon/952.0693969726562
Area/3780 Carbon/326.2845153808594
Area/1278 Carbon/718.7021484375
Area/2147 Carbon/0.0
Area/4681 Carbon/110.06317901611328
Area/2843 Carbon/587.061767578125
Area/590 Carbon/458.8750915527344
Area/409 Carbon/242.6336212158203
Area/4130 Carbon/815.254150390625
Area/2017 Carbon/760.6144409179688
Area/5105 Carbon/0.0
Area/1084 Carbon/360.1212463378906
Area/1942 Carbon/555.336669921875
Area/4289 Carbon/316.94189453125
Area/482 Carbon/241.4202423095703
Area/3129 Carbon/804.6104736328125
Area/3263 Carbon/0.0
Area/4245 Carbon/1128.4083251953125
Area/4050 Carbon/996.31689453125
Area/2419 Carbon/938.435302734375
Area/2922 Carbon/830.0818481445312
Area/4925 Carbon/0.0
Area/3158 Carbon/2051.326416015625
Area/1047 Carbon/899.3160400390625
Area/1184 Carbon/532.612548828125
Area/3304 Carbon/960.1273803710938
Area/2918 Carbon/1169.6705322265625
Area/4622 Carbon/1213.87939453125
Area/4092 Carbon/0.0
Area/106 Carbon/345.3292541503906
Area/2091 Carbon/788.283935546875
Area/4967 Carbon/308.50677490234375
Area/3597 Carbon/0.0
Area/4451 Carbon/0.0
Area/3811 Carbon/693.5809326171875
Area/3355 Carbon/0.0
Area/3045 Carbon/824.2809448242188
Area/2218 Carbon/3699.701416015625
Area/3209 Carbon/577.7532348632812
Area/599 Carbon/1274.0152587890625
Area/3205 Carbon/558.2199096679688
Area/955 Carbon/921.9495239257812
Area/2477 Carbon/6980.34375
Area/4348 Carbon/351.1102294921875
Area/4658 Carbon/637.4168090820312
Area/292 Carbon/541.5513916015625
Area/1615 Carbon/768.36962890625
Area/1229 Carbon/587.3525390625
Area/3867 Carbon/300.8040466308594
Area/897 Carbon/398.2330322265625
Area/4372 Carbon/321.0405578613281
Area/894 Carbon/403.878173828125
Area/2339 Carbon/853.7953491210938
Area/1039 Carbon/980.304931640625
Area/3261 Carbon/645.076904296875
Area/4177 Carbon/0.0
Area/2368 Carbon/653.1846923828125
Area/3431 Carbon/0.0
Area/1339 Carbon/388.07861328125
Area/1119 Carbon/865.80615234375
Area/5082 Carbon/0.0
Area/4006 Carbon/0.0
Area/3392 Carbon/1023.0274047851562
Area/62 Carbon/99.66553497314453
Area/95 Carbon/392.9256896972656
Area/808 Carbon/533.1926879882812
Area/3658 Carbon/1462.31982421875
Area/4463 Carbon/568.0247802734375
Area/3725 Carbon/643.0704345703125
Area/1156 Carbon/210.9424591064453
Area/3653 Carbon/1093.169921875
Area/4295 Carbon/499.7767639160156
Area/1382 Carbon/1085.191162109375
Area/3155 Carbon/2513.93701171875
Area/4109 Carbon/284.8952331542969
Area/1951 Carbon/905.0613403320312
Area/534 Carbon/655.9370727539062
Area/3100 Carbon/0.0
Area/2733 Carbon/7771.63916015625
Area/4236 Carbon/722.9984741210938
Area/2802 Carbon/1960.613525390625
Area/261 Carbon/675.6038818359375
Area/3332 Carbon/1189.1456298828125
Area/2887 Carbon/1962.8221435546875
Area/3150 Carbon/2349.4736328125
Area/3596 Carbon/0.0
Area/3979 Carbon/528.8180541992188
Area/448 Carbon/622.124267578125
Area/4524 Carbon/0.0
Area/4744 Carbon/0.0
Area/1137 Carbon/836.2735595703125
Area/153 Carbon/132.95664978027344
Area/1573 Carbon/527.4609375
Area/3572 Carbon/1400.4569091796875
Area/4054 Carbon/512.3482055664062
Area/1721 Carbon/1149.0277099609375
Area/1420 Carbon/384.8670654296875
Area/1982 Carbon/1799.44921875
Area/3357 Carbon/0.0
Area/346 Carbon/853.00537109375
Area/2741 Carbon/2615.15771484375
Area/215 Carbon/309.1053161621094
Area/3062 Carbon/2514.253662109375
Area/1544 Carbon/1541.391845703125
Area/2945 Carbon/539.7217407226562
Area/4859 Carbon/0.0
Area/3515 Carbon/0.0
Area/2558 Carbon/6409.5439453125
Area/1740 Carbon/642.724365234375
Area/618 Carbon/662.576171875
Area/830 Carbon/636.9849243164062
Area/899 Carbon/310.7154541015625
Area/1345 Carbon/163.42335510253906
Area/2024 Carbon/533.5841064453125
Area/256 Carbon/372.73553466796875
Area/494 Carbon/434.135009765625
Area/288 Carbon/617.7387084960938
Area/1907 Carbon/820.9166870117188
Area/490 Carbon/336.2404479980469
Area/2259 Carbon/778.1207275390625
Area/1941 Carbon/554.727294921875
Area/3691 Carbon/288.6839294433594
Area/2646 Carbon/8077.50390625
Area/624 Carbon/929.2640991210938
Area/474 Carbon/256.5993957519531
Area/2789 Carbon/637.012939453125
Area/254 Carbon/330.7757263183594
Area/4090 Carbon/0.0
Area/2576 Carbon/1816.803466796875
Area/888 Carbon/686.7998657226562
Area/600 Carbon/1383.9229736328125
Area/1417 Carbon/295.37762451171875
Area/4068 Carbon/754.284423828125
Area/4634 Carbon/352.82171630859375
Area/2601 Carbon/0.0
Area/3627 Carbon/758.0724487304688
Area/98 Carbon/434.28289794921875
Area/1034 Carbon/827.8897094726562
Area/4889 Carbon/233.57542419433594
Area/1049 Carbon/844.3120727539062
Area/5247 Carbon/0.0
Area/4056 Carbon/430.7754211425781
Area/2447 Carbon/379.7373046875
Area/3732 Carbon/832.2660522460938
Area/614 Carbon/657.3990478515625
Area/857 Carbon/790.5180053710938
Area/3654 Carbon/1168.347900390625
Area/4745 Carbon/0.0
Area/1136 Carbon/809.336669921875
Area/2944 Carbon/515.7838745117188
Area/5241 Carbon/0.0
Area/4387 Carbon/454.73638916015625
Area/4446 Carbon/0.0
Area/1557 Carbon/1147.9447021484375
Area/3382 Carbon/676.8497924804688
Area/4796 Carbon/541.2059326171875
Area/1233 Carbon/547.841552734375
Area/5068 Carbon/441.7934265136719
Area/4563 Carbon/443.989013671875
Area/3342 Carbon/872.89990234375
Area/2917 Carbon/1283.239990234375
Area/3489 Carbon/1578.9290771484375
Area/1805 Carbon/1502.714599609375
Area/3512 Carbon/0.0
Area/5185 Carbon/0.0
Area/1913 Carbon/588.333984375
Area/4725 Carbon/289.3754577636719
Area/2423 Carbon/782.7552490234375
Area/3115 Carbon/913.8325805664062
Area/2564 Carbon/7376.6572265625
Area/2874 Carbon/717.7733154296875
Area/4687 Carbon/0.0
Area/2570 Carbon/4632.1728515625
Area/2708 Carbon/708.5482788085938
Area/4260 Carbon/0.0
Area/205 Carbon/521.5831909179688
Area/2416 Carbon/1016.458251953125
Area/1503 Carbon/541.5859985351562
Area/5261 Carbon/0.0
Area/2269 Carbon/437.4950866699219
Area/2854 Carbon/0.0
Area/2965 Carbon/1147.0394287109375
Area/4388 Carbon/443.6303405761719
Area/5019 Carbon/0.0
Area/2401 Carbon/4158.8955078125
Area/585 Carbon/180.898681640625
Area/2875 Carbon/748.275390625
Area/2018 Carbon/760.6144409179688
Area/4540 Carbon/641.7381591796875
Area/775 Carbon/973.4755859375
Area/5259 Carbon/0.0
Area/4566 Carbon/453.3665466308594
Area/2466 Carbon/2540.025634765625
Area/1559 Carbon/1086.654052734375
Area/3409 Carbon/1967.881591796875
Area/3989 Carbon/990.8184204101562
Area/63 Carbon/99.33583068847656
Area/1142 Carbon/665.5538330078125
Area/2807 Carbon/3623.20361328125
Area/1496 Carbon/241.0002899169922
Area/39 Carbon/501.4181213378906
Area/257 Carbon/443.1787414550781
Area/453 Carbon/804.6951904296875
Area/1147 Carbon/526.6878051757812
Area/3250 Carbon/1142.860595703125
Area/1591 Carbon/765.039306640625
Area/2140 Carbon/3844.403076171875
Area/4672 Carbon/0.0
Area/4613 Carbon/0.0
Area/25 Carbon/249.0244903564453
Area/4491 Carbon/707.4774169921875
Area/5100 Carbon/0.0
Area/4609 Carbon/0.0
Area/475 Carbon/276.3136291503906
Area/4408 Carbon/977.5949096679688
Area/313 Carbon/129.29193115234375
Area/1884 Carbon/2025.095458984375
Area/175 Carbon/375.4970397949219
Area/2241 Carbon/1336.159423828125
Area/3686 Carbon/0.0
Area/3445 Carbon/744.7708129882812
Area/1945 Carbon/596.0689697265625
Area/418 Carbon/111.13787841796875
Area/5266 Carbon/0.0
Area/2550 Carbon/2600.12353515625
Area/2824 Carbon/2998.15185546875
Area/344 Carbon/741.0375366210938
Area/3608 Carbon/187.22584533691406
Area/3279 Carbon/961.5562133789062
Area/4865 Carbon/0.0
Area/3748 Carbon/1161.325927734375
Area/477 Carbon/241.40933227539062
Area/3777 Carbon/168.5955352783203
Area/5249 Carbon/0.0
Area/2665 Carbon/1181.66455078125
Area/5086 Carbon/0.0
Area/2264 Carbon/632.370849609375
Area/2669 Carbon/993.1236572265625
Area/3121 Carbon/551.9833374023438
Area/2041 Carbon/1844.6015625
Area/4208 Carbon/407.6341247558594
Area/331 Carbon/179.0218505859375
Area/4639 Carbon/302.66314697265625
Area/4998 Carbon/0.0
Area/3383 Carbon/712.6888427734375
Area/3638 Carbon/585.586669921875
Area/4096 Carbon/0.0
Area/5277 Carbon/0.0
Area/896 Carbon/392.15771484375
Area/2319 Carbon/2841.516357421875
Area/1023 Carbon/698.2159423828125
Area/4086 Carbon/0.0
Area/5233 Carbon/315.38970947265625
Area/3683 Carbon/0.0
Area/2720 Carbon/2866.1552734375
Area/3540 Carbon/660.8468627929688
Area/1566 Carbon/1109.3514404296875
Area/56 Carbon/151.1387481689453
Area/3057 Carbon/1982.424072265625
Area/661 Carbon/589.4415283203125
Area/889 Carbon/672.39697265625
Area/221 Carbon/196.14340209960938
Area/1415 Carbon/274.0982360839844
Area/1576 Carbon/336.3739929199219
Area/2380 Carbon/2167.5361328125
Area/492 Carbon/412.01318359375
Area/4837 Carbon/0.0
Area/697 Carbon/714.0387573242188
Area/3697 Carbon/300.5094909667969
Area/3221 Carbon/1055.9088134765625
Area/930 Carbon/498.2682189941406
Area/1211 Carbon/1211.496337890625
Area/4528 Carbon/0.0
Area/4165 Carbon/0.0
Area/2205 Carbon/1311.5203857421875
Area/3864 Carbon/338.6310119628906
Area/4357 Carbon/272.0364685058594
Area/5027 Carbon/0.0
Area/1875 Carbon/1654.515869140625
Area/3087 Carbon/1059.718994140625
Area/2548 Carbon/1988.2015380859375
Area/1551 Carbon/1085.5567626953125
Area/3609 Carbon/149.94775390625
Area/754 Carbon/282.0491027832031
Area/5271 Carbon/0.0
Area/3194 Carbon/1084.1539306640625
Area/4736 Carbon/443.989013671875
Area/184 Carbon/590.0203857421875
Area/815 Carbon/328.2931823730469
Area/4301 Carbon/646.1769409179688
Area/5070 Carbon/508.3236999511719
Area/4242 Carbon/1142.35107421875
Area/4421 Carbon/0.0
Area/4428 Carbon/0.0
Area/4882 Carbon/375.4354248046875
Area/4205 Carbon/342.0537414550781
Area/4041 Carbon/408.55804443359375
Area/978 Carbon/422.02838134765625
Area/4122 Carbon/364.5133361816406
Area/1095 Carbon/239.8269500732422
Area/2878 Carbon/911.8214721679688
Area/3284 Carbon/778.85888671875
Area/2827 Carbon/2083.195068359375
Area/2533 Carbon/476.23345947265625
Area/2898 Carbon/4489.43212890625
Area/4701 Carbon/0.0
Area/4108 Carbon/399.6070251464844
Area/1459 Carbon/1507.8524169921875
Area/5214 Carbon/478.3457946777344
Area/3622 Carbon/604.4832763671875
Area/1103 Carbon/672.6156005859375
Area/735 Carbon/311.21209716796875
Area/501 Carbon/146.9237823486328
Area/3456 Carbon/619.8928833007812
Area/2121 Carbon/1271.5716552734375
Area/403 Carbon/176.42922973632812
Area/5280 Carbon/27.62651824951172
Area/3453 Carbon/675.5653686523438
Area/3606 Carbon/273.1245422363281
Area/171 Carbon/269.3087158203125
Area/2566 Carbon/7580.37939453125
Area/3300 Carbon/889.13037109375
Area/4881 Carbon/427.4283447265625
Area/307 Carbon/184.23196411132812
Area/3774 Carbon/422.45782470703125
Area/516 Carbon/1322.9228515625
Area/6 Carbon/251.02684020996094
Area/3868 Carbon/322.9245910644531
Area/446 Carbon/639.8070068359375
Area/1120 Carbon/884.6680297851562
Area/2032 Carbon/693.6663208007812
Area/3490 Carbon/1636.164306640625
Area/4924 Carbon/0.0
Area/82 Carbon/153.84405517578125
Area/627 Carbon/928.4347534179688
Area/1724 Carbon/0.0
Area/2644 Carbon/6881.57080078125
Area/2217 Carbon/3436.87548828125
Area/3851 Carbon/0.0
Area/3676 Carbon/1343.3299560546875
Area/2985 Carbon/3415.69580078125
Area/626 Carbon/964.5548095703125
Area/1981 Carbon/1836.162109375
Area/1510 Carbon/527.2138671875
Area/663 Carbon/568.3901977539062
Area/4538 Carbon/798.7362670898438
Area/5078 Carbon/0.0
Area/2758 Carbon/755.405029296875
Area/2921 Carbon/889.13037109375
Area/3948 Carbon/340.5340270996094
Area/4481 Carbon/487.6090087890625
Area/1090 Carbon/153.21177673339844
Area/4612 Carbon/0.0
Area/1513 Carbon/420.3713073730469
Area/2591 Carbon/717.017578125
Area/411 Carbon/207.38226318359375
Area/3058 Carbon/2025.76806640625
Area/4490 Carbon/683.412109375
Area/2216 Carbon/3196.38232421875
Area/3782 Carbon/291.15826416015625
Area/5097 Carbon/0.0
Area/3613 Carbon/312.83441162109375
Area/2515 Carbon/231.02955627441406
Area/4529 Carbon/0.0
Area/4883 Carbon/318.93267822265625
Area/1348 Carbon/250.0753173828125
Area/3018 Carbon/0.0
Area/3491 Carbon/1715.0667724609375
Area/2647 Carbon/8600.0390625
Area/4537 Carbon/962.6908569335938
Area/273 Carbon/602.6884765625
Area/3657 Carbon/1390.0009765625
Area/4282 Carbon/0.0
Area/1299 Carbon/1000.640869140625
Area/1122 Carbon/991.0816040039062
Area/1785 Carbon/974.8499145507812
Area/3372 Carbon/623.8624267578125
Area/4360 Carbon/0.0
Area/1583 Carbon/285.3619689941406
Area/3418 Carbon/1151.5260009765625
Area/5041 Carbon/1212.4425048828125
Area/3675 Carbon/1391.8216552734375
Area/819 Carbon/283.2125549316406
Area/2939 Carbon/0.0
Area/4668 Carbon/0.0
Area/4374 Carbon/386.2462158203125
Area/2971 Carbon/1860.2073974609375
Area/5079 Carbon/0.0
Area/4407 Carbon/938.1336669921875
Area/58 Carbon/121.84529113769531
Area/4864 Carbon/0.0
Area/4134 Carbon/971.7734375
Area/1071 Carbon/237.63528442382812
Area/103 Carbon/415.8333740234375
Area/1372 Carbon/1108.317138671875
Area/2346 Carbon/660.778076171875
Area/1871 Carbon/1212.4158935546875
Area/2883 Carbon/1290.218505859375
Area/571 Carbon/265.9126892089844
Area/3297 Carbon/721.68212890625
Area/3440 Carbon/164.55303955078125
Area/279 Carbon/493.60125732421875
Area/1186 Carbon/652.4203491210938
Area/3459 Carbon/665.7710571289062
Area/793 Carbon/924.4993286132812
Area/643 Carbon/401.3597412109375
Area/3593 Carbon/1555.350341796875
Area/1663 Carbon/273.15106201171875
Area/4919 Carbon/0.0
Area/4660 Carbon/105058.578125
Area/4901 Carbon/457.0212097167969
Area/3711 Carbon/754.7713012695312
Area/4575 Carbon/693.6990356445312
Area/2272 Carbon/380.20355224609375
Area/1848 Carbon/1062.86083984375
Area/4181 Carbon/0.0
Area/5164 Carbon/0.0
Area/5140 Carbon/214.7249755859375
Area/2082 Carbon/641.5302734375
Area/836 Carbon/462.9237060546875
Area/2509 Carbon/615.46240234375
Area/977 Carbon/479.6903991699219
Area/2954 Carbon/608.0089111328125
Area/3721 Carbon/576.4363403320312
Area/1938 Carbon/612.1050415039062
Area/4986 Carbon/483.3271789550781
Area/3426 Carbon/992.42041015625
Area/2088 Carbon/753.587646484375
Area/2126 Carbon/2093.6103515625
Area/3569 Carbon/1148.0682373046875
Area/3775 Carbon/336.4022216796875
Area/4568 Carbon/462.35467529296875
Area/3520 Carbon/0.0
Area/943 Carbon/715.66015625
Area/96 Carbon/422.45849609375
Area/3640 Carbon/597.3639526367188
Area/1665 Carbon/289.1667175292969
Area/2225 Carbon/4819.3857421875
Area/4580 Carbon/0.0
Area/3405 Carbon/1950.6805419921875
Area/1672 Carbon/640.5718383789062
Area/102 Carbon/420.56024169921875
Area/4233 Carbon/549.8555908203125
Area/2597 Carbon/389.0543518066406
Area/4914 Carbon/0.0
Area/4584 Carbon/0.0
Area/3566 Carbon/1018.439453125
Area/1123 Carbon/1074.84375
Area/2441 Carbon/256.1665954589844
Area/2198 Carbon/535.2987060546875
Area/705 Carbon/839.4197998046875
Area/3956 Carbon/393.10382080078125
Area/3908 Carbon/1199.651123046875
Area/1053 Carbon/787.8152465820312
Area/2030 Carbon/620.677001953125
Area/557 Carbon/328.7830505371094
Area/948 Carbon/788.0299682617188
Area/1648 Carbon/1087.0147705078125
Area/3168 Carbon/1256.524658203125
Area/3648 Carbon/866.940673828125
Area/1499 Carbon/303.4352722167969
Area/1958 Carbon/1788.9306640625
Area/2227 Carbon/4650.13232421875
Area/761 Carbon/492.1913146972656
Area/5176 Carbon/0.0
Area/876 Carbon/941.5021362304688
Area/4201 Carbon/310.9580383300781
Area/4219 Carbon/665.3587646484375
Area/2817 Carbon/5543.63134765625
Area/2079 Carbon/701.5413818359375
Area/2434 Carbon/0.0
Area/4590 Carbon/0.0
Area/4806 Carbon/258.3954772949219
Area/4082 Carbon/793.1722412109375
Area/1321 Carbon/410.44219970703125
Area/2526 Carbon/249.26901245117188
Area/2717 Carbon/2045.33935546875
Area/2891 Carbon/2822.845458984375
Area/3265 Carbon/0.0
Area/3890 Carbon/414.795166015625
Area/768 Carbon/1151.5096435546875
Area/1593 Carbon/749.005859375
Area/758 Carbon/315.53668212890625
Area/3124 Carbon/576.6124267578125
Area/3708 Carbon/623.3362426757812
Area/3066 Carbon/2581.728515625
Area/4067 Carbon/647.7340698242188
Area/4507 Carbon/0.0
Area/3976 Carbon/457.7877197265625
Area/4243 Carbon/1216.3072509765625
Area/2695 Carbon/329.1532287597656
Area/1116 Carbon/798.0193481445312
Area/3010 Carbon/513.9169921875
Area/343 Carbon/630.4637451171875
Area/137 Carbon/180.47647094726562
Area/4632 Carbon/379.0162048339844
Area/4227 Carbon/437.3532409667969
Area/2938 Carbon/0.0
Area/4471 Carbon/424.16436767578125
Area/526 Carbon/904.4915771484375
Area/3538 Carbon/645.6875
Area/4167 Carbon/0.0
Area/302 Carbon/295.0947265625
Area/1650 Carbon/1147.6162109375
Area/3557 Carbon/681.1822509765625
Area/2622 Carbon/644.7058715820312
Area/1633 Carbon/1324.730712890625
Area/4395 Carbon/488.9896240234375
Area/3769 Carbon/0.0
Area/4868 Carbon/0.0
Area/3061 Carbon/2327.882080078125
Area/71 Carbon/141.20831298828125
Area/2826 Carbon/2224.402587890625
Area/2422 Carbon/862.4630126953125
Area/1659 Carbon/436.9952087402344
Area/4380 Carbon/511.0821838378906
Area/1914 Carbon/526.9122314453125
Area/3485 Carbon/1164.654052734375
Area/1140 Carbon/838.57373046875
Area/3854 Carbon/0.0
Area/3463 Carbon/748.644287109375
Area/4759 Carbon/0.0
Area/1824 Carbon/653.966796875
Area/1577 Carbon/255.2034454345703
Area/2070 Carbon/1536.744384765625
Area/3371 Carbon/646.8512573242188
Area/4976 Carbon/236.79026794433594
Area/809 Carbon/434.99505615234375
Area/3475 Carbon/759.529296875
Area/1141 Carbon/800.9392700195312
Area/4281 Carbon/0.0
Area/3034 Carbon/615.787841796875
Area/708 Carbon/905.3406372070312
Area/1000 Carbon/425.81842041015625
Area/3032 Carbon/690.159912109375
Area/606 Carbon/1107.7095947265625
Area/3195 Carbon/1175.0989990234375
Area/512 Carbon/1037.65283203125
Area/1649 Carbon/1068.305419921875
Area/2287 Carbon/1022.6473388671875
Area/4614 Carbon/0.0
Area/1028 Carbon/667.8153686523438
Area/4748 Carbon/0.0
Area/1484 Carbon/989.9069213867188
Area/4770 Carbon/0.0
Area/3289 Carbon/551.8651123046875
Area/4912 Carbon/0.0
Area/2059 Carbon/3134.1728515625
Area/2278 Carbon/360.8861999511719
Area/1773 Carbon/463.17852783203125
Area/756 Carbon/191.9105224609375
Area/1713 Carbon/1734.751953125
Area/4631 Carbon/506.367919921875
Area/5250 Carbon/0.0
Area/2537 Carbon/675.1089477539062
Area/4539 Carbon/742.9705810546875
Area/1673 Carbon/729.0208740234375
Area/846 Carbon/504.62530517578125
Area/993 Carbon/216.9390411376953
Area/3359 Carbon/0.0
Area/5151 Carbon/380.3552551269531
Area/3973 Carbon/444.57421875
Area/5058 Carbon/195.06961059570312
Area/493 Carbon/424.1568298339844
Area/3911 Carbon/1173.41259765625
Area/5161 Carbon/0.0
Area/2413 Carbon/1228.79638671875
Area/2775 Carbon/345.72760009765625
Area/5102 Carbon/0.0
Area/4789 Carbon/2258.47802734375
Area/1395 Carbon/776.1544799804688
Area/5059 Carbon/198.01791381835938
Area/1248 Carbon/253.8102569580078
Area/972 Carbon/726.876708984375
Area/4797 Carbon/474.21600341796875
Area/4723 Carbon/268.34246826171875
Area/3750 Carbon/1384.0966796875
Area/2021 Carbon/582.4666137695312
Area/538 Carbon/844.3861694335938
Area/1719 Carbon/1350.1658935546875
Area/290 Carbon/592.0040893554688
Area/1835 Carbon/450.3819580078125
Area/5138 Carbon/216.0150604248047
Area/2029 Carbon/558.5447998046875
Area/1167 Carbon/320.2961730957031
Area/4077 Carbon/1346.3975830078125
Area/4144 Carbon/443.1477355957031
Area/2155 Carbon/1468.9464111328125
Area/3586 Carbon/1284.165283203125
Area/3064 Carbon/2793.218994140625
Area/3839 Carbon/1232.10595703125
Area/2397 Carbon/6082.82958984375
Area/3529 Carbon/385.947998046875
Area/333 Carbon/152.21142578125
Area/426 Carbon/610.5420532226562
Area/674 Carbon/389.5211486816406
Area/3543 Carbon/744.6696166992188
Area/3888 Carbon/490.11322021484375
Area/658 Carbon/473.5272216796875
Area/2976 Carbon/2328.23779296875
Area/4305 Carbon/503.6557922363281
Area/4616 Carbon/0.0
Area/2694 Carbon/285.17919921875
Area/2610 Carbon/265.45233154296875
Area/182 Carbon/584.6737060546875
Area/1627 Carbon/1541.391845703125
Area/869 Carbon/688.8662109375
Area/2633 Carbon/2085.547119140625
Area/2606 Carbon/260.5531311035156
Area/622 Carbon/843.4641723632812
Area/408 Carbon/245.76246643066406
Area/1200 Carbon/851.81982421875
Area/469 Carbon/356.49896240234375
Area/5147 Carbon/278.73797607421875
Area/2358 Carbon/294.8095703125
Area/2456 Carbon/941.495361328125
Area/1075 Carbon/144.9340362548828
Area/107 Carbon/330.0884704589844
Area/2158 Carbon/1271.4527587890625
Area/4630 Carbon/512.1649169921875
Area/3549 Carbon/777.8571166992188
Area/1271 Carbon/643.8929443359375
Area/669 Carbon/289.1669006347656
Area/3928 Carbon/0.0
Area/770 Carbon/1127.8492431640625
Area/953 Carbon/855.5049438476562
Area/2831 Carbon/1521.5771484375
Area/2803 Carbon/2103.94287109375
Area/1483 Carbon/1030.1424560546875
Area/4871 Carbon/0.0
Area/5226 Carbon/266.0296630859375
Area/4870 Carbon/0.0
Area/2866 Carbon/514.67041015625
Area/1865 Carbon/742.2203369140625
Area/1467 Carbon/1091.72265625
Area/1061 Carbon/493.59967041015625
Area/2451 Carbon/572.45751953125
Area/2642 Carbon/5533.98291015625
Area/164 Carbon/157.38623046875
Area/3492 Carbon/1681.5894775390625
Area/2796 Carbon/1040.9903564453125
Area/3876 Carbon/574.52294921875
Area/2007 Carbon/731.67724609375
Area/2174 Carbon/751.4089965820312
Area/2193 Carbon/419.1516418457031
Area/1302 Carbon/895.746826171875
Area/1399 Carbon/974.4088134765625
Area/5133 Carbon/424.2580871582031
Area/3652 Carbon/1067.0523681640625
Area/2255 Carbon/858.232666015625
Area/1926 Carbon/1080.861083984375
Area/3872 Carbon/409.26324462890625
Area/1033 Carbon/824.5617065429688
Area/2663 Carbon/1405.26513671875
Area/2015 Carbon/1224.770751953125
Area/4694 Carbon/0.0
Area/2940 Carbon/496.6943359375
Area/5124 Carbon/1037.50048828125
Area/1380 Carbon/1167.056884765625
Area/4339 Carbon/0.0
Area/266 Carbon/697.5814208984375
Area/1919 Carbon/538.2059326171875
Area/2474 Carbon/6001.05029296875
Area/3285 Carbon/704.6409912109375
Area/4037 Carbon/341.7159729003906
Area/3727 Carbon/717.3954467773438
Area/1660 Carbon/402.62933349609375
Area/4196 Carbon/0.0
Area/3299 Carbon/836.3068237304688
Area/2839 Carbon/817.1087646484375
Area/3738 Carbon/1033.8009033203125
Area/2541 Carbon/949.7987060546875
Area/4909 Carbon/403.9717102050781
Area/2671 Carbon/863.2591552734375
Area/593 Carbon/684.2971801757812
Area/789 Carbon/868.1839599609375
Area/3113 Carbon/1183.936767578125
Area/4505 Carbon/0.0
Area/5243 Carbon/0.0
Area/2106 Carbon/495.54046630859375
Area/4846 Carbon/0.0
Area/318 Carbon/138.44664001464844
Area/2485 Carbon/3963.14111328125
Area/4593 Carbon/97.51807403564453
Area/1367 Carbon/839.8576049804688
Area/1306 Carbon/820.5050048828125
Area/5006 Carbon/0.0
Area/400 Carbon/214.44815063476562
Area/1244 Carbon/197.8043670654297
Area/2409 Carbon/1620.9210205078125
Area/3085 Carbon/1264.107177734375
Area/4588 Carbon/0.0
Area/642 Carbon/377.334228515625
Area/909 Carbon/315.9541931152344
Area/4162 Carbon/1254.671142578125
Area/4150 Carbon/561.8742065429688
Area/4545 Carbon/581.3120727539062
Area/3222 Carbon/1092.296142578125
Area/4662 Carbon/0.0
Area/1564 Carbon/1117.066162109375
Area/4089 Carbon/0.0
Area/148 Carbon/123.54174041748047
Area/1260 Carbon/137.94190979003906
Area/4199 Carbon/0.0
Area/3199 Carbon/868.0720825195312
Area/2014 Carbon/1250.9329833984375
Area/3162 Carbon/1424.8302001953125
Area/744 Carbon/623.8714599609375
