Area/3147 GDP/126.943603515625
Area/776 GDP/15301.0810546875
Area/6201 GDP/10002.34375
Area/4815 GDP/188.20449829101562
Area/4244 GDP/47406.1484375
Area/1660 GDP/405.2438659667969
Area/576 GDP/301.91033935546875
Area/4654 GDP/10000.0
Area/3406 GDP/12280.5146484375
Area/4797 GDP/43869.37890625
Area/836 GDP/0.0
Area/6994 GDP/2.463189125061035
Area/6868 GDP/10067.35546875
Area/167 GDP/3218.4462890625
Area/8502 GDP/17212.966796875
Area/5393 GDP/10000.0
Area/6228 GDP/2099.879638671875
Area/40 GDP/3917.88037109375
Area/5806 GDP/21753.181640625
Area/8001 GDP/12217.91796875
Area/3724 GDP/31244.611328125
Area/6652 GDP/14640.9287109375
Area/6789 GDP/16195.9248046875
Area/6518 GDP/5006.81787109375
Area/5132 GDP/19567.341796875
Area/559 GDP/0.0
Area/3140 GDP/39765.83203125
Area/7143 GDP/22902.666015625
Area/641 GDP/2069.063232421875
Area/6232 GDP/14765.337890625
Area/4175 GDP/581.4164428710938
Area/5269 GDP/577.55029296875
Area/8098 GDP/3370.93896484375
Area/7311 GDP/47.993247985839844
Area/6190 GDP/10000.0
Area/2484 GDP/3253.43115234375
Area/4571 GDP/256.13262939453125
Area/6298 GDP/4216.1943359375
Area/4350 GDP/42540.9296875
Area/6403 GDP/33895.02734375
Area/4234 GDP/41208.109375
Area/5817 GDP/10058.369140625
Area/4311 GDP/574.1610107421875
Area/2757 GDP/11486.76953125
Area/4450 GDP/12651.2822265625
Area/5697 GDP/8409.609375
Area/1584 GDP/2173.44677734375
Area/3291 GDP/15585.1591796875
Area/2319 GDP/42651.1875
Area/6133 GDP/32880.2109375
Area/5167 GDP/1.1859462261199951
Area/1336 GDP/307.0755615234375
Area/6373 GDP/27386.826171875
Area/7259 GDP/220.11709594726562
Area/5918 GDP/10008.8701171875
Area/5517 GDP/19370.330078125
Area/8370 GDP/18291.228515625
Area/7269 GDP/46.820343017578125
Area/558 GDP/0.0
Area/7112 GDP/42.198760986328125
Area/7149 GDP/567.7828979492188
Area/4783 GDP/10002.3740234375
Area/7640 GDP/12200.322265625
Area/6617 GDP/982.9555053710938
Area/4856 GDP/10000.0
Area/6490 GDP/1723.2581787109375
Area/3979 GDP/147.1725311279297
Area/6731 GDP/18053.30078125
Area/2366 GDP/581.4164428710938
Area/4996 GDP/10027.2431640625
Area/6548 GDP/10004.2470703125
Area/7777 GDP/30011.029296875
Area/6257 GDP/10000.0
Area/293 GDP/326.02911376953125
Area/5441 GDP/9271.3349609375
Area/8226 GDP/44855.9453125
Area/3795 GDP/10000.0
Area/1842 GDP/35790.3046875
Area/1830 GDP/4853.74169921875
Area/3588 GDP/10000.0
Area/960 GDP/19352.890625
Area/3370 GDP/486.68780517578125
Area/8355 GDP/10018.779296875
Area/8517 GDP/352.68878173828125
Area/2605 GDP/34670.671875
Area/4210 GDP/6399.53076171875
Area/5510 GDP/46161.91015625
Area/4170 GDP/2487.14599609375
Area/6308 GDP/43549.21484375
Area/3049 GDP/581.4164428710938
Area/5476 GDP/21108.03125
Area/7114 GDP/37.56317138671875
Area/6187 GDP/10000.0
Area/423 GDP/238.58590698242188
Area/3661 GDP/10846.6748046875
Area/775 GDP/341.66693115234375
Area/3744 GDP/31323.341796875
Area/7274 GDP/159.32369995117188
Area/863 GDP/41725.71484375
Area/8175 GDP/153.7354736328125
Area/6907 GDP/9.528892517089844
Area/6377 GDP/10001.1328125
Area/2915 GDP/7511.3427734375
Area/1353 GDP/468.4825439453125
Area/7138 GDP/1431.103271484375
Area/2157 GDP/581.4164428710938
Area/7947 GDP/4843.46240234375
Area/4708 GDP/15769.41796875
Area/3360 GDP/486.68780517578125
Area/1556 GDP/11997.587890625
Area/2644 GDP/581.4164428710938
Area/3881 GDP/578.8163452148438
Area/3910 GDP/110.07395935058594
Area/2365 GDP/580.3427124023438
Area/3648 GDP/15180.6826171875
Area/3874 GDP/10154.1982421875
Area/4496 GDP/17271.685546875
Area/742 GDP/113.3401107788086
Area/5804 GDP/37213.20703125
Area/337 GDP/0.0
Area/4506 GDP/10097.3583984375
Area/3861 GDP/1046.9256591796875
Area/820 GDP/13752.609375
Area/1746 GDP/0.0
Area/6875 GDP/10052.501953125
Area/994 GDP/559.8616333007812
Area/7974 GDP/11513.5791015625
Area/5995 GDP/10122.0078125
Area/6395 GDP/10000.0
Area/5763 GDP/10000.0
Area/5366 GDP/579.064697265625
Area/7485 GDP/280.3855895996094
Area/6489 GDP/16149.5673828125
Area/7315 GDP/56.93836975097656
Area/5491 GDP/10194.3427734375
Area/463 GDP/2.7543017864227295
Area/1040 GDP/433.55438232421875
Area/5875 GDP/37228.0625
Area/1401 GDP/20238.587890625
Area/2928 GDP/12307.8876953125
Area/416 GDP/0.0
Area/4907 GDP/41966.87109375
Area/5036 GDP/24720.728515625
Area/1078 GDP/41664.93359375
Area/2089 GDP/9388.197265625
Area/5420 GDP/44504.90625
Area/6305 GDP/20349.068359375
Area/8496 GDP/19356.09765625
Area/3513 GDP/35900.49609375
Area/3137 GDP/4289.01123046875
Area/7895 GDP/944.2646484375
Area/1611 GDP/407.72882080078125
Area/6433 GDP/36196.66796875
Area/4463 GDP/667.2807006835938
Area/1128 GDP/301.61151123046875
Area/5539 GDP/18920.42578125
Area/8485 GDP/10188.4951171875
Area/4946 GDP/10066.373046875
Area/6152 GDP/42885.703125
Area/798 GDP/22835.119140625
Area/465 GDP/2.7543017864227295
Area/6574 GDP/13155.974609375
Area/1018 GDP/42651.1875
Area/6819 GDP/2825.38037109375
Area/26 GDP/725.3638916015625
Area/4913 GDP/18351.90234375
Area/4509 GDP/10048.6162109375
Area/1648 GDP/448.90789794921875
Area/7277 GDP/170.551025390625
Area/2123 GDP/559.8616333007812
Area/1725 GDP/405.2438659667969
Area/4331 GDP/23630.91796875
Area/5610 GDP/10000.0
Area/2295 GDP/581.4164428710938
Area/6155 GDP/41568.71875
Area/34 GDP/2.7543017864227295
Area/1762 GDP/405.2438659667969
Area/3778 GDP/37228.0625
Area/4920 GDP/570.923828125
Area/6516 GDP/36303.12109375
Area/2394 GDP/42651.1875
Area/433 GDP/347.5791931152344
Area/835 GDP/0.0
Area/3821 GDP/17424.986328125
Area/5374 GDP/1.1859462261199951
Area/1223 GDP/42651.1875
Area/4971 GDP/10006.609375
Area/6492 GDP/9.528892517089844
Area/6379 GDP/11135.5244140625
Area/5688 GDP/10088.8671875
Area/6241 GDP/10071.630859375
Area/3557 GDP/4221.833984375
Area/2286 GDP/6444.814453125
Area/319 GDP/2.7543017864227295
Area/5710 GDP/530.5266723632812
Area/7432 GDP/21349.02734375
Area/8149 GDP/10123.455078125
Area/5305 GDP/1.1859462261199951
Area/4692 GDP/24515.423828125
Area/8066 GDP/10000.0
Area/6359 GDP/17857.77734375
Area/5259 GDP/41275.03515625
Area/2712 GDP/571.695068359375
Area/6840 GDP/15249.1328125
Area/2910 GDP/4926.6123046875
Area/7012 GDP/34622.55078125
Area/3301 GDP/824.75830078125
Area/176 GDP/2.7543017864227295
Area/4845 GDP/23840.494140625
Area/3076 GDP/0.0
Area/5120 GDP/8411.5185546875
Area/7931 GDP/46829.05078125
Area/2620 GDP/4924.71435546875
Area/5342 GDP/10143.4677734375
Area/5888 GDP/10001.0732421875
Area/1845 GDP/5204.3291015625
Area/3848 GDP/16213.5849609375
Area/7426 GDP/3192.94921875
Area/1813 GDP/581.4164428710938
Area/2017 GDP/574.7279052734375
Area/2058 GDP/421.9735107421875
Area/600 GDP/260.9178466796875
Area/217 GDP/13431.6005859375
Area/4406 GDP/37228.0625
Area/3607 GDP/1233.887939453125
Area/5685 GDP/10000.0
Area/6263 GDP/10111.0498046875
Area/2098 GDP/0.0
Area/1175 GDP/5774.85205078125
Area/4532 GDP/564.3975830078125
Area/3542 GDP/576.1461181640625
Area/3489 GDP/561.384765625
Area/1981 GDP/40407.72265625
Area/2045 GDP/42499.66015625
Area/6905 GDP/9.528892517089844
Area/3728 GDP/10000.0
Area/5534 GDP/36661.35546875
Area/5819 GDP/48801.19140625
Area/2102 GDP/19801.98828125
Area/7023 GDP/10000.0
Area/2005 GDP/6205.7353515625
Area/2769 GDP/431.281494140625
Area/808 GDP/11411.2109375
Area/136 GDP/0.0
Area/3520 GDP/42916.58203125
Area/1575 GDP/420.458251953125
Area/3468 GDP/27582.390625
Area/421 GDP/14.842942237854004
Area/1006 GDP/42651.1875
Area/4548 GDP/20567.53515625
Area/4025 GDP/1743.9664306640625
Area/114 GDP/100.94744873046875
Area/7220 GDP/562.4524536132812
Area/1531 GDP/0.0
Area/3731 GDP/477.141845703125
Area/3853 GDP/10002.919921875
Area/3562 GDP/9164.3359375
Area/1913 GDP/38884.015625
Area/2026 GDP/0.0
Area/550 GDP/0.0
Area/8121 GDP/2206.149169921875
Area/6723 GDP/27698.681640625
Area/5919 GDP/10000.0
Area/5403 GDP/45104.0703125
Area/6072 GDP/10000.0
Area/1801 GDP/413.8096618652344
Area/7071 GDP/13373.958984375
Area/1387 GDP/531.9781494140625
Area/2321 GDP/9108.6103515625
Area/7682 GDP/756.9817504882812
Area/5244 GDP/17866.580078125
Area/1256 GDP/0.0
Area/4256 GDP/99.19477844238281
Area/1345 GDP/411.95428466796875
Area/8154 GDP/10184.83203125
Area/457 GDP/2.7543017864227295
Area/7422 GDP/9716.78515625
Area/1204 GDP/559.8616333007812
Area/355 GDP/222.34950256347656
Area/6984 GDP/41187.44140625
Area/409 GDP/0.0
Area/4776 GDP/48893.234375
Area/2312 GDP/4330.17626953125
Area/7294 GDP/10097.6806640625
Area/2942 GDP/486.68780517578125
Area/328 GDP/81.44100952148438
Area/1085 GDP/42651.1875
Area/6974 GDP/210.0181427001953
Area/4666 GDP/30192.76953125
Area/2885 GDP/430.127197265625
Area/5555 GDP/10227.2490234375
Area/5380 GDP/10540.1162109375
Area/2665 GDP/49905.35546875
Area/8358 GDP/15871.9560546875
Area/7498 GDP/8464.90234375
Area/545 GDP/559.8616333007812
Area/8022 GDP/229.30528259277344
Area/6748 GDP/17150.671875
Area/1975 GDP/11074.2744140625
Area/1969 GDP/41882.3125
Area/5980 GDP/45789.109375
Area/6019 GDP/24112.25
Area/8093 GDP/280.1237487792969
Area/4696 GDP/14475.4462890625
Area/7338 GDP/13515.9013671875
Area/2231 GDP/436.4429626464844
Area/7054 GDP/7493.78173828125
Area/1013 GDP/42651.1875
Area/1761 GDP/405.2438659667969
Area/2450 GDP/1748.5015869140625
Area/7774 GDP/40726.86328125
Area/5478 GDP/31500.64453125
Area/1595 GDP/0.0
Area/484 GDP/0.0
Area/2094 GDP/0.0
Area/5823 GDP/50101.51171875
Area/326 GDP/19.46752166748047
Area/2860 GDP/0.0
Area/1911 GDP/42651.1875
Area/1273 GDP/559.8616333007812
Area/121 GDP/12447.328125
Area/303 GDP/508.8841552734375
Area/3060 GDP/648.5159912109375
Area/849 GDP/301.61151123046875
Area/4898 GDP/31709.685546875
Area/2607 GDP/21066.7578125
Area/3829 GDP/42488.19921875
Area/3448 GDP/5150.81787109375
Area/3031 GDP/10000.0
Area/3222 GDP/6994.54541015625
Area/3802 GDP/466.79656982421875
Area/1057 GDP/301.61151123046875
Area/242 GDP/2.7543017864227295
Area/2715 GDP/574.7078247070312
Area/572 GDP/263.8079833984375
Area/4805 GDP/29159.19921875
Area/992 GDP/339.6961669921875
Area/5013 GDP/46860.6953125
Area/1310 GDP/3824.89453125
Area/1405 GDP/14099.3134765625
Area/163 GDP/559.8616333007812
Area/443 GDP/392.17962646484375
Area/5691 GDP/10000.0
Area/3993 GDP/9765.5166015625
Area/2483 GDP/475.6258850097656
Area/5716 GDP/438.3209228515625
Area/8345 GDP/10000.0
Area/2115 GDP/42651.1875
Area/2944 GDP/455.1914978027344
Area/5088 GDP/515.529052734375
Area/4997 GDP/33785.7421875
Area/4722 GDP/10000.0
Area/5533 GDP/10003.43359375
Area/7381 GDP/6060.58056640625
Area/3541 GDP/580.705322265625
Area/1062 GDP/559.6296997070312
Area/4399 GDP/10585.2021484375
Area/966 GDP/371.13677978515625
Area/726 GDP/33950.91015625
Area/657 GDP/373.7956848144531
Area/1924 GDP/406.61993408203125
Area/2067 GDP/548.8992919921875
Area/7251 GDP/9.528892517089844
Area/297 GDP/304.0304870605469
Area/713 GDP/3242.45361328125
Area/7677 GDP/9.528892517089844
Area/4395 GDP/111.59934997558594
Area/6180 GDP/10000.0
Area/5324 GDP/10000.0
Area/3847 GDP/11481.634765625
Area/6354 GDP/18.475936889648438
Area/7435 GDP/10073.2587890625
Area/278 GDP/0.0
Area/1093 GDP/6617.5263671875
Area/3816 GDP/579.46337890625
Area/5780 GDP/402.4502868652344
Area/7343 GDP/285.9072265625
Area/5398 GDP/10000.0
Area/7436 GDP/10120.515625
Area/2531 GDP/3637.98828125
Area/4302 GDP/568.6683349609375
Area/5437 GDP/574.1729736328125
Area/2193 GDP/559.8616333007812
Area/3055 GDP/572.1978759765625
Area/5183 GDP/10000.0
Area/6203 GDP/10003.56640625
Area/6710 GDP/6.81768798828125
Area/5133 GDP/17146.822265625
Area/4951 GDP/561.384765625
Area/3235 GDP/9427.4462890625
Area/5747 GDP/39365.9765625
Area/5096 GDP/19.320419311523438
Area/4966 GDP/22563.140625
Area/5041 GDP/10000.0
Area/2375 GDP/0.0
Area/25 GDP/725.3638916015625
Area/8034 GDP/19553.994140625
Area/1396 GDP/0.0
Area/8024 GDP/205.61265563964844
Area/143 GDP/336.62152099609375
Area/1288 GDP/21812.123046875
Area/2207 GDP/435.05419921875
Area/8286 GDP/15095.7626953125
Area/5516 GDP/30332.123046875
Area/5639 GDP/482.3038330078125
Area/1787 GDP/463.519287109375
Area/2895 GDP/13970.158203125
Area/5158 GDP/578.6981811523438
Area/2003 GDP/3538.60400390625
Area/979 GDP/0.0
Area/7618 GDP/3376.00048828125
Area/4128 GDP/22104.779296875
Area/8320 GDP/79.76611328125
Area/6172 GDP/10221.2978515625
Area/5509 GDP/10170.04296875
Area/4452 GDP/579.964111328125
Area/4380 GDP/12651.2822265625
Area/4781 GDP/41762.453125
Area/1262 GDP/10724.04296875
Area/2227 GDP/580.4949951171875
Area/7059 GDP/14523.623046875
Area/711 GDP/3720.418212890625
Area/1619 GDP/10473.8876953125
Area/2211 GDP/491.89166259765625
Area/5773 GDP/42382.26953125
Area/7480 GDP/21.97297477722168
Area/5523 GDP/2943.064208984375
Area/5389 GDP/10369.41796875
Area/7772 GDP/579.1569213867188
Area/6451 GDP/23633.275390625
Area/3933 GDP/16726.546875
Area/552 GDP/0.0
Area/7998 GDP/20899.576171875
Area/17 GDP/511.5365295410156
Area/2054 GDP/559.8616333007812
Area/7720 GDP/5771.64404296875
Area/862 GDP/19345.326171875
Area/6697 GDP/2846.380126953125
Area/2082 GDP/577.7686767578125
Area/8311 GDP/273.3978271484375
Area/5370 GDP/1221.1964111328125
Area/6104 GDP/10050.7490234375
Area/6143 GDP/10000.0
Area/2687 GDP/41586.27734375
Area/7102 GDP/133.11634826660156
Area/6245 GDP/10103.23828125
Area/3736 GDP/6890.14697265625
Area/1987 GDP/4326.65478515625
Area/570 GDP/323.9088134765625
Area/5772 GDP/10078.3994140625
Area/4166 GDP/10116.6650390625
Area/7225 GDP/41381.35546875
Area/3511 GDP/19824.248046875
Area/7025 GDP/12623.361328125
Area/447 GDP/836.9185791015625
Area/7356 GDP/6112.34912109375
Area/91 GDP/559.8616333007812
Area/3641 GDP/7024.73046875
Area/7340 GDP/5244.09033203125
Area/7425 GDP/431.29248046875
Area/429 GDP/71.06458282470703
Area/3786 GDP/2847.14453125
Area/183 GDP/2.7543017864227295
Area/1782 GDP/437.3734436035156
Area/6087 GDP/36749.01171875
Area/5189 GDP/16423.96484375
Area/8037 GDP/124.16482543945312
Area/3283 GDP/92.26817321777344
Area/1535 GDP/0.0
Area/4847 GDP/6929.01171875
Area/1545 GDP/17620.60546875
Area/259 GDP/2.7543017864227295
Area/8170 GDP/1038.5576171875
Area/8300 GDP/15244.5849609375
Area/3679 GDP/577.6865234375
Area/7865 GDP/16183.3759765625
Area/3951 GDP/577.6144409179688
Area/7191 GDP/86.16182708740234
Area/4312 GDP/574.1610107421875
Area/5112 GDP/10000.0
Area/4945 GDP/46590.046875
Area/7044 GDP/37.56317138671875
Area/1087 GDP/42651.1875
Area/8400 GDP/246.233154296875
Area/3922 GDP/10002.919921875
Area/1597 GDP/0.0
Area/1658 GDP/405.2438659667969
Area/1039 GDP/405.2438659667969
Area/8135 GDP/10000.0
Area/160 GDP/559.8616333007812
Area/6264 GDP/10111.0498046875
Area/1714 GDP/30600.908203125
Area/7417 GDP/14679.490234375
Area/6355 GDP/153.47996520996094
Area/4086 GDP/571.33447265625
Area/8192 GDP/39640.7734375
Area/2076 GDP/432.5957336425781
Area/6556 GDP/34226.01953125
Area/4889 GDP/4205.708984375
Area/4924 GDP/29600.482421875
Area/1189 GDP/0.0
Area/3264 GDP/580.9436645507812
Area/955 GDP/114.72689056396484
Area/8412 GDP/10000.0
Area/5270 GDP/580.7213134765625
Area/2139 GDP/461.462890625
Area/8109 GDP/75.5328598022461
Area/7491 GDP/234.7808380126953
Area/7239 GDP/46483.5390625
Area/2451 GDP/8186.4794921875
Area/8377 GDP/10000.6953125
Area/7103 GDP/24.980857849121094
Area/8181 GDP/2.1410934925079346
Area/8041 GDP/178.4653778076172
Area/5360 GDP/123.8492202758789
Area/5264 GDP/23606.466796875
Area/6986 GDP/28184.400390625
Area/4432 GDP/48002.95703125
Area/3605 GDP/49976.39453125
Area/5160 GDP/562.7409057617188
Area/2184 GDP/42651.1875
Area/2347 GDP/17848.59375
Area/6117 GDP/10000.0
Area/2791 GDP/0.0
Area/1177 GDP/0.0
Area/4447 GDP/3347.41357421875
Area/1131 GDP/301.61151123046875
Area/8110 GDP/223.09861755371094
Area/7453 GDP/202.32772827148438
Area/2162 GDP/581.4164428710938
Area/6324 GDP/10000.0
Area/1971 GDP/33737.296875
Area/4493 GDP/10043.23828125
Area/1964 GDP/301.61151123046875
Area/120 GDP/21037.07421875
Area/5287 GDP/13796.8203125
Area/951 GDP/40544.35546875
Area/2582 GDP/581.4164428710938
Area/4837 GDP/41966.87109375
Area/7142 GDP/38004.8671875
Area/1771 GDP/4964.30126953125
Area/7140 GDP/3319.89990234375
Area/1147 GDP/1769.3323974609375
Area/8301 GDP/433.71697998046875
Area/1596 GDP/0.0
Area/2725 GDP/0.0
Area/4419 GDP/380.6783447265625
Area/1068 GDP/441.7491455078125
Area/3070 GDP/43.26462936401367
Area/6810 GDP/10000.0
Area/7454 GDP/169.6459197998047
Area/5938 GDP/25250.296875
Area/7846 GDP/530.3944702148438
Area/2021 GDP/581.4164428710938
Area/6413 GDP/8587.857421875
Area/8035 GDP/19553.994140625
Area/6713 GDP/8741.306640625
Area/7014 GDP/4945.8515625
Area/4627 GDP/449.29754638671875
Area/1533 GDP/0.0
Area/976 GDP/0.0
Area/2935 GDP/0.0
Area/3261 GDP/579.1949462890625
Area/115 GDP/2.7543017864227295
Area/6527 GDP/10000.0
Area/6427 GDP/2624.5791015625
Area/1073 GDP/20096.078125
Area/5034 GDP/21991.248046875
Area/2862 GDP/0.0
Area/3191 GDP/581.4164428710938
Area/1395 GDP/0.0
Area/1 GDP/353.1080322265625
Area/2729 GDP/0.0
Area/358 GDP/23.29094696044922
Area/307 GDP/205.21707153320312
Area/8202 GDP/10000.673828125
Area/4830 GDP/42866.2421875
Area/2412 GDP/460.70526123046875
Area/3249 GDP/24242.1796875
Area/6610 GDP/10485.546875
Area/935 GDP/42651.1875
Area/6350 GDP/44508.3984375
Area/8447 GDP/10020.888671875
Area/6952 GDP/10000.0
Area/7447 GDP/25914.146484375
Area/424 GDP/295.4320983886719
Area/4243 GDP/23661.919921875
Area/4874 GDP/10003.6826171875
Area/493 GDP/328.1065673828125
Area/2453 GDP/2187.06689453125
Area/3669 GDP/3853.8818359375
Area/265 GDP/0.0
Area/3330 GDP/577.7406616210938
Area/1829 GDP/42651.1875
Area/1252 GDP/0.0
Area/7814 GDP/16.10559844970703
Area/1860 GDP/511.1570739746094
Area/4182 GDP/575.7554931640625
Area/6650 GDP/3426.5205078125
Area/1474 GDP/19599.08203125
Area/7554 GDP/2303.431396484375
Area/7936 GDP/27520.91015625
Area/5976 GDP/10242.125
Area/6628 GDP/42513.890625
Area/2617 GDP/38363.2734375
Area/2035 GDP/301.61151123046875
Area/8156 GDP/12631.7880859375
Area/6725 GDP/12723.8046875
Area/4433 GDP/6086.98974609375
Area/7400 GDP/56.82399368286133
Area/7187 GDP/17.972288131713867
Area/6874 GDP/10122.9697265625
Area/1621 GDP/14473.1435546875
Area/4241 GDP/581.4164428710938
Area/8071 GDP/1457.2821044921875
Area/7348 GDP/3770.928466796875
Area/3631 GDP/11169.033203125
Area/7601 GDP/9.528892517089844
Area/1267 GDP/310.6470947265625
Area/7670 GDP/90.98282623291016
Area/4771 GDP/8965.720703125
Area/2660 GDP/486.0094299316406
Area/509 GDP/20608.076171875
Area/2989 GDP/21681.025390625
Area/2775 GDP/581.4164428710938
Area/8290 GDP/16205.6259765625
Area/6549 GDP/10004.2470703125
Area/6583 GDP/44855.29296875
Area/4028 GDP/581.4164428710938
Area/4145 GDP/10073.1005859375
Area/2690 GDP/12299.0439453125
Area/6835 GDP/6167.3359375
Area/870 GDP/41155.6796875
Area/2752 GDP/42651.1875
Area/1843 GDP/36564.78515625
Area/8025 GDP/9170.6748046875
Area/7264 GDP/10.043590545654297
Area/1124 GDP/335.8542785644531
Area/6858 GDP/2073.218994140625
Area/4033 GDP/577.958984375
Area/1460 GDP/416.3299560546875
Area/3337 GDP/14458.2744140625
Area/2798 GDP/0.0
Area/4521 GDP/10918.556640625
Area/2952 GDP/486.68780517578125
Area/3039 GDP/30520.23828125
Area/5180 GDP/10000.0
Area/4606 GDP/183.2062225341797
Area/7540 GDP/9.528892517089844
Area/4542 GDP/11161.2841796875
Area/6998 GDP/377.9747619628906
Area/7923 GDP/18579.931640625
Area/908 GDP/0.0
Area/349 GDP/0.0
Area/5845 GDP/20712.30859375
Area/8415 GDP/10000.05859375
Area/4073 GDP/10000.0
Area/5367 GDP/578.3936767578125
Area/4603 GDP/561.384765625
Area/33 GDP/2.7543017864227295
Area/2671 GDP/4120.94580078125
Area/595 GDP/2.7543017864227295
Area/1366 GDP/35331.8046875
Area/6496 GDP/37.24950408935547
Area/2639 GDP/12881.8408203125
Area/10 GDP/260.0644226074219
Area/4768 GDP/902.5272216796875
Area/2125 GDP/498.5247802734375
Area/7861 GDP/10212.216796875
Area/1025 GDP/13.058034896850586
Area/4038 GDP/581.1620483398438
Area/7408 GDP/365.7576599121094
Area/5895 GDP/10015.943359375
Area/3156 GDP/37294.1171875
Area/1831 GDP/23468.63671875
Area/6780 GDP/10972.259765625
Area/4184 GDP/561.384765625
Area/32 GDP/2.7543017864227295
Area/5095 GDP/19958.515625
Area/8091 GDP/471.2137145996094
Area/6073 GDP/42885.703125
Area/5929 GDP/10064.072265625
Area/107 GDP/29.278364181518555
Area/1697 GDP/27460.4296875
Area/6499 GDP/2846.93359375
Area/4673 GDP/97.37199401855469
Area/4970 GDP/10000.0
Area/7575 GDP/37352.48046875
Area/2822 GDP/39086.0546875
Area/3792 GDP/15645.529296875
Area/5618 GDP/10026.861328125
Area/7094 GDP/10030.66796875
Area/2324 GDP/42651.1875
Area/5739 GDP/35655.08984375
Area/1990 GDP/415.000244140625
Area/1374 GDP/42651.1875
Area/2200 GDP/6803.6552734375
Area/6815 GDP/27535.69921875
Area/7001 GDP/13373.958984375
Area/3828 GDP/10237.2177734375
Area/2771 GDP/516.7696533203125
Area/219 GDP/231.48817443847656
Area/4691 GDP/10050.615234375
Area/6524 GDP/10000.0
Area/7721 GDP/3626.295166015625
Area/6730 GDP/23961.462890625
Area/446 GDP/1106.00341796875
Area/1604 GDP/581.4164428710938
Area/7904 GDP/10963.6328125
Area/2384 GDP/627.0718994140625
Area/4107 GDP/581.4164428710938
Area/6715 GDP/14854.17578125
Area/2632 GDP/457.91058349609375
Area/3530 GDP/43175.4140625
Area/2018 GDP/581.4164428710938
Area/2510 GDP/0.0
Area/5129 GDP/10069.4970703125
Area/9 GDP/308.1832580566406
Area/4322 GDP/14454.04296875
Area/818 GDP/6851.90869140625
Area/7978 GDP/72.5419692993164
Area/2282 GDP/425.591552734375
Area/6372 GDP/27409.970703125
Area/3359 GDP/32068.41796875
Area/5783 GDP/464.80999755859375
Area/6358 GDP/38104.18359375
Area/3336 GDP/572.3040771484375
Area/5894 GDP/10000.0
Area/7496 GDP/452.85137939453125
Area/6997 GDP/16472.1171875
Area/2083 GDP/577.7686767578125
Area/6078 GDP/38104.58203125
Area/4686 GDP/37228.0625
Area/6817 GDP/22501.013671875
Area/4161 GDP/12225.1767578125
Area/7363 GDP/10145.3544921875
Area/2396 GDP/42651.1875
Area/1947 GDP/567.5064697265625
Area/4968 GDP/34012.1328125
Area/8182 GDP/24.87183380126953
Area/4967 GDP/3548.831298828125
Area/6930 GDP/435.950439453125
Area/3335 GDP/580.05224609375
Area/4374 GDP/10183.9599609375
Area/1986 GDP/19707.96484375
Area/8139 GDP/10267.974609375
Area/3603 GDP/581.4164428710938
Area/7319 GDP/9.528892517089844
Area/4543 GDP/19517.447265625
Area/4484 GDP/21205.58203125
Area/796 GDP/32778.51953125
Area/1795 GDP/405.2438659667969
Area/7566 GDP/319.53228759765625
Area/2817 GDP/12488.5439453125
Area/7791 GDP/10198.669921875
Area/5755 GDP/10000.0
Area/4903 GDP/32933.734375
Area/1631 GDP/6678.00732421875
Area/6949 GDP/10007.326171875
Area/8267 GDP/10222.1962890625
Area/8477 GDP/10000.0
Area/1089 GDP/39998.14453125
Area/5982 GDP/10243.47265625
Area/122 GDP/511.5365295410156
Area/3155 GDP/6644.30419921875
Area/2525 GDP/10025.1064453125
Area/7505 GDP/2693.184814453125
Area/547 GDP/0.0
Area/2627 GDP/3102.3349609375
Area/7313 GDP/9.528892517089844
Area/311 GDP/2.7543017864227295
Area/1747 GDP/0.0
Area/8210 GDP/25288.52734375
Area/4475 GDP/37228.0625
Area/2497 GDP/20468.708984375
Area/4986 GDP/429.1820068359375
Area/347 GDP/0.0
Area/3596 GDP/3382.496337890625
Area/7607 GDP/36.121665954589844
Area/4871 GDP/9.528892517089844
Area/5410 GDP/30976.84375
Area/875 GDP/39422.69921875
Area/2439 GDP/581.1500244140625
Area/7572 GDP/30264.599609375
Area/3195 GDP/576.5206909179688
Area/1789 GDP/406.0633239746094
Area/6488 GDP/27961.7109375
Area/6703 GDP/29956.22265625
Area/3733 GDP/9160.65625
Area/6968 GDP/9.528892517089844
Area/321 GDP/2.7543017864227295
Area/3655 GDP/32475.81640625
Area/5499 GDP/42246.921875
Area/7605 GDP/39.605037689208984
Area/5848 GDP/7020.673828125
Area/6467 GDP/10000.0
Area/7421 GDP/163.57525634765625
Area/2923 GDP/579.77783203125
Area/2049 GDP/40689.73046875
Area/3674 GDP/11967.669921875
Area/2316 GDP/24344.810546875
Area/4391 GDP/564.129150390625
Area/5631 GDP/33107.0859375
Area/7287 GDP/2311.46875
Area/7671 GDP/19.651302337646484
Area/4296 GDP/10002.5810546875
Area/3472 GDP/581.4164428710938
Area/2457 GDP/43119.796875
Area/903 GDP/0.0
Area/6759 GDP/6669.04248046875
Area/1661 GDP/408.9392395019531
Area/2342 GDP/405.2438659667969
Area/5829 GDP/10000.0
Area/4453 GDP/6385.22998046875
Area/5974 GDP/10061.751953125
Area/8519 GDP/4036.197021484375
Area/756 GDP/0.0
Area/4749 GDP/4523.24853515625
Area/2615 GDP/40601.34375
Area/1052 GDP/1536.719970703125
Area/8268 GDP/10252.953125
Area/1625 GDP/26765.919921875
