Area/3147 Light/12.6225004196167
Area/3360 Light/4.371250152587891
Area/1556 Light/11.3125
Area/2644 Light/11.05625057220459
Area/3881 Light/8.131250381469727
Area/3910 Light/19.463748931884766
Area/2365 Light/6.123750686645508
Area/3648 Light/7.901249885559082
Area/3874 Light/6.764999866485596
Area/4496 Light/10.611249923706055
Area/742 Light/2.5
Area/5804 Light/26.104999542236328
Area/337 Light/0
Area/4506 Light/24.729999542236328
Area/3861 Light/14.921250343322754
Area/820 Light/15.430000305175781
Area/1746 Light/0
Area/6875 Light/26.613750457763672
Area/994 Light/3.3962502479553223
Area/7974 Light/8.719999313354492
Area/5995 Light/28.778751373291016
Area/6395 Light/33.69249725341797
Area/5763 Light/27.682498931884766
Area/5366 Light/43.11250305175781
Area/7485 Light/6.638749599456787
Area/6489 Light/30.021249771118164
Area/7315 Light/5.75124979019165
Area/5491 Light/19.80000114440918
Area/463 Light/1.375
Area/1040 Light/3.0162501335144043
Area/5875 Light/31.167499542236328
Area/1401 Light/22.450000762939453
Area/2928 Light/0
Area/416 Light/0
Area/4907 Light/13.537498474121094
Area/5036 Light/12.72499942779541
Area/1078 Light/38.688751220703125
Area/2089 Light/5.672499656677246
Area/5420 Light/16.43375015258789
Area/6305 Light/10.631250381469727
Area/8496 Light/51.75374984741211
Area/3513 Light/12.846250534057617
Area/3137 Light/23.776248931884766
Area/7895 Light/4.337500095367432
Area/1611 Light/11.28499984741211
Area/6433 Light/28.766250610351562
Area/4463 Light/4.955000400543213
Area/1128 Light/7.726250171661377
Area/5539 Light/24.270000457763672
Area/8485 Light/28.645000457763672
Area/4946 Light/16.478750228881836
Area/6152 Light/29.656251907348633
Area/798 Light/17.832500457763672
Area/465 Light/1.347499966621399
Area/6574 Light/38.90250015258789
Area/1018 Light/34.56624984741211
Area/6819 Light/10.616250038146973
Area/26 Light/7.743750095367432
Area/4913 Light/13.208749771118164
Area/4509 Light/34.13750076293945
Area/1648 Light/5.635000228881836
Area/7277 Light/2.705000162124634
Area/2123 Light/8.135000228881836
Area/1725 Light/20.40999984741211
Area/4331 Light/36.54499816894531
Area/5610 Light/22.03875160217285
Area/2295 Light/8.950000762939453
Area/6155 Light/23.62125015258789
Area/34 Light/1.34375
Area/1762 Light/22.225000381469727
Area/3778 Light/21.75374984741211
Area/4920 Light/65.63749694824219
Area/6516 Light/20.739999771118164
Area/2394 Light/24.96500015258789
Area/433 Light/2.5275001525878906
Area/835 Light/0
Area/3821 Light/20.0049991607666
Area/5374 Light/17.78499984741211
Area/1223 Light/33.317501068115234
Area/4971 Light/22.9375
Area/6492 Light/15.728750228881836
Area/6379 Light/13.752500534057617
Area/5688 Light/26.716251373291016
Area/6241 Light/36.0099983215332
Area/3557 Light/11.711250305175781
Area/2286 Light/8.289999961853027
Area/319 Light/1.5587499141693115
Area/5710 Light/14.07874870300293
Area/7432 Light/12.258749008178711
Area/8149 Light/11.28499984741211
Area/5305 Light/18.201250076293945
Area/4692 Light/24.395000457763672
Area/8066 Light/12.697500228881836
Area/6359 Light/19.059999465942383
Area/5259 Light/22.78125
Area/2712 Light/13.077499389648438
Area/6840 Light/10.397500038146973
Area/2910 Light/6.422499656677246
Area/7012 Light/35.45249938964844
Area/3301 Light/7.638750076293945
Area/176 Light/2.0350000858306885
Area/4845 Light/22.352500915527344
Area/3076 Light/0
Area/5120 Light/13.542500495910645
Area/7931 Light/20.114999771118164
Area/2620 Light/10.547499656677246
Area/5342 Light/27.494998931884766
Area/5888 Light/26.227500915527344
Area/1845 Light/17.639999389648438
Area/3848 Light/18.376251220703125
Area/7426 Light/3.2824997901916504
Area/1813 Light/2.677500009536743
Area/2017 Light/4.581249713897705
Area/2058 Light/4.871250152587891
Area/600 Light/1.9424998760223389
Area/217 Light/2.21875
Area/4406 Light/23.051250457763672
Area/3607 Light/8.258750915527344
Area/5685 Light/36.147499084472656
Area/6263 Light/29.611251831054688
Area/2098 Light/105.54000091552734
Area/1175 Light/5.775000095367432
Area/4532 Light/5.182499885559082
Area/3542 Light/7.566250324249268
Area/3489 Light/6.227499961853027
Area/1981 Light/21.88374900817871
Area/2045 Light/17.375
Area/6905 Light/10.894999504089355
Area/3728 Light/23.44499969482422
Area/5534 Light/27.46875
Area/5819 Light/24.045000076293945
Area/2102 Light/8.978750228881836
Area/7023 Light/28.752498626708984
Area/2005 Light/10.9350004196167
Area/2769 Light/4.068750381469727
Area/808 Light/13.489999771118164
Area/136 Light/0
Area/3520 Light/16.828750610351562
Area/1575 Light/22.286251068115234
Area/3468 Light/14.7212495803833
Area/421 Light/7.138750076293945
Area/1006 Light/18.63249969482422
Area/4548 Light/40.10624694824219
Area/4025 Light/7.840000152587891
Area/114 Light/1.868749976158142
Area/7220 Light/4.368749618530273
Area/1531 Light/0
Area/3731 Light/13.486249923706055
Area/3853 Light/16.698749542236328
Area/3562 Light/7.704999923706055
Area/1913 Light/17.334999084472656
Area/2026 Light/0
Area/550 Light/0
Area/8121 Light/8.155000686645508
Area/6723 Light/10.461249351501465
Area/5919 Light/49.002498626708984
Area/5403 Light/33.243751525878906
Area/6072 Light/33.52625274658203
Area/1801 Light/4.042500019073486
Area/7071 Light/9.952499389648438
Area/1387 Light/0
Area/2321 Light/9.233749389648438
Area/7682 Light/9.710000038146973
Area/5244 Light/9.6875
Area/1256 Light/0
Area/4256 Light/4.861249923706055
Area/1345 Light/14.22874927520752
Area/8154 Light/9.454999923706055
Area/457 Light/2.168750047683716
Area/7422 Light/6.259999752044678
Area/1204 Light/5.244999885559082
Area/355 Light/3.3212499618530273
Area/6984 Light/6.90500020980835
Area/409 Light/0
Area/4776 Light/18.934999465942383
Area/2312 Light/5.932499885559082
Area/7294 Light/16.078750610351562
Area/2942 Light/3.817500114440918
Area/328 Light/2.8087501525878906
Area/1085 Light/31.831249237060547
Area/6974 Light/6.420000076293945
Area/4666 Light/29.877500534057617
Area/2885 Light/6.073749542236328
Area/5555 Light/29.809999465942383
Area/5380 Light/14.035000801086426
Area/2665 Light/20.332500457763672
Area/8358 Light/13.78125
Area/7498 Light/3.872499942779541
Area/545 Light/2.2462501525878906
Area/8022 Light/2.5612499713897705
Area/6748 Light/17.670000076293945
Area/1975 Light/16.888750076293945
Area/1969 Light/16.123748779296875
Area/5980 Light/30.096248626708984
Area/6019 Light/11.430000305175781
Area/8093 Light/3.6387500762939453
Area/4696 Light/23.3125
Area/7338 Light/7.0
Area/2231 Light/7.889999866485596
Area/7054 Light/3.2987499237060547
Area/1013 Light/43.256248474121094
Area/1761 Light/18.872501373291016
Area/2450 Light/6.144999980926514
Area/7774 Light/3.913749933242798
Area/5478 Light/32.78125
Area/1595 Light/0
Area/484 Light/0
Area/2094 Light/17.244998931884766
Area/5823 Light/25.168750762939453
Area/326 Light/1.3837499618530273
Area/2860 Light/0
Area/1911 Light/26.193748474121094
Area/1273 Light/4.519999980926514
Area/121 Light/17.297500610351562
Area/303 Light/3.7200002670288086
Area/3060 Light/9.154999732971191
Area/849 Light/3.1287500858306885
Area/4898 Light/13.859999656677246
Area/2607 Light/17.048751831054688
Area/3829 Light/28.158750534057617
Area/3448 Light/14.302499771118164
Area/3031 Light/23.438749313354492
Area/3222 Light/6.3650007247924805
Area/3802 Light/7.987500190734863
Area/1057 Light/5.25124979019165
Area/242 Light/1.9249999523162842
Area/2715 Light/9.926250457763672
Area/572 Light/2.627500057220459
Area/4805 Light/26.011249542236328
Area/992 Light/2.7850000858306885
Area/5013 Light/10.932499885559082
Area/1310 Light/17.36499786376953
Area/1405 Light/21.41374969482422
Area/163 Light/4.991250038146973
Area/443 Light/5.522500038146973
Area/5691 Light/29.614999771118164
Area/3993 Light/7.903750419616699
Area/2483 Light/17.607498168945312
Area/5716 Light/28.886249542236328
Area/8345 Light/32.415000915527344
Area/2115 Light/18.608749389648438
Area/2944 Light/2.6500000953674316
Area/5088 Light/6.682499885559082
Area/4997 Light/34.567501068115234
Area/4722 Light/46.342498779296875
Area/5533 Light/19.028751373291016
Area/7381 Light/10.983749389648438
Area/3541 Light/6.533749580383301
Area/1062 Light/3.5349998474121094
Area/4399 Light/8.688750267028809
Area/966 Light/3.0250000953674316
Area/726 Light/13.089999198913574
Area/657 Light/15.241249084472656
Area/1924 Light/4.71750020980835
Area/2067 Light/7.220000267028809
Area/7251 Light/6.961250305175781
Area/297 Light/2.0637500286102295
Area/713 Light/6.93874979019165
Area/7677 Light/1.9162499904632568
Area/4395 Light/4.684999942779541
Area/6180 Light/41.997501373291016
Area/5324 Light/31.395000457763672
Area/3847 Light/18.185001373291016
Area/6354 Light/11.96500015258789
Area/7435 Light/18.625
Area/278 Light/0
Area/1093 Light/13.393750190734863
Area/3816 Light/6.466249465942383
Area/5780 Light/13.988748550415039
Area/7343 Light/3.742500066757202
Area/5398 Light/27.62125015258789
Area/7436 Light/18.327499389648438
Area/2531 Light/5.137499809265137
Area/4302 Light/27.598751068115234
Area/5437 Light/39.24250030517578
Area/2193 Light/7.293749809265137
Area/3055 Light/5.371250152587891
Area/5183 Light/32.78125
Area/6203 Light/25.782499313354492
Area/6710 Light/17.53249740600586
Area/5133 Light/21.552499771118164
Area/4951 Light/7.498749732971191
Area/3235 Light/11.422499656677246
Area/5747 Light/20.072500228881836
Area/5096 Light/14.052499771118164
Area/4966 Light/12.117500305175781
Area/5041 Light/20.596248626708984
Area/2375 Light/5.963749885559082
Area/25 Light/7.736249923706055
Area/8034 Light/3.6525001525878906
Area/1396 Light/0
Area/8024 Light/2.4912500381469727
Area/143 Light/3.4437499046325684
Area/1288 Light/25.622501373291016
Area/2207 Light/10.532500267028809
Area/8286 Light/20.841249465942383
Area/5516 Light/26.957500457763672
Area/5639 Light/8.88124942779541
Area/1787 Light/6.432499885559082
Area/2895 Light/14.617500305175781
Area/5158 Light/9.752500534057617
Area/2003 Light/10.131250381469727
Area/979 Light/0
Area/7618 Light/5.138750076293945
Area/4128 Light/25.90250015258789
Area/8320 Light/3.690000057220459
Area/6172 Light/26.33749771118164
Area/5509 Light/56.57624816894531
Area/4452 Light/11.452499389648438
Area/4380 Light/10.550000190734863
Area/4781 Light/19.049999237060547
Area/1262 Light/9.983750343322754
Area/2227 Light/4.5625
Area/7059 Light/5.951250076293945
Area/711 Light/10.767499923706055
Area/1619 Light/9.261249542236328
Area/2211 Light/5.170000076293945
Area/5773 Light/22.46875
Area/7480 Light/10.614999771118164
Area/5523 Light/11.214999198913574
Area/5389 Light/12.5600004196167
Area/7772 Light/6.539999961853027
Area/6451 Light/19.237499237060547
Area/3933 Light/17.237499237060547
Area/552 Light/0
Area/7998 Light/19.010000228881836
Area/17 Light/1.5125000476837158
Area/2054 Light/7.171249866485596
Area/7720 Light/10.53125
Area/862 Light/13.776250839233398
Area/6697 Light/24.366249084472656
Area/2082 Light/3.9149999618530273
Area/8311 Light/3.0949997901916504
Area/5370 Light/20.520000457763672
Area/6104 Light/42.782501220703125
Area/6143 Light/30.388750076293945
Area/2687 Light/25.934999465942383
Area/7102 Light/5.810000419616699
Area/6245 Light/36.49250030517578
Area/3736 Light/8.261249542236328
Area/1987 Light/7.548749923706055
Area/570 Light/3.4675002098083496
Area/5772 Light/33.74250030517578
Area/4166 Light/17.298749923706055
Area/7225 Light/15.307498931884766
Area/3511 Light/12.5024995803833
Area/7025 Light/8.835000038146973
Area/447 Light/7.721250057220459
Area/7356 Light/4.502500057220459
Area/91 Light/3.7562501430511475
Area/3641 Light/6.865000247955322
Area/7340 Light/5.210000038146973
Area/7425 Light/4.68874979019165
Area/429 Light/4.077500343322754
Area/3786 Light/10.005001068115234
Area/183 Light/1.40625
Area/1782 Light/4.819999694824219
Area/6087 Light/10.761249542236328
Area/5189 Light/14.267499923706055
Area/8037 Light/1.8987500667572021
Area/3283 Light/3.7562501430511475
Area/1535 Light/1.993749976158142
Area/4847 Light/12.985000610351562
Area/1545 Light/14.220000267028809
Area/259 Light/2.346250057220459
Area/8170 Light/3.9625000953674316
Area/8300 Light/7.7975006103515625
Area/3679 Light/12.838749885559082
Area/7865 Light/12.157500267028809
Area/3951 Light/5.787499904632568
Area/7191 Light/5.593750476837158
Area/4312 Light/7.317500114440918
Area/5112 Light/35.27750015258789
Area/4945 Light/17.091249465942383
Area/7044 Light/2.7899999618530273
Area/1087 Light/29.204999923706055
Area/8400 Light/4.171249866485596
Area/3922 Light/9.894999504089355
Area/1597 Light/9.211250305175781
Area/1658 Light/4.853750228881836
Area/1039 Light/2.7224998474121094
Area/8135 Light/20.032499313354492
Area/160 Light/2.890000104904175
Area/6264 Light/27.670000076293945
Area/1714 Light/9.692500114440918
Area/7417 Light/8.774999618530273
Area/6355 Light/8.97249984741211
Area/4086 Light/6.340000152587891
Area/8192 Light/8.819999694824219
Area/2076 Light/5.808750152587891
Area/6556 Light/51.761253356933594
Area/4889 Light/19.947500228881836
Area/4924 Light/47.63624572753906
Area/1189 Light/0
Area/3264 Light/8.727499961853027
Area/955 Light/6.067500114440918
Area/8412 Light/23.747499465942383
Area/5270 Light/14.04625129699707
Area/2139 Light/8.039999961853027
Area/8109 Light/2.254999876022339
Area/7491 Light/4.581250190734863
Area/7239 Light/15.236249923706055
Area/2451 Light/6.964999675750732
Area/8377 Light/15.625
Area/7103 Light/3.888749837875366
Area/8181 Light/4.262499809265137
Area/8041 Light/3.6287503242492676
Area/5360 Light/20.91374969482422
Area/5264 Light/16.037500381469727
Area/6986 Light/15.52750015258789
Area/4432 Light/12.869999885559082
Area/3605 Light/15.059999465942383
Area/5160 Light/13.588748931884766
Area/2184 Light/18.8799991607666
Area/2347 Light/20.658750534057617
Area/6117 Light/53.029998779296875
Area/2791 Light/0
Area/1177 Light/0
Area/4447 Light/17.4375
Area/1131 Light/3.377500057220459
Area/8110 Light/3.8887500762939453
Area/7453 Light/5.382499694824219
Area/2162 Light/4.142499923706055
Area/6324 Light/38.36000061035156
Area/1971 Light/24.162500381469727
Area/4493 Light/29.49625015258789
Area/1964 Light/6.578749656677246
Area/120 Light/5.46875
Area/5287 Light/15.8125
Area/951 Light/14.845000267028809
Area/2582 Light/5.251250267028809
Area/4837 Light/17.014999389648438
Area/7142 Light/11.357500076293945
Area/1771 Light/15.786249160766602
Area/7140 Light/10.188749313354492
Area/1147 Light/15.049999237060547
Area/8301 Light/6.479999542236328
Area/1596 Light/0
Area/2725 Light/0
Area/4419 Light/6.4375
Area/1068 Light/20.036251068115234
Area/3070 Light/12.886249542236328
Area/6810 Light/31.20749855041504
Area/7454 Light/3.817500352859497
Area/5938 Light/12.246249198913574
Area/7846 Light/6.447499752044678
Area/2021 Light/4.296249866485596
Area/6413 Light/34.42499923706055
Area/8035 Light/3.151249885559082
Area/6713 Light/10.760000228881836
Area/7014 Light/23.00374984741211
Area/4627 Light/21.908750534057617
Area/1533 Light/2.4212498664855957
Area/976 Light/0
Area/2935 Light/0
Area/3261 Light/6.537499904632568
Area/115 Light/1.5749999284744263
Area/6527 Light/36.866249084472656
Area/6427 Light/13.322500228881836
Area/1073 Light/11.756250381469727
Area/5034 Light/14.684999465942383
Area/2862 Light/0
Area/3191 Light/4.918749809265137
Area/1395 Light/0
Area/1 Light/2.1362500190734863
Area/2729 Light/0
Area/358 Light/2.146250009536743
Area/307 Light/3.84624981880188
Area/8202 Light/20.857500076293945
Area/4830 Light/18.010000228881836
Area/2412 Light/13.594999313354492
Area/3249 Light/16.967498779296875
Area/6610 Light/20.358749389648438
Area/935 Light/23.38374900817871
Area/6350 Light/32.818748474121094
Area/8447 Light/10.063749313354492
Area/6952 Light/37.85874938964844
Area/7447 Light/16.032501220703125
Area/424 Light/8.532500267028809
Area/4243 Light/10.741250038146973
Area/4874 Light/12.280000686645508
Area/493 Light/6.779999732971191
Area/2453 Light/5.568749904632568
Area/3669 Light/16.608749389648438
Area/265 Light/2.890000104904175
Area/3330 Light/6.934999942779541
Area/1829 Light/21.309999465942383
Area/1252 Light/0
Area/7814 Light/2.802499771118164
Area/1860 Light/4.327499866485596
Area/4182 Light/16.021249771118164
Area/6650 Light/8.568750381469727
Area/1474 Light/16.52375030517578
Area/7554 Light/5.662500381469727
Area/7936 Light/13.382499694824219
Area/5976 Light/33.04750061035156
Area/6628 Light/16.738750457763672
Area/2617 Light/22.91374969482422
Area/2035 Light/7.923749923706055
Area/8156 Light/6.908750057220459
Area/6725 Light/15.6274995803833
Area/4433 Light/16.69124984741211
Area/7400 Light/4.212500095367432
Area/7187 Light/2.7925000190734863
Area/6874 Light/21.69499969482422
Area/1621 Light/12.5024995803833
Area/4241 Light/10.307499885559082
Area/8071 Light/19.416250228881836
Area/7348 Light/5.614999771118164
Area/3631 Light/14.161250114440918
Area/7601 Light/1.9800000190734863
Area/1267 Light/12.827499389648438
Area/7670 Light/2.09375
Area/4771 Light/14.864999771118164
Area/2660 Light/6.997499942779541
Area/509 Light/21.104999542236328
Area/2989 Light/16.530000686645508
Area/2775 Light/5.170000076293945
Area/8290 Light/9.875
Area/6549 Light/28.323749542236328
Area/6583 Light/10.836250305175781
Area/4028 Light/9.467499732971191
Area/4145 Light/8.398749351501465
Area/2690 Light/8.422500610351562
Area/6835 Light/23.47249984741211
Area/870 Light/22.922500610351562
Area/2752 Light/29.86750030517578
Area/1843 Light/24.783750534057617
Area/8025 Light/2.2049999237060547
Area/7264 Light/4.96999979019165
Area/1124 Light/4.805000305175781
Area/6858 Light/8.4037504196167
Area/4033 Light/7.888750076293945
Area/1460 Light/11.652501106262207
Area/3337 Light/11.00374984741211
Area/2798 Light/0
Area/4521 Light/15.217500686645508
Area/2952 Light/9.731249809265137
Area/3039 Light/15.489998817443848
Area/5180 Light/30.21125030517578
Area/4606 Light/32.144996643066406
Area/7540 Light/2.7274999618530273
Area/4542 Light/14.260000228881836
Area/6998 Light/7.110000133514404
Area/7923 Light/11.291250228881836
Area/908 Light/0
Area/349 Light/0
Area/5845 Light/28.75250244140625
Area/8415 Light/31.287500381469727
Area/4073 Light/19.62125015258789
Area/5367 Light/39.74500274658203
Area/4603 Light/5.640000343322754
Area/33 Light/1.4862499237060547
Area/2671 Light/12.901249885559082
Area/595 Light/2.817500114440918
Area/1366 Light/19.184999465942383
Area/6496 Light/9.297499656677246
Area/2639 Light/8.477499961853027
Area/10 Light/2.1599998474121094
Area/4768 Light/12.217500686645508
Area/2125 Light/7.047499656677246
Area/7861 Light/15.882499694824219
Area/1025 Light/11.859999656677246
Area/4038 Light/8.282499313354492
Area/7408 Light/15.922499656677246
Area/5895 Light/32.29249954223633
Area/3156 Light/9.170000076293945
Area/1831 Light/26.862499237060547
Area/6780 Light/16.591251373291016
Area/4184 Light/8.392499923706055
Area/32 Light/1.597499966621399
Area/5095 Light/14.130000114440918
Area/8091 Light/3.690000057220459
Area/6073 Light/31.973751068115234
Area/5929 Light/12.33750057220459
Area/107 Light/2.252500057220459
Area/1697 Light/14.903749465942383
Area/6499 Light/16.627500534057617
Area/4673 Light/7.266249656677246
Area/4970 Light/24.11750030517578
Area/7575 Light/17.68000030517578
Area/2822 Light/18.299999237060547
Area/3792 Light/13.4350004196167
Area/5618 Light/23.487499237060547
Area/7094 Light/21.736249923706055
Area/2324 Light/19.573749542236328
Area/5739 Light/16.88249969482422
Area/1990 Light/8.53499984741211
Area/1374 Light/26.665000915527344
Area/2200 Light/10.868749618530273
Area/6815 Light/12.944999694824219
Area/7001 Light/8.737499237060547
Area/3828 Light/27.452499389648438
Area/2771 Light/3.7962498664855957
Area/219 Light/3.0162501335144043
Area/4691 Light/21.301250457763672
Area/6524 Light/35.06624984741211
Area/7721 Light/11.53499984741211
Area/6730 Light/10.303750991821289
Area/446 Light/9.088749885559082
Area/1604 Light/2.1500000953674316
Area/7904 Light/3.6500000953674316
Area/2384 Light/4.976249694824219
Area/4107 Light/5.743750095367432
Area/6715 Light/18.184999465942383
Area/2632 Light/11.90000057220459
Area/3530 Light/20.29625129699707
Area/2018 Light/5.650000095367432
Area/2510 Light/0
Area/5129 Light/17.37125015258789
Area/9 Light/3.315000057220459
Area/4322 Light/4.918749809265137
Area/818 Light/6.109999656677246
Area/7978 Light/2.018749952316284
Area/2282 Light/4.389999866485596
Area/6372 Light/14.195000648498535
Area/3359 Light/26.5
Area/5783 Light/16.327499389648438
Area/6358 Light/12.846250534057617
Area/3336 Light/9.956250190734863
Area/5894 Light/24.579998016357422
Area/7496 Light/3.3012499809265137
Area/6997 Light/7.821249961853027
Area/2083 Light/3.627500057220459
Area/6078 Light/19.380001068115234
Area/4686 Light/20.081249237060547
Area/6817 Light/25.766250610351562
Area/4161 Light/9.257499694824219
Area/7363 Light/17.20749855041504
Area/2396 Light/21.19499969482422
Area/1947 Light/3.333750009536743
Area/4968 Light/18.595001220703125
Area/8182 Light/7.390000343322754
Area/4967 Light/12.646249771118164
Area/6930 Light/10.670000076293945
Area/3335 Light/8.720000267028809
Area/4374 Light/30.358749389648438
Area/1986 Light/7.692500114440918
Area/8139 Light/26.767501831054688
Area/3603 Light/7.028749465942383
Area/7319 Light/2.9762496948242188
Area/4543 Light/16.362499237060547
Area/4484 Light/8.932499885559082
Area/796 Light/15.826249122619629
Area/1795 Light/21.731250762939453
Area/7566 Light/3.2337498664855957
Area/2817 Light/9.672500610351562
Area/7791 Light/12.50624942779541
Area/5755 Light/31.842500686645508
Area/4903 Light/19.078750610351562
Area/1631 Light/19.989999771118164
Area/6949 Light/31.228750228881836
Area/8267 Light/24.581249237060547
Area/8477 Light/16.219999313354492
Area/1089 Light/21.561248779296875
Area/5982 Light/32.45375061035156
Area/122 Light/36.47500228881836
Area/3155 Light/5.414999961853027
Area/2525 Light/13.835000991821289
Area/7505 Light/19.314998626708984
Area/547 Light/1.3949999809265137
Area/2627 Light/7.018750190734863
Area/7313 Light/4.359999656677246
Area/311 Light/9.5912504196167
Area/1747 Light/0
Area/8210 Light/17.717498779296875
Area/4475 Light/27.610000610351562
Area/2497 Light/9.252500534057617
Area/4986 Light/29.511249542236328
Area/347 Light/0
Area/3596 Light/11.573749542236328
Area/7607 Light/1.9287500381469727
Area/4871 Light/8.821249961853027
Area/5410 Light/18.40999984741211
Area/875 Light/32.85499954223633
Area/2439 Light/-8.507057651842741e+37
Area/7572 Light/9.448750495910645
Area/3195 Light/9.132499694824219
Area/1789 Light/5.15625
Area/6488 Light/35.54500198364258
Area/6703 Light/15.737499237060547
Area/3733 Light/17.065000534057617
Area/6968 Light/6.384999752044678
Area/321 Light/1.503749966621399
Area/3655 Light/14.568750381469727
Area/5499 Light/17.524999618530273
Area/7605 Light/1.9212499856948853
Area/5848 Light/16.16374969482422
Area/6467 Light/27.642499923706055
Area/7421 Light/5.651249885559082
Area/2923 Light/4.628749847412109
Area/2049 Light/21.387500762939453
Area/3674 Light/11.110000610351562
Area/2316 Light/7.443749904632568
Area/4391 Light/4.914999961853027
Area/5631 Light/19.86625099182129
Area/7287 Light/4.960000038146973
Area/7671 Light/2.166249990463257
Area/4296 Light/13.729999542236328
Area/3472 Light/5.917500019073486
Area/2457 Light/19.90625
Area/903 Light/0
Area/6759 Light/12.582499504089355
Area/1661 Light/4.818749904632568
Area/2342 Light/6.047499656677246
Area/5829 Light/41.01374816894531
Area/4453 Light/9.011249542236328
Area/5974 Light/30.091251373291016
Area/8519 Light/6.307499885559082
Area/756 Light/2.466249942779541
Area/4749 Light/11.709999084472656
Area/2615 Light/21.6875
Area/1052 Light/11.9375
Area/8268 Light/21.556249618530273
Area/1625 Light/18.78499984741211
Area/8299 Light/7.634999752044678
Area/5110 Light/25.667499542236328
Area/8431 Light/7.228750228881836
Area/3636 Light/16.167499542236328
Area/637 Light/6.684999942779541
Area/801 Light/20.123748779296875
Area/2088 Light/5.490000247955322
Area/7302 Light/32.54125213623047
Area/5901 Light/33.20499801635742
Area/1406 Light/21.223751068115234
Area/6555 Light/50.29249572753906
Area/7169 Light/24.719999313354492
Area/6794 Light/14.609999656677246
Area/4366 Light/15.6875
Area/1238 Light/8.319999694824219
Area/5933 Light/34.36125183105469
Area/323 Light/1.3200000524520874
Area/3075 Light/0
Area/5215 Light/21.30124855041504
Area/2772 Light/4.072500228881836
Area/8185 Light/4.085000038146973
Area/3581 Light/6.741250038146973
Area/2466 Light/16.4012508392334
Area/5735 Light/12.0962495803833
Area/5356 Light/17.013750076293945
Area/6531 Light/15.329999923706055
Area/1859 Light/4.452500343322754
Area/2831 Light/14.200000762939453
Area/7424 Light/5.480000019073486
Area/4733 Light/22.25374984741211
Area/5118 Light/12.494998931884766
Area/5203 Light/23.863750457763672
Area/3677 Light/10.236249923706055
Area/3232 Light/5.8924994468688965
Area/4943 Light/23.31875228881836
Area/2621 Light/7.402500152587891
Area/6612 Light/9.641250610351562
Area/4230 Light/15.495000839233398
Area/1978 Light/17.337499618530273
Area/8205 Light/16.297500610351562
Area/8256 Light/2.096250057220459
Area/2927 Light/0
Area/5011 Light/13.040000915527344
Area/4849 Light/25.083749771118164
Area/3314 Light/10.467500686645508
Area/3099 Light/24.803749084472656
Area/4196 Light/31.11750030517578
Area/5262 Light/24.826251983642578
Area/544 Light/3.208750009536743
Area/6054 Light/35.022499084472656
Area/3762 Light/18.106250762939453
Area/6906 Light/15.832499504089355
Area/838 Light/0
Area/8074 Light/22.97249984741211
Area/2738 Light/4.211250305175781
Area/4955 Light/26.552499771118164
Area/7133 Light/4.514999866485596
Area/5490 Light/18.11625099182129
Area/1508 Light/8.125
Area/6363 Light/29.042499542236328
Area/5078 Light/15.397499084472656
Area/4321 Light/4.611249923706055
Area/1677 Light/0
Area/4157 Light/11.290000915527344
Area/2629 Light/4.022500038146973
Area/6132 Light/36.224998474121094
Area/3268 Light/10.782500267028809
Area/4888 Light/11.493749618530273
Area/5546 Light/27.907499313354492
Area/236 Light/9.772500991821289
Area/938 Light/25.421249389648438
Area/1439 Light/16.392499923706055
Area/8338 Light/18.309999465942383
Area/5119 Light/12.885000228881836
Area/2145 Light/9.171249389648438
Area/2400 Light/11.858749389648438
Area/6513 Light/9.348750114440918
Area/877 Light/20.40999984741211
Area/4284 Light/16.485000610351562
Area/916 Light/8.412500381469727
Area/186 Light/1.596250057220459
Area/8409 Light/14.40999984741211
Area/3553 Light/17.857500076293945
Area/1499 Light/19.51125144958496
Area/7641 Light/9.149999618530273
Area/8195 Light/13.411250114440918
Area/8012 Light/11.280000686645508
Area/3877 Light/5.887499809265137
Area/5419 Light/17.638751983642578
Area/5153 Light/13.3125
Area/8058 Light/5.490000247955322
Area/442 Light/4.862500190734863
Area/4693 Light/22.655000686645508
Area/3657 Light/19.8174991607666
Area/6250 Light/39.66749954223633
Area/3781 Light/8.87874984741211
Area/3569 Light/41.182498931884766
Area/4670 Light/6.273749351501465
Area/6279 Light/34.40500259399414
Area/5979 Light/53.400001525878906
Area/5235 Light/24.467498779296875
Area/7765 Light/3.3550000190734863
Area/2216 Light/5.824999809265137
Area/1082 Light/30.791250228881836
Area/4672 Light/5.837499618530273
Area/2341 Light/8.983749389648438
Area/2029 Light/121.75749206542969
Area/290 Light/4.627499580383301
Area/2573 Light/9.578749656677246
Area/8171 Light/3.6887497901916504
Area/2909 Light/4.067500114440918
Area/7889 Light/4.591249942779541
Area/4880 Light/8.255000114440918
Area/8259 Light/1.3012499809265137
Area/7983 Light/14.31624984741211
Area/1601 Light/0
Area/2192 Light/8.680000305175781
Area/80 Light/2.004999876022339
Area/7663 Light/5.670000076293945
Area/5050 Light/12.889999389648438
Area/5670 Light/24.608749389648438
Area/7099 Light/25.829999923706055
Area/3094 Light/9.079999923706055
Area/1028 Light/13.539999961853027
Area/6605 Light/14.127500534057617
Area/7899 Light/2.4025001525878906
Area/612 Light/8.360000610351562
Area/5020 Light/6.576250076293945
Area/5626 Light/29.767499923706055
Area/1001 Light/5.929999828338623
Area/7032 Light/4.37375020980835
Area/5241 Light/14.117500305175781
