Area/1109 Light/18.91499900817871
Area/560 Light/19.759998321533203
Area/3896 Light/28.689998626708984
Area/4021 Light/8.912500381469727
Area/1617 Light/16.809999465942383
Area/2288 Light/11.380000114440918
Area/2051 Light/51.15250015258789
Area/1676 Light/56.165000915527344
Area/3607 Light/21.3125
Area/4219 Light/5.505000114440918
Area/3308 Light/30.760000228881836
Area/1775 Light/57.76250076293945
Area/2207 Light/25.892499923706055
Area/3892 Light/18.167499542236328
Area/1101 Light/7.582499980926514
Area/359 Light/2.7074999809265137
Area/1422 Light/14.492500305175781
Area/2387 Light/18.07499885559082
Area/2335 Light/42.43250274658203
Area/3612 Light/24.327499389648438
Area/1589 Light/54.522499084472656
Area/4176 Light/12.987500190734863
Area/494 Light/18.479999542236328
Area/3535 Light/7.702499866485596
Area/4088 Light/6.109999656677246
Area/1990 Light/26.06999969482422
Area/1039 Light/37.647499084472656
Area/1718 Light/52.747501373291016
Area/3086 Light/3.9800000190734863
Area/338 Light/15.517499923706055
Area/113 Light/30.992502212524414
Area/1983 Light/35.17499923706055
Area/2861 Light/31.079999923706055
Area/3613 Light/19.697500228881836
Area/854 Light/30.989999771118164
Area/464 Light/13.899999618530273
Area/3681 Light/8.180000305175781
Area/970 Light/21.575000762939453
Area/2374 Light/6.307499408721924
Area/2164 Light/16.93000030517578
Area/1003 Light/1.4450000524520874
Area/3812 Light/11.332499504089355
Area/2709 Light/5.909999847412109
Area/2034 Light/40.33000183105469
Area/1731 Light/1.587499976158142
Area/1108 Light/13.305000305175781
Area/850 Light/39.19249725341797
Area/2833 Light/1.5125000476837158
Area/3426 Light/8.204999923706055
Area/1252 Light/19.577499389648438
Area/3708 Light/88.85250091552734
Area/3925 Light/8.430000305175781
Area/1489 Light/54.400001525878906
Area/3033 Light/32.730003356933594
Area/3436 Light/152.82749938964844
Area/3624 Light/22.177499771118164
Area/1687 Light/63.659996032714844
Area/2424 Light/20.307498931884766
Area/2521 Light/11.765000343322754
Area/1315 Light/43.537498474121094
Area/2534 Light/11.912500381469727
Area/1014 Light/13.994999885559082
Area/3860 Light/9.824999809265137
Area/2924 Light/1.4049999713897705
Area/522 Light/13.5
Area/1958 Light/45.55249786376953
Area/3059 Light/26.392499923706055
Area/1887 Light/23.627500534057617
Area/4133 Light/3.177500009536743
Area/1240 Light/26.954999923706055
Area/2169 Light/19.844999313354492
Area/3938 Light/18.74250030517578
Area/819 Light/1.1375000476837158
Area/998 Light/4.892499923706055
Area/604 Light/28.375
Area/327 Light/24.729999542236328
Area/2942 Light/27.43000030517578
Area/1455 Light/4.085000038146973
Area/22 Light/25.885000228881836
Area/3391 Light/13.969999313354492
Area/2577 Light/16.292499542236328
Area/2627 Light/22.162500381469727
Area/2991 Light/4.239999771118164
Area/1892 Light/37.26749801635742
Area/1398 Light/48.43250274658203
Area/3181 Light/3.5975000858306885
Area/3299 Light/9.850000381469727
Area/3546 Light/3.3324999809265137
Area/2651 Light/1.5774999856948853
Area/298 Light/3.944999933242798
Area/2715 Light/23.072500228881836
Area/3497 Light/28.922500610351562
Area/3129 Light/31.012500762939453
Area/631 Light/2.192500114440918
Area/2118 Light/31.700000762939453
Area/1337 Light/22.13249969482422
Area/3173 Light/8.712499618530273
Area/4255 Light/17.200000762939453
Area/2436 Light/8.954999923706055
Area/235 Light/11.970000267028809
Area/237 Light/16.02750015258789
Area/1257 Light/24.207500457763672
Area/2565 Light/2.3249998092651367
Area/509 Light/24.950000762939453
Area/3115 Light/15.15000057220459
Area/1470 Light/16.41499900817871
Area/2039 Light/48.5625
Area/3334 Light/12.347500801086426
Area/2427 Light/13.670000076293945
Area/3758 Light/29.25
Area/2067 Light/20.822500228881836
Area/1399 Light/43.932498931884766
Area/696 Light/33.57749938964844
Area/43 Light/6.284999847412109
Area/3355 Light/4.332499980926514
Area/2670 Light/33.269996643066406
Area/2997 Light/2.815000057220459
Area/1198 Light/16.457500457763672
Area/3017 Light/3.117499828338623
Area/1067 Light/15.225000381469727
Area/3118 Light/9.584999084472656
Area/2068 Light/18.482500076293945
Area/2658 Light/5.795000076293945
Area/4070 Light/37.12750244140625
Area/3287 Light/4.322500228881836
Area/1336 Light/29.895000457763672
Area/4186 Light/0.8500000238418579
Area/1615 Light/32.49749755859375
Area/30 Light/16.91499900817871
Area/1292 Light/26.060001373291016
Area/2056 Light/40.10499954223633
Area/2000 Light/6.600000381469727
Area/4011 Light/1.71999990940094
Area/482 Light/20.149999618530273
Area/3539 Light/5.170000076293945
Area/3251 Light/24.80500030517578
Area/4104 Light/1.747499942779541
Area/2993 Light/3.059999942779541
Area/971 Light/18.767501831054688
Area/667 Light/17.30500030517578
Area/2448 Light/5.819999694824219
Area/2598 Light/34.782501220703125
Area/2740 Light/2.862499952316284
Area/3972 Light/27.46500015258789
Area/1557 Light/44.855003356933594
Area/1744 Light/36.88500213623047
Area/1270 Light/4.585000038146973
Area/165 Light/7.152499675750732
Area/1265 Light/12.239999771118164
Area/297 Light/4.117500305175781
Area/909 Light/3.427500009536743
Area/109 Light/37.78000259399414
Area/1510 Light/55.337501525878906
Area/3353 Light/4.947499752044678
Area/4048 Light/9.512499809265137
Area/478 Light/4.829999923706055
Area/3636 Light/4.875
Area/1235 Light/41.31749725341797
Area/4001 Light/2.8600001335144043
Area/1881 Light/29.990001678466797
Area/2176 Light/20.43000030517578
Area/3278 Light/0.7024999856948853
Area/3335 Light/17.127498626708984
Area/3562 Light/7.690000057220459
Area/1098 Light/1.975000023841858
Area/1780 Light/65.83999633789062
Area/1483 Light/32.63999938964844
Area/3776 Light/17.322500228881836
Area/2220 Light/31.322500228881836
Area/558 Light/11.372499465942383
Area/1153 Light/30.6924991607666
Area/315 Light/6.032500267028809
Area/114 Light/23.690000534057617
Area/2704 Light/19.167499542236328
Area/958 Light/31.26500129699707
Area/1784 Light/41.21000289916992
Area/3103 Light/1.9275000095367432
Area/1669 Light/34.94499969482422
Area/4235 Light/9.707500457763672
Area/2440 Light/14.487500190734863
Area/992 Light/8.485000610351562
Area/202 Light/26.05500030517578
Area/1649 Light/26.655000686645508
Area/124 Light/26.77750015258789
Area/428 Light/23.292499542236328
Area/886 Light/10.582500457763672
Area/3234 Light/15.78499984741211
Area/4091 Light/3.2049999237060547
Area/1202 Light/18.155000686645508
Area/1227 Light/30.732500076293945
Area/1912 Light/3.174999952316284
Area/3304 Light/27.512500762939453
Area/385 Light/24.30500030517578
Area/360 Light/5.482500076293945
Area/324 Light/6.449999809265137
Area/3196 Light/3.6500000953674316
Area/184 Light/2.057499885559082
Area/1973 Light/25.889999389648438
Area/3400 Light/32.027496337890625
Area/2300 Light/16.604999542236328
Area/3402 Light/20.03499984741211
Area/4051 Light/12.09999942779541
Area/875 Light/25.092498779296875
Area/2908 Light/4.164999961853027
Area/1294 Light/13.947500228881836
Area/285 Light/16.677501678466797
Area/1447 Light/26.260000228881836
Area/150 Light/28.020000457763672
Area/1400 Light/35.76000213623047
Area/2217 Light/28.594999313354492
Area/2788 Light/23.227500915527344
Area/4062 Light/12.905000686645508
Area/2823 Light/0.8824999928474426
Area/1302 Light/34.1974983215332
Area/2299 Light/13.302499771118164
Area/1329 Light/39.095001220703125
Area/2370 Light/2.2950000762939453
Area/1228 Light/30.83500099182129
Area/4209 Light/10.297500610351562
Area/2882 Light/15.857499122619629
Area/163 Light/5.172499656677246
Area/3046 Light/11.674999237060547
Area/258 Light/5.052500247955322
Area/869 Light/33.13999938964844
Area/220 Light/22.38249969482422
Area/148 Light/30.592498779296875
Area/2914 Light/0.8424999713897705
Area/2467 Light/2.757500171661377
Area/3911 Light/2.9225001335144043
Area/1496 Light/35.3125
Area/713 Light/3.884999990463257
Area/2100 Light/44.54249954223633
Area/3228 Light/13.520000457763672
Area/2550 Light/3.067499876022339
Area/2117 Light/27.337501525878906
Area/212 Light/19.947500228881836
Area/2403 Light/30.057498931884766
Area/306 Light/37.35499954223633
Area/3799 Light/131.03500366210938
Area/622 Light/5.317500114440918
Area/424 Light/20.92249870300293
Area/4071 Light/37.165000915527344
Area/3997 Light/6.707499980926514
Area/2588 Light/47.73750305175781
Area/1964 Light/30.130001068115234
Area/864 Light/25.74249839782715
Area/2852 Light/20.604999542236328
Area/4126 Light/5.079999923706055
Area/917 Light/6.897500038146973
Area/813 Light/3.7274999618530273
Area/3202 Light/20.184999465942383
Area/1734 Light/4.052499771118164
Area/3940 Light/11.732500076293945
Area/1526 Light/16.06999969482422
Area/2690 Light/46.25250244140625
Area/1897 Light/24.299999237060547
Area/3393 Light/25.825000762939453
Area/3555 Light/2.1399998664855957
Area/1275 Light/16.979999542236328
Area/2154 Light/24.77250099182129
Area/378 Light/23.427501678466797
Area/2893 Light/11.405000686645508
Area/2790 Light/23.11750030517578
Area/863 Light/24.30500030517578
Area/616 Light/9.107500076293945
Area/2378 Light/3.1100001335144043
Area/3836 Light/10.024999618530273
Area/1269 Light/9.02500057220459
Area/2644 Light/4.694999694824219
Area/2458 Light/5.865000247955322
Area/1196 Light/13.15999984741211
Area/2782 Light/44.130001068115234
Area/1619 Light/37.40250015258789
Area/2637 Light/19.424999237060547
Area/160 Light/7.049999713897705
Area/2032 Light/33.220001220703125
Area/1203 Light/17.047500610351562
Area/2934 Light/5.465000152587891
Area/3165 Light/18.13249969482422
Area/3717 Light/15.15250015258789
Area/2397 Light/35.98500061035156
Area/3901 Light/20.892501831054688
Area/4149 Light/22.3700008392334
Area/2410 Light/37.22999954223633
Area/2229 Light/31.462501525878906
Area/3662 Light/15.392499923706055
Area/299 Light/6.159999847412109
Area/592 Light/14.502500534057617
Area/115 Light/16.26000213623047
Area/1634 Light/7.987499713897705
Area/1271 Light/4.942500114440918
Area/3276 Light/0.6850000023841858
Area/2337 Light/26.790000915527344
Area/3360 Light/2.875
Area/279 Light/7.977499961853027
Area/797 Light/7.444999694824219
Area/3760 Light/18.072500228881836
Area/2621 Light/20.747499465942383
Area/1017 Light/21.56999969482422
Area/3095 Light/0.9450000524520874
Area/3919 Light/1.1324999332427979
Area/2996 Light/2.9725000858306885
Area/3876 Light/7.517499923706055
Area/824 Light/2.4674999713897705
Area/888 Light/10.102499961853027
Area/3849 Light/19.59000015258789
Area/1963 Light/32.54750061035156
Area/715 Light/3.242500066757202
Area/614 Light/15.697500228881836
Area/1002 Light/1.942500114440918
Area/3379 Light/8.84749984741211
Area/1175 Light/15.595000267028809
Area/487 Light/23.46500015258789
Area/646 Light/14.065000534057617
Area/1156 Light/18.65999984741211
Area/3992 Light/16.44499969482422
Area/2867 Light/20.15999984741211
Area/493 Light/11.547499656677246
Area/140 Light/20.392499923706055
Area/996 Light/4.700000286102295
Area/3964 Light/44.61250305175781
Area/339 Light/14.805000305175781
Area/3914 Light/0.6524999737739563
Area/58 Light/27.892499923706055
Area/733 Light/2.434999942779541
Area/734 Light/2.6599998474121094
Area/3159 Light/21.65999984741211
Area/2311 Light/38.77000045776367
Area/2377 Light/4.087500095367432
Area/97 Light/4.985000133514404
Area/2240 Light/23.71500015258789
Area/3609 Light/22.885000228881836
Area/915 Light/5.257500171661377
Area/46 Light/5.997500419616699
Area/805 Light/3.8525002002716064
Area/2693 Light/60.53249740600586
Area/798 Light/9.805000305175781
Area/3229 Light/17.190000534057617
Area/204 Light/14.1875
Area/1979 Light/29.35249900817871
Area/3413 Light/25.512500762939453
Area/2194 Light/28.48499870300293
Area/2805 Light/13.680000305175781
Area/2119 Light/25.604999542236328
Area/2356 Light/10.342499732971191
Area/281 Light/4.784999847412109
Area/2638 Light/18.602500915527344
Area/1145 Light/38.3224983215332
Area/1713 Light/35.582496643066406
Area/142 Light/8.737500190734863
Area/2891 Light/7.267499923706055
Area/2816 Light/10.0
Area/2515 Light/26.732500076293945
Area/676 Light/39.09000015258789
Area/3281 Light/0.9925000071525574
Area/1829 Light/25.310001373291016
Area/649 Light/16.352500915527344
Area/65 Light/21.59000015258789
Area/3380 Light/17.99250030517578
Area/1402 Light/43.66999816894531
Area/1313 Light/35.712501525878906
Area/3326 Light/12.03749942779541
Area/3174 Light/10.957500457763672
Area/1817 Light/5.552499771118164
Area/440 Light/4.514999866485596
Area/1317 Light/41.14249801635742
Area/3528 Light/35.24749755859375
Area/2613 Light/24.65250015258789
Area/3545 Light/5.840000152587891
Area/1167 Light/21.399999618530273
Area/1071 Light/10.28499984741211
Area/4002 Light/2.320000171661377
Area/3522 Light/19.435001373291016
Area/3954 Light/9.907500267028809
Area/2791 Light/12.84749984741211
Area/925 Light/7.630000114440918
Area/2407 Light/40.154998779296875
Area/2232 Light/36.279998779296875
Area/4208 Light/6.732500076293945
Area/4118 Light/9.742500305175781
Area/197 Light/32.94499969482422
Area/3339 Light/32.61750030517578
Area/2572 Light/13.672500610351562
Area/456 Light/1.5299999713897705
Area/3376 Light/6.279999732971191
Area/2551 Light/3.244999885559082
Area/1253 Light/21.520000457763672
Area/268 Light/5.350000381469727
Area/1139 Light/38.86250305175781
Area/4078 Light/28.962499618530273
Area/3639 Light/3.125
Area/3075 Light/20.415000915527344
Area/563 Light/16.780000686645508
Area/3369 Light/0.6875
Area/232 Light/11.782500267028809
Area/2137 Light/36.67250061035156
Area/1077 Light/25.46000099182129
Area/3122 Light/37.227500915527344
Area/2096 Light/1.9674999713897705
Area/3974 Light/30.887500762939453
Area/3975 Light/43.70750045776367
Area/3076 Light/13.66249942779541
Area/18 Light/14.487500190734863
Area/3119 Light/17.150001525878906
Area/2462 Light/4.102499961853027
Area/225 Light/5.112500190734863
Area/68 Light/5.272500038146973
Area/3988 Light/30.0625
Area/540 Light/2.4574999809265137
Area/1461 Light/4.657500267028809
Area/3659 Light/16.75
Area/3163 Light/36.662498474121094
Area/2219 Light/30.657499313354492
Area/3739 Light/5.517499923706055
Area/310 Light/28.940000534057617
Area/2168 Light/18.707500457763672
Area/354 Light/2.6700000762939453
Area/1113 Light/14.630001068115234
Area/3663 Light/14.092500686645508
Area/1709 Light/35.605003356933594
Area/29 Light/16.240001678466797
Area/1189 Light/2.3625001907348633
Area/3694 Light/9.15250015258789
Area/2085 Light/34.3125
Area/2315 Light/33.75
Area/3989 Light/35.915000915527344
Area/2916 Light/0.8450000286102295
Area/3430 Light/32.86000061035156
Area/943 Light/47.67749786376953
Area/3511 Light/7.315000057220459
Area/3316 Light/16.102500915527344
Area/3454 Light/5.779999732971191
Area/2707 Light/15.902499198913574
Area/2830 Light/1.559999942779541
Area/2566 Light/3.132500171661377
Area/2801 Light/4.597500324249268
Area/1007 Light/3.497499942779541
Area/330 Light/31.212499618530273
Area/812 Light/4.295000076293945
Area/1671 Light/45.654998779296875
Area/2654 Light/1.6750000715255737
Area/2282 Light/21.170000076293945
Area/1371 Light/9.832500457763672
Area/1852 Light/38.375
Area/2319 Light/35.62750244140625
Area/2949 Light/42.0
Area/3934 Light/11.190000534057617
Area/3415 Light/18.96500015258789
Area/137 Light/9.104999542236328
Area/3340 Light/34.0625
Area/3445 Light/6.260000228881836
Area/57 Light/34.41749954223633
Area/988 Light/7.675000190734863
Area/3491 Light/34.717498779296875
Area/3439 Light/16.21500015258789
Area/3425 Light/6.109999656677246
Area/2925 Light/1.4325000047683716
Area/3983 Light/26.014999389648438
Area/2489 Light/54.70000076293945
Area/597 Light/24.292499542236328
Area/2858 Light/36.397499084472656
Area/1324 Light/44.64250183105469
Area/1124 Light/34.584999084472656
Area/1070 Light/10.559999465942383
Area/2226 Light/26.487499237060547
Area/2957 Light/31.372499465942383
Area/3796 Light/52.99500274658203
Area/2053 Light/48.01499938964844
Area/1891 Light/21.99250030517578
Area/1362 Light/5.210000038146973
Area/707 Light/7.697500228881836
Area/2275 Light/1.2725000381469727
Area/1187 Light/1.7049999237060547
Area/2003 Light/1.6274999380111694
Area/550 Light/3.195000171661377
Area/3160 Light/20.630001068115234
Area/3102 Light/4.027500152587891
Area/1965 Light/33.52000045776367
Area/1492 Light/43.912498474121094
Area/2339 Light/25.83500099182129
Area/3406 Light/24.149999618530273
Area/3310 Light/30.279998779296875
Area/2330 Light/24.290000915527344
Area/2379 Light/4.889999866485596
Area/1835 Light/41.38500213623047
Area/1069 Light/10.030000686645508
Area/757 Light/28.76999855041504
Area/2173 Light/21.80500030517578
Area/2401 Light/36.8650016784668
Area/640 Light/2.427499771118164
Area/369 Light/2.9375
Area/443 Light/5.027500152587891
Area/723 Light/3.6449999809265137
Area/2620 Light/10.805000305175781
Area/1759 Light/28.724998474121094
Area/1486 Light/37.26499938964844
Area/1314 Light/37.64500045776367
Area/2961 Light/25.842500686645508
Area/1857 Light/39.31749725341797
Area/3182 Light/3.9025001525878906
Area/639 Light/1.649999976158142
Area/3936 Light/7.557499885559082
Area/904 Light/4.305000305175781
Area/1862 Light/34.21500015258789
Area/2381 Light/6.672499656677246
Area/1732 Light/2.069999933242798
Area/3341 Light/16.764999389648438
Area/811 Light/4.225000381469727
Area/1554 Light/12.067500114440918
Area/3764 Light/33.217498779296875
Area/2254 Light/37.78499984741211
Area/3657 Light/16.107500076293945
Area/3703 Light/26.064998626708984
Area/2971 Light/19.68000030517578
Area/3800 Light/97.60499572753906
Area/3714 Light/28.182498931884766
Area/348 Light/3.3899998664855957
Area/3504 Light/22.592498779296875
Area/3237 Light/10.252500534057617
Area/3646 Light/1.9474999904632568
Area/1838 Light/38.400001525878906
Area/2855 Light/33.67500305175781
Area/2459 Light/5.372499942779541
Area/4117 Light/7.96750020980835
Area/846 Light/22.377498626708984
Area/3909 Light/4.039999961853027
Area/4184 Light/3.305000066757202
Area/2623 Light/13.6875
Area/1985 Light/30.435001373291016
Area/3745 Light/16.65999984741211
Area/3094 Light/0.6700000166893005
Area/3025 Light/9.192499160766602
Area/2570 Light/28.059999465942383
Area/1076 Light/14.520000457763672
Area/257 Light/4.637499809265137
Area/1934 Light/31.9424991607666
Area/393 Light/18.994998931884766
Area/3603 Light/5.28000020980835
Area/2635 Light/9.555000305175781
Area/1121 Light/26.064998626708984
Area/3366 Light/2.5225000381469727
Area/132 Light/14.09000015258789
Area/246 Light/22.729999542236328
Area/1028 Light/19.264999389648438
Area/2787 Light/20.802501678466797
Area/1481 Light/32.810001373291016
Area/1632 Light/22.299999237060547
Area/1263 Light/17.130001068115234
Area/755 Light/24.399999618530273
Area/3249 Light/21.957500457763672
Area/273 Light/2.7100000381469727
Area/4178 Light/12.729999542236328
Area/1503 Light/37.98750305175781
Area/2262 Light/10.637499809265137
Area/709 Light/6.842499732971191
Area/2134 Light/38.95249938964844
Area/1907 Light/6.954999923706055
Area/1571 Light/39.91999816894531
Area/3725 Light/6.744999885559082
Area/2759 Light/38.76250076293945
Area/748 Light/14.010000228881836
Area/1711 Light/36.5
Area/1127 Light/33.15999984741211
Area/3345 Light/125.42750549316406
Area/396 Light/24.947498321533203
Area/2361 Light/5.760000228881836
Area/602 Light/34.375
Area/1125 Light/35.91749954223633
Area/3026 Light/11.485000610351562
Area/4150 Light/24.63249969482422
Area/3214 Light/32.11249923706055
Area/183 Light/2.1725001335144043
Area/3356 Light/5.114999771118164
Area/1325 Light/38.66749954223633
Area/3614 Light/103.00749969482422
Area/335 Light/45.8650016784668
Area/1034 Light/36.77000045776367
Area/3661 Light/8.90250015258789
Area/3000 Light/2.869999885559082
Area/4100 Light/0.9275000095367432
Area/2445 Light/6.510000228881836
Area/1484 Light/45.53000259399414
Area/763 Light/27.317501068115234
Area/3264 Light/6.777499675750732
Area/2004 Light/2.75
Area/2218 Light/34.54750061035156
Area/3887 Light/44.26000213623047
Area/2360 Light/9.675000190734863
Area/2359 Light/9.40250015258789
Area/1742 Light/26.25749969482422
Area/1727 Light/4.15749979019165
Area/1295 Light/17.232500076293945
Area/576 Light/20.470001220703125
Area/1065 Light/13.27750015258789
Area/412 Light/22.709999084472656
Area/3733 Light/0.699999988079071
Area/532 Light/4.639999866485596
Area/1262 Light/33.87999725341797
Area/320 Light/22.875
Area/2093 Light/1.1649999618530273
Area/588 Light/12.4350004196167
Area/1905 Light/9.53499984741211
Area/2964 Light/40.12000274658203
Area/2919 Light/1.277500033378601
Area/3786 Light/12.932499885559082
Area/1823 Light/2.507500171661377
Area/1375 Light/15.719999313354492
Area/828 Light/13.210000038146973
Area/2036 Light/36.40250015258789
Area/4092 Light/2.9049999713897705
Area/1406 Light/37.34000015258789
Area/4039 Light/5.609999656677246
Area/4270 Light/5.210000038146973
Area/543 Light/3.0924999713897705
Area/1708 Light/26.05249786376953
Area/388 Light/3.9100000858306885
Area/3847 Light/15.930000305175781
Area/545 Light/3.567500114440918
Area/2731 Light/1.0199999809265137
Area/4223 Light/3.447499990463257
Area/149 Light/25.049999237060547
Area/439 Light/4.802499771118164
Area/2656 Light/2.5999999046325684
Area/2382 Light/4.962500095367432
Area/721 Light/2.567500114440918
Area/722 Light/2.194999933242798
Area/1899 Light/28.424999237060547
Area/3213 Light/39.652503967285156
Area/205 Light/10.47499942779541
Area/2981 Light/9.734999656677246
Area/3842 Light/11.147499084472656
Area/2390 Light/17.830001831054688
Area/626 Light/4.625
Area/1019 Light/10.8125
Area/4167 Light/32.560001373291016
Area/3190 Light/0.9900000095367432
Area/1369 Light/5.170000076293945
Area/693 Light/25.814998626708984
Area/3677 Light/25.487499237060547
Area/2674 Light/46.67749786376953
Area/879 Light/17.227500915527344
Area/1695 Light/32.97249984741211
Area/2326 Light/36.459999084472656
Area/463 Light/14.797499656677246
Area/1525 Light/16.837499618530273
Area/3448 Light/4.519999980926514
Area/4161 Light/21.487499237060547
Area/415 Light/20.934999465942383
Area/1726 Light/5.409999847412109
Area/44 Light/6.555000305175781
Area/1429 Light/13.585000038146973
Area/2633 Light/10.617499351501465
Area/462 Light/16.537500381469727
Area/1884 Light/28.1875
Area/2355 Light/7.812499523162842
Area/4045 Light/7.037500381469727
Area/873 Light/13.085000038146973
Area/1561 Light/18.1875
Area/3212 Light/35.34749984741211
Area/3598 Light/9.15999984741211
Area/3530 Light/13.127500534057617
Area/4119 Light/11.3125
Area/372 Light/12.805000305175781
Area/2476 Light/4.172499656677246
Area/3463 Light/0.9975000023841858
Area/4064 Light/24.857500076293945
Area/3201 Light/15.58750057220459
Area/3773 Light/10.77750015258789
Area/152 Light/32.02750015258789
Area/1781 Light/54.724998474121094
Area/2062 Light/31.1299991607666
Area/1809 Light/42.96750259399414
Area/4007 Light/0.7450000047683716
Area/1103 Light/8.792499542236328
Area/3138 Light/20.537500381469727
Area/4123 Light/9.940000534057617
Area/421 Light/38.63750076293945
Area/765 Light/40.837501525878906
Area/826 Light/2.6000001430511475
Area/1716 Light/35.162498474121094
Area/162 Light/5.454999923706055
Area/84 Light/2.0875000953674316
Area/1686 Light/65.68499755859375
Area/3525 Light/182.7449951171875
Area/291 Light/7.887499809265137
Area/1274 Light/19.845001220703125
Area/3172 Light/15.244999885559082
Area/1217 Light/55.93250274658203
Area/3688 Light/8.78499984741211
Area/1906 Light/6.652500152587891
Area/778 Light/25.26500129699707
Area/2431 Light/18.692501068115234
Area/1232 Light/40.82500076293945
Area/207 Light/16.479999542236328
Area/1873 Light/38.71500015258789
Area/906 Light/4.427499771118164
Area/3409 Light/8.352499961853027
Area/2605 Light/15.25999927520752
Area/3398 Light/26.327499389648438
Area/644 Light/9.614999771118164
Area/1495 Light/36.7400016784668
Area/4229 Light/3.255000114440918
Area/1179 Light/6.107500076293945
Area/2561 Light/1.6124999523162842
Area/4179 Light/12.227499961853027
Area/1844 Light/27.81999969482422
Area/1433 Light/14.292499542236328
Area/238 Light/25.75749969482422
Area/3857 Light/8.850000381469727
Area/860 Light/40.01499938964844
Area/2597 Light/50.3125
Area/2205 Light/27.672500610351562
Area/3405 Light/21.099998474121094
Area/3490 Light/27.607500076293945
Area/1647 Light/38.15250015258789
Area/481 Light/4.652500152587891
Area/656 Light/11.182499885559082
Area/3942 Light/16.767499923706055
Area/3818 Light/11.957500457763672
Area/3843 Light/11.050000190734863
Area/3599 Light/6.960000038146973
Area/1627 Light/48.71249771118164
Area/2221 Light/30.63249969482422
Area/2847 Light/14.167499542236328
Area/701 Light/13.857500076293945
Area/1680 Light/80.77000427246094
Area/3407 Light/21.747499465942383
Area/960 Light/25.922500610351562
Area/880 Light/14.387500762939453
Area/1493 Light/48.68000030517578
Area/2976 Light/8.280000686645508
Area/3902 Light/13.107500076293945
Area/3558 Light/10.0
Area/708 Light/5.817500114440918
Area/1181 Light/9.712499618530273
Area/1246 Light/22.014999389648438
Area/4106 Light/6.567500114440918
Area/3516 Light/15.494999885559082
Area/751 Light/5.364999771118164
Area/3187 Light/0.7150000333786011
Area/2945 Light/31.82499885559082
Area/2978 Light/8.27750015258789
Area/2548 Light/2.315000057220459
Area/3561 Light/8.657499313354492
Area/1942 Light/31.427499771118164
Area/1338 Light/18.672500610351562
Area/896 Light/5.900000095367432
Area/852 Light/50.087501525878906
Area/1380 Light/17.817501068115234
Area/1938 Light/18.88249969482422
Area/2250 Light/15.510000228881836
Area/377 Light/16.064998626708984
Area/1626 Light/41.842498779296875
Area/3655 Light/7.585000038146973
Area/1751 Light/22.33500099182129
Area/3179 Light/3.379999876022339
Area/3864 Light/12.917500495910645
Area/1350 Light/28.73499870300293
Area/53 Light/17.162500381469727
Area/1788 Light/30.4375
Area/3082 Light/5.380000114440918
Area/3191 Light/1.1050000190734863
Area/1066 Light/11.77750015258789
Area/3397 Light/12.707500457763672
Area/3252 Light/22.27750015258789
Area/1231 Light/40.45000076293945
Area/3288 Light/4.65749979019165
Area/1987 Light/28.970001220703125
Area/2920 Light/1.4874999523162842
Area/2133 Light/35.2599983215332
Area/1909 Light/5.092499732971191
Area/4094 Light/2.2325000762939453
Area/2603 Light/39.30500030517578
Area/3660 Light/7.182499885559082
Area/3875 Light/18.247499465942383
Area/161 Light/6.735000133514404
Area/993 Light/6.672499656677246
Area/153 Light/25.667499542236328
Area/1148 Light/30.46500015258789
Area/1961 Light/61.75250244140625
Area/3300 Light/14.670000076293945
Area/3728 Light/3.445000171661377
Area/2352 Light/5.897500038146973
Area/2109 Light/6.872499942779541
Area/4273 Light/8.350000381469727
Area/3203 Light/15.667500495910645
Area/1009 Light/5.972499847412109
Area/2446 Light/6.017499923706055
Area/426 Light/32.87750244140625
Area/4060 Light/6.1875
Area/3977 Light/29.90250015258789
Area/2836 Light/1.4749999046325684
Area/2175 Light/29.76500129699707
Area/980 Light/13.975000381469727
Area/2369 Light/2.3350000381469727
Area/1343 Light/13.5
Area/3880 Light/13.397500038146973
Area/2230 Light/33.58250045776367
Area/4006 Light/0.7400000095367432
Area/1805 Light/37.65250015258789
Area/1532 Light/46.3125
Area/2204 Light/12.537500381469727
Area/63 Light/16.494998931884766
Area/3449 Light/4.559999942779541
Area/2155 Light/22.545000076293945
Area/3680 Light/27.354999542236328
Area/714 Light/3.484999895095825
Area/2912 Light/0.7275000214576721
Area/1845 Light/31.735000610351562
Area/71 Light/10.917499542236328
Area/2864 Light/28.337501525878906
Area/965 Light/17.799999237060547
Area/650 Light/22.707500457763672
Area/955 Light/34.625
Area/4246 Light/12.797499656677246
Area/496 Light/14.677499771118164
Area/3154 Light/36.58000183105469
Area/1377 Light/8.894999504089355
Area/2101 Light/25.014999389648438
Area/3384 Light/29.185001373291016
Area/7 Light/3.8375000953674316
Area/2984 Light/20.104999542236328
Area/902 Light/5.347499847412109
Area/3906 Light/12.5
Area/2073 Light/11.485000610351562
Area/3414 Light/21.032501220703125
Area/4258 Light/20.360000610351562
Area/3828 Light/1.9275000095367432
Area/3737 Light/1.4474999904632568
Area/1123 Light/34.19000244140625
Area/2289 Light/7.085000038146973
Area/1590 Light/102.6300048828125
Area/2193 Light/24.917499542236328
Area/1616 Light/19.790000915527344
Area/3759 Light/31.372499465942383
Area/4214 Light/18.875
Area/2819 Light/12.467499732971191
Area/1800 Light/29.74250030517578
Area/2033 Light/28.502500534057617
