Area/1109 GDP/34959.9921875
Area/4226 GDP/188.44256591796875
Area/3774 GDP/1943.584228515625
Area/3424 GDP/20747.56640625
Area/560 GDP/28778.91015625
Area/3896 GDP/20081.935546875
Area/4021 GDP/21837.5703125
Area/1617 GDP/9680.4765625
Area/2288 GDP/20958.958984375
Area/2051 GDP/10000.0
Area/1676 GDP/10000.0
Area/3607 GDP/15465.435546875
Area/4219 GDP/1600.802978515625
Area/3308 GDP/10000.0
Area/1775 GDP/10000.0
Area/2207 GDP/10000.0
Area/3892 GDP/8982.7041015625
Area/1101 GDP/20466.708984375
Area/359 GDP/2701.16455078125
Area/1422 GDP/10002.34765625
Area/2387 GDP/10000.037109375
Area/2335 GDP/10000.0
Area/3612 GDP/15196.1396484375
Area/1589 GDP/10000.0
Area/4176 GDP/11600.447265625
Area/494 GDP/36111.55078125
Area/3535 GDP/605.9247436523438
Area/4088 GDP/8866.140625
Area/1990 GDP/3781.124267578125
Area/1039 GDP/36111.55078125
Area/1718 GDP/3771.177490234375
Area/3086 GDP/846.9547119140625
Area/338 GDP/2113.633056640625
Area/113 GDP/10545.71875
Area/1983 GDP/6174.7001953125
Area/2861 GDP/10000.0
Area/3613 GDP/10052.5673828125
Area/854 GDP/36111.55078125
Area/464 GDP/21901.869140625
Area/3681 GDP/5762.72900390625
Area/970 GDP/10014.4462890625
Area/2374 GDP/11581.1279296875
Area/2164 GDP/17969.560546875
Area/1003 GDP/691.0304565429688
Area/3812 GDP/9952.75
Area/2709 GDP/42842.7265625
Area/2034 GDP/10000.0
Area/1731 GDP/121.13237762451172
Area/1108 GDP/23595.12109375
Area/850 GDP/36111.55078125
Area/2833 GDP/5255.0712890625
Area/3426 GDP/14878.6123046875
Area/1252 GDP/31516.244140625
Area/3708 GDP/20362.48046875
Area/3925 GDP/938.4558715820312
Area/1489 GDP/36111.55078125
Area/3033 GDP/10000.0
Area/3436 GDP/20362.48046875
Area/3624 GDP/16713.443359375
Area/1687 GDP/10000.0
Area/2424 GDP/10000.0
Area/2521 GDP/24021.1484375
Area/1315 GDP/10000.0
Area/2534 GDP/4609.2900390625
Area/1014 GDP/18931.1796875
Area/3860 GDP/3558.56298828125
Area/2924 GDP/0.7888811826705933
Area/522 GDP/3207.094482421875
Area/1958 GDP/10000.0
Area/3059 GDP/10092.3515625
Area/1887 GDP/10030.26171875
Area/4133 GDP/2465.36865234375
Area/1240 GDP/10000.0
Area/2169 GDP/8170.44091796875
Area/3938 GDP/5075.56396484375
Area/819 GDP/1532.388916015625
Area/998 GDP/1830.516845703125
Area/604 GDP/9652.640625
Area/327 GDP/5572.4580078125
Area/2942 GDP/10000.0
Area/1455 GDP/117.6496810913086
Area/22 GDP/4183.42333984375
Area/3391 GDP/10049.533203125
Area/2577 GDP/10000.0
Area/2627 GDP/9397.466796875
Area/2991 GDP/1526.5802001953125
Area/1892 GDP/8147.18017578125
Area/1398 GDP/36111.55078125
Area/3181 GDP/5134.53173828125
Area/3299 GDP/10100.1904296875
Area/3546 GDP/910.6948852539062
Area/2651 GDP/0.5915083289146423
Area/298 GDP/2700.433837890625
Area/2715 GDP/1480.923828125
Area/3497 GDP/15241.0986328125
Area/3129 GDP/10000.0
Area/631 GDP/957.5481567382812
Area/2118 GDP/10000.0
Area/1337 GDP/39319.6328125
Area/3173 GDP/1963.199951171875
Area/4255 GDP/20362.48046875
Area/2436 GDP/18362.46484375
Area/235 GDP/3903.9453125
Area/237 GDP/7117.857421875
Area/1257 GDP/9261.7763671875
Area/2565 GDP/4.1700005531311035
Area/509 GDP/9652.640625
Area/3115 GDP/10138.732421875
Area/1470 GDP/13594.7275390625
Area/2039 GDP/10000.0
Area/3334 GDP/40981.75390625
Area/2427 GDP/10000.0
Area/3758 GDP/1526.62060546875
Area/2067 GDP/21941.484375
Area/1399 GDP/10000.0
Area/696 GDP/4853.14599609375
Area/43 GDP/4989.43798828125
Area/3355 GDP/12471.7109375
Area/2670 GDP/10000.0
Area/2997 GDP/1747.8536376953125
Area/1198 GDP/36111.55078125
Area/3017 GDP/4.1700005531311035
Area/1067 GDP/10059.458984375
Area/3118 GDP/10001.83984375
Area/2068 GDP/10111.2978515625
Area/2658 GDP/10000.2568359375
Area/4070 GDP/12630.955078125
Area/3287 GDP/10040.9951171875
Area/1336 GDP/10000.0
Area/4186 GDP/98.47663116455078
Area/1615 GDP/10049.306640625
Area/30 GDP/4182.66162109375
Area/1292 GDP/36111.55078125
Area/2056 GDP/10000.0
Area/2000 GDP/3514.90625
Area/4011 GDP/1813.9610595703125
Area/482 GDP/9652.640625
Area/3539 GDP/2330.701171875
Area/3251 GDP/10070.3720703125
Area/4104 GDP/5258.71728515625
Area/2993 GDP/6604.03759765625
Area/971 GDP/10040.2734375
Area/667 GDP/36111.55078125
Area/2448 GDP/462.2796325683594
Area/2598 GDP/10000.0
Area/2740 GDP/1677.9874267578125
Area/3972 GDP/9348.2001953125
Area/1557 GDP/20590.248046875
Area/1744 GDP/10000.0
Area/1270 GDP/3178.01806640625
Area/165 GDP/2627.50439453125
Area/1265 GDP/5145.5234375
Area/297 GDP/11473.8388671875
Area/909 GDP/482.5142517089844
Area/109 GDP/11975.8369140625
Area/1510 GDP/10000.0
Area/3353 GDP/315.0938720703125
Area/4048 GDP/3256.451171875
Area/478 GDP/14923.6103515625
Area/3636 GDP/605.9247436523438
Area/1235 GDP/10000.0
Area/4001 GDP/605.9247436523438
Area/1881 GDP/10000.0
Area/2176 GDP/7997.9208984375
Area/3278 GDP/0.5915083289146423
Area/3335 GDP/33306.9375
Area/3562 GDP/45118.75390625
Area/1098 GDP/12718.0849609375
Area/1780 GDP/10000.0
Area/1483 GDP/36111.55078125
Area/3776 GDP/8891.4677734375
Area/2220 GDP/10000.0
Area/558 GDP/14874.1591796875
Area/1153 GDP/10073.53515625
Area/315 GDP/36111.55078125
Area/114 GDP/10545.71875
Area/2704 GDP/45307.4921875
Area/958 GDP/10000.0
Area/1784 GDP/10000.0
Area/3103 GDP/11116.7421875
Area/1669 GDP/10000.0
Area/4235 GDP/9244.2998046875
Area/2440 GDP/1565.1593017578125
Area/992 GDP/4550.47021484375
Area/202 GDP/14923.6103515625
Area/1649 GDP/20590.248046875
Area/124 GDP/9652.640625
Area/428 GDP/1891.8707275390625
Area/886 GDP/846.966064453125
Area/3234 GDP/10000.0
Area/4091 GDP/4037.637939453125
Area/1202 GDP/36111.55078125
Area/1227 GDP/10000.0
Area/1912 GDP/9228.875
Area/3304 GDP/36006.62890625
Area/385 GDP/14923.6103515625
Area/360 GDP/2145.804931640625
Area/324 GDP/5600.4658203125
Area/3196 GDP/10002.078125
Area/184 GDP/5784.97705078125
Area/1973 GDP/10000.0
Area/3400 GDP/10074.21875
Area/2300 GDP/10000.0
Area/3402 GDP/15241.0986328125
Area/4051 GDP/9972.28125
Area/875 GDP/9652.640625
Area/2908 GDP/193.05047607421875
Area/1294 GDP/36111.55078125
Area/285 GDP/30773.50390625
Area/1447 GDP/6109.89111328125
Area/150 GDP/3848.2470703125
Area/1400 GDP/10000.0
Area/2217 GDP/10000.0
Area/2788 GDP/46966.94921875
Area/4062 GDP/8646.8427734375
Area/2823 GDP/10.014730453491211
Area/1302 GDP/36111.55078125
Area/2299 GDP/10000.0
Area/1329 GDP/10000.0
Area/2370 GDP/6.64335823059082
Area/1228 GDP/10000.0
Area/4209 GDP/1339.2891845703125
Area/2882 GDP/10092.9052734375
Area/163 GDP/815.0498657226562
Area/3046 GDP/10000.0
Area/258 GDP/1017.6395263671875
Area/869 GDP/10000.0
Area/220 GDP/9652.640625
Area/148 GDP/3046.96435546875
Area/2914 GDP/8.126351356506348
Area/2467 GDP/22391.330078125
Area/3911 GDP/1823.9532470703125
Area/1496 GDP/10000.0
Area/713 GDP/1962.2725830078125
Area/2100 GDP/20590.248046875
Area/3228 GDP/15241.0986328125
Area/2550 GDP/65.10910034179688
Area/2117 GDP/10000.0
Area/212 GDP/7748.2099609375
Area/2403 GDP/10000.0
Area/306 GDP/9652.640625
Area/3799 GDP/20362.48046875
Area/622 GDP/527.6954345703125
Area/424 GDP/6326.0263671875
Area/4071 GDP/12630.955078125
Area/3997 GDP/1127.0472412109375
Area/2588 GDP/10000.0
Area/1964 GDP/10000.0
Area/864 GDP/9652.640625
Area/2852 GDP/10000.0
Area/4126 GDP/9338.9453125
Area/917 GDP/6827.14208984375
Area/813 GDP/3307.3076171875
Area/3202 GDP/10075.701171875
Area/1734 GDP/2597.711181640625
Area/3940 GDP/10353.8701171875
Area/1526 GDP/4772.3759765625
Area/2690 GDP/10000.0
Area/1897 GDP/6450.91259765625
Area/3393 GDP/15018.55859375
Area/3555 GDP/93.8187484741211
Area/1275 GDP/61.33530807495117
Area/2154 GDP/10000.0
Area/378 GDP/13693.904296875
Area/2893 GDP/7986.29052734375
Area/2790 GDP/31820.576171875
Area/863 GDP/36111.55078125
Area/616 GDP/3953.3896484375
Area/2378 GDP/0.0
Area/3836 GDP/18699.6171875
Area/1269 GDP/902.881591796875
Area/2644 GDP/2383.812744140625
Area/2458 GDP/2317.13818359375
Area/1196 GDP/24069.599609375
Area/2782 GDP/10000.0
Area/1619 GDP/10154.4228515625
Area/2637 GDP/549.5079345703125
Area/160 GDP/3646.1484375
Area/2032 GDP/10000.0
Area/1203 GDP/36111.55078125
Area/2934 GDP/38372.16796875
Area/3165 GDP/10567.1796875
Area/3717 GDP/15036.1123046875
Area/2397 GDP/10000.0
Area/3901 GDP/19373.04296875
Area/4149 GDP/10841.794921875
Area/2410 GDP/10000.0
Area/2229 GDP/10000.0
Area/3662 GDP/10043.80078125
Area/299 GDP/2700.433837890625
Area/592 GDP/9652.640625
Area/115 GDP/1589.846435546875
Area/1634 GDP/5882.3828125
Area/1271 GDP/3108.23486328125
Area/3276 GDP/0.5915083289146423
Area/2337 GDP/10064.2197265625
Area/3360 GDP/2893.89111328125
Area/279 GDP/21424.744140625
Area/797 GDP/1541.01513671875
Area/3760 GDP/9380.9462890625
Area/2621 GDP/3938.216796875
Area/1017 GDP/6088.62353515625
Area/3095 GDP/664.5223999023438
Area/3919 GDP/737.985107421875
Area/2996 GDP/941.071533203125
Area/3876 GDP/16567.142578125
Area/824 GDP/27559.197265625
Area/888 GDP/2513.136962890625
Area/3849 GDP/5143.3271484375
Area/1963 GDP/10000.0
Area/715 GDP/1881.372802734375
Area/614 GDP/6683.6669921875
Area/1002 GDP/5125.984375
Area/3379 GDP/39261.2109375
Area/1175 GDP/9109.6103515625
Area/487 GDP/36111.55078125
Area/646 GDP/13980.8974609375
Area/1156 GDP/43603.69140625
Area/3992 GDP/4667.12109375
Area/2867 GDP/10000.0
Area/493 GDP/9652.640625
Area/140 GDP/8326.3076171875
Area/996 GDP/7030.64501953125
Area/3964 GDP/9980.7099609375
Area/339 GDP/1588.364013671875
Area/3914 GDP/3.1487350463867188
Area/58 GDP/4023.501708984375
Area/733 GDP/11314.5439453125
Area/734 GDP/14698.3759765625
Area/3159 GDP/12617.0595703125
Area/2311 GDP/10000.0
Area/2377 GDP/29258.28515625
Area/97 GDP/4390.1552734375
Area/2240 GDP/10000.0
Area/3609 GDP/3003.660400390625
Area/915 GDP/11189.9013671875
Area/46 GDP/2057.785400390625
Area/805 GDP/1376.910400390625
Area/2693 GDP/10092.318359375
Area/798 GDP/1541.01513671875
Area/3229 GDP/15241.0986328125
Area/204 GDP/14923.6103515625
Area/1979 GDP/40763.25390625
Area/3413 GDP/14453.3427734375
Area/2194 GDP/10000.0
Area/2805 GDP/3033.605224609375
Area/2119 GDP/10000.0
Area/2356 GDP/9833.61328125
Area/281 GDP/8145.35595703125
Area/2638 GDP/3425.71875
Area/1145 GDP/10000.0
Area/1713 GDP/10154.4228515625
Area/142 GDP/6307.5380859375
Area/2891 GDP/874.2283935546875
Area/2816 GDP/5117.416015625
Area/2515 GDP/10000.0
Area/676 GDP/36111.55078125
Area/3281 GDP/4.1700005531311035
Area/1829 GDP/20590.248046875
Area/649 GDP/29051.5546875
Area/65 GDP/5377.1650390625
Area/3380 GDP/43384.3046875
Area/1402 GDP/10000.0
Area/1313 GDP/36111.55078125
Area/3326 GDP/10000.0
Area/3174 GDP/1963.199951171875
Area/1817 GDP/1489.659423828125
Area/440 GDP/761.766845703125
Area/1317 GDP/10000.0
Area/3528 GDP/12357.123046875
Area/2613 GDP/14578.3056640625
Area/3545 GDP/4294.4736328125
Area/1167 GDP/9261.7763671875
Area/1071 GDP/4682.43701171875
Area/4002 GDP/693.2005615234375
Area/3522 GDP/11470.0537109375
Area/3954 GDP/7512.16357421875
Area/2791 GDP/10019.1416015625
Area/925 GDP/8003.38330078125
Area/2407 GDP/10000.0
Area/2232 GDP/10000.0
Area/4208 GDP/45046.33984375
Area/4118 GDP/2961.58349609375
Area/197 GDP/14910.3251953125
Area/3339 GDP/19181.037109375
Area/2572 GDP/10000.0
Area/456 GDP/3744.919921875
Area/3376 GDP/10047.962890625
Area/2551 GDP/12424.9365234375
Area/1253 GDP/4483.5498046875
Area/268 GDP/4259.66162109375
Area/1139 GDP/36111.55078125
Area/4078 GDP/20362.48046875
Area/3639 GDP/1323.087646484375
Area/3075 GDP/6430.15673828125
Area/563 GDP/17912.68359375
Area/3369 GDP/4.1700005531311035
Area/232 GDP/3641.15234375
Area/2137 GDP/10000.0
Area/1077 GDP/2967.698486328125
Area/3122 GDP/10058.9501953125
Area/2096 GDP/4748.5654296875
Area/3974 GDP/13892.20703125
Area/3975 GDP/12246.486328125
Area/3076 GDP/609.824951171875
Area/18 GDP/14923.6103515625
Area/3119 GDP/10001.83984375
Area/2462 GDP/4260.7001953125
Area/225 GDP/7352.14013671875
Area/68 GDP/6895.9248046875
Area/3988 GDP/15462.853515625
Area/540 GDP/1769.749755859375
Area/1461 GDP/103.77583312988281
Area/3659 GDP/32995.56640625
Area/3163 GDP/14405.876953125
Area/2219 GDP/10000.0
Area/3739 GDP/47574.1953125
Area/310 GDP/9652.640625
Area/2168 GDP/3017.874267578125
Area/354 GDP/2068.267578125
Area/1113 GDP/36111.55078125
Area/3663 GDP/10043.80078125
Area/1709 GDP/10154.4228515625
Area/29 GDP/4182.66162109375
Area/1189 GDP/12480.1806640625
Area/3694 GDP/6221.884765625
Area/2085 GDP/7997.9208984375
Area/2315 GDP/10000.0
Area/3989 GDP/20283.451171875
Area/2916 GDP/0.5915083289146423
Area/3430 GDP/13117.75
Area/943 GDP/36111.55078125
Area/3511 GDP/42913.26171875
Area/3316 GDP/10031.470703125
Area/3454 GDP/10557.3017578125
Area/2707 GDP/10054.685546875
Area/2830 GDP/6856.95458984375
Area/2566 GDP/9254.568359375
Area/2801 GDP/1554.20556640625
Area/1007 GDP/8810.1689453125
Area/330 GDP/9652.640625
Area/812 GDP/2630.282470703125
Area/1671 GDP/10000.0
Area/2654 GDP/4.1700005531311035
Area/2282 GDP/17715.609375
Area/1371 GDP/3186.36767578125
Area/1852 GDP/10000.0
Area/2319 GDP/10000.0
Area/2949 GDP/10000.0
Area/3934 GDP/40277.7109375
Area/3415 GDP/13301.8828125
Area/137 GDP/6978.02294921875
Area/3340 GDP/12939.9404296875
Area/3445 GDP/605.9247436523438
Area/57 GDP/3344.78564453125
Area/988 GDP/4443.7978515625
Area/3491 GDP/10914.345703125
Area/3439 GDP/10553.349609375
Area/3425 GDP/40981.75390625
Area/2925 GDP/0.5915083289146423
Area/3983 GDP/5244.763671875
Area/2489 GDP/10000.0
Area/597 GDP/8284.556640625
Area/2858 GDP/10000.0
Area/1324 GDP/10000.0
Area/1124 GDP/36111.55078125
Area/1070 GDP/34334.77734375
Area/2226 GDP/10000.0
Area/2957 GDP/10000.0
Area/3796 GDP/12600.1279296875
Area/2053 GDP/10000.0
Area/1891 GDP/8147.18017578125
Area/1362 GDP/3108.23486328125
Area/707 GDP/4972.03369140625
Area/2275 GDP/0.5915083289146423
Area/1187 GDP/648.6378784179688
Area/2003 GDP/10849.28125
Area/550 GDP/2335.54296875
Area/3160 GDP/14637.0283203125
Area/3102 GDP/44903.97265625
Area/1965 GDP/10000.0
Area/1492 GDP/10000.0
Area/2339 GDP/10111.478515625
Area/3406 GDP/10000.0
Area/3310 GDP/15241.0986328125
Area/2330 GDP/10000.0
Area/2379 GDP/0.0
Area/1835 GDP/10000.0
Area/1069 GDP/34334.77734375
Area/757 GDP/36111.55078125
Area/2173 GDP/4355.61328125
Area/2401 GDP/10000.0
Area/640 GDP/8297.39453125
Area/369 GDP/2766.961181640625
Area/443 GDP/2419.123291015625
Area/723 GDP/1105.8359375
Area/2620 GDP/3938.216796875
Area/1759 GDP/10000.0
Area/1486 GDP/10000.0
Area/1314 GDP/10000.0
Area/2961 GDP/10000.978515625
Area/1857 GDP/10000.0
Area/3182 GDP/2128.02197265625
Area/639 GDP/2654.260498046875
Area/3936 GDP/37507.0078125
Area/904 GDP/5479.90234375
Area/1862 GDP/10000.0
Area/2381 GDP/0.0
Area/1732 GDP/130.35171508789062
Area/3341 GDP/19016.826171875
Area/811 GDP/4592.19482421875
Area/1554 GDP/14333.826171875
Area/3764 GDP/8133.07666015625
Area/2254 GDP/17109.76171875
Area/3657 GDP/10123.8642578125
Area/3703 GDP/11624.1552734375
Area/2971 GDP/20337.75
Area/3800 GDP/17497.779296875
Area/3714 GDP/20362.48046875
Area/348 GDP/3763.423583984375
Area/3504 GDP/15241.0986328125
Area/3237 GDP/10077.546875
Area/3646 GDP/4.1700005531311035
Area/1838 GDP/10000.0
Area/2855 GDP/10000.0
Area/2459 GDP/5094.9287109375
Area/4117 GDP/11893.8486328125
Area/846 GDP/36111.55078125
Area/3909 GDP/8279.3701171875
Area/4184 GDP/3047.834716796875
Area/2623 GDP/2324.618408203125
Area/1985 GDP/6216.021484375
Area/3745 GDP/45601.515625
Area/3094 GDP/3077.60693359375
Area/3025 GDP/10000.888671875
Area/2570 GDP/10000.0
Area/1076 GDP/2967.698486328125
Area/257 GDP/1017.6395263671875
Area/1934 GDP/10000.0
Area/393 GDP/9652.640625
Area/3603 GDP/14118.671875
Area/2635 GDP/117.78224182128906
Area/1121 GDP/36111.55078125
Area/3366 GDP/608.8109741210938
Area/132 GDP/6157.52587890625
Area/246 GDP/9538.912109375
Area/1028 GDP/36111.55078125
Area/2787 GDP/10016.2724609375
Area/1481 GDP/36111.55078125
Area/1632 GDP/3212.41943359375
Area/1263 GDP/6320.2109375
Area/755 GDP/34432.5390625
Area/3249 GDP/13120.1259765625
Area/273 GDP/8033.2421875
Area/4178 GDP/10852.8486328125
Area/1503 GDP/10000.0
Area/2262 GDP/2161.312255859375
Area/709 GDP/949.1170654296875
Area/2134 GDP/10000.0
Area/1907 GDP/2286.341064453125
Area/1571 GDP/10000.0
Area/3725 GDP/1015.4548950195312
Area/2759 GDP/10000.0
Area/748 GDP/14923.6103515625
Area/1711 GDP/10154.4228515625
Area/1127 GDP/36111.55078125
Area/3345 GDP/20320.990234375
Area/396 GDP/36111.55078125
Area/2361 GDP/15047.9013671875
Area/602 GDP/9652.640625
Area/1125 GDP/36111.55078125
Area/3026 GDP/10001.7197265625
Area/4150 GDP/4873.34033203125
Area/3214 GDP/10101.1259765625
Area/183 GDP/1495.634765625
Area/3356 GDP/12471.7109375
Area/1325 GDP/10000.0
Area/3614 GDP/10052.5673828125
Area/335 GDP/7766.2783203125
Area/1034 GDP/36111.55078125
Area/3661 GDP/24105.341796875
Area/3000 GDP/215.32568359375
Area/4100 GDP/3.1487350463867188
Area/2445 GDP/730.7520141601562
Area/1484 GDP/36111.55078125
Area/763 GDP/36111.55078125
Area/3264 GDP/10339.978515625
Area/2004 GDP/18566.283203125
Area/2218 GDP/10000.0
Area/3887 GDP/7014.95068359375
Area/2360 GDP/1734.8695068359375
Area/2359 GDP/7592.78955078125
Area/1742 GDP/10000.0
Area/1727 GDP/8015.66552734375
Area/1295 GDP/36111.55078125
Area/576 GDP/36111.55078125
Area/1065 GDP/10096.9609375
Area/412 GDP/2835.291015625
Area/3733 GDP/4.1700005531311035
Area/532 GDP/5354.873046875
Area/1262 GDP/8631.7861328125
Area/320 GDP/8602.5517578125
Area/2093 GDP/0.5915083289146423
Area/588 GDP/36111.55078125
Area/1905 GDP/5748.37451171875
Area/2964 GDP/40427.7109375
Area/2919 GDP/9556.1826171875
Area/3786 GDP/10900.021484375
Area/1823 GDP/95.01093292236328
Area/1375 GDP/7484.259765625
Area/828 GDP/8086.3955078125
Area/2036 GDP/10000.0
Area/4092 GDP/605.9247436523438
Area/1406 GDP/10000.0
Area/4039 GDP/6441.05517578125
Area/4270 GDP/16165.2109375
Area/543 GDP/5735.66748046875
Area/1708 GDP/10154.4228515625
Area/388 GDP/10833.0830078125
Area/3847 GDP/5075.56396484375
Area/545 GDP/403.46929931640625
Area/2731 GDP/15.825357437133789
Area/4223 GDP/1375.2996826171875
Area/149 GDP/3848.2470703125
Area/439 GDP/2435.599853515625
Area/2656 GDP/28783.1875
Area/2382 GDP/0.0
Area/721 GDP/2183.604248046875
Area/722 GDP/474.5161437988281
Area/1899 GDP/8404.5234375
Area/3213 GDP/31915.220703125
Area/205 GDP/14923.6103515625
Area/2981 GDP/5364.5654296875
Area/3842 GDP/35606.58984375
Area/2390 GDP/10000.0
Area/626 GDP/8018.27490234375
Area/1019 GDP/36086.4375
Area/4167 GDP/20362.48046875
Area/3190 GDP/4.1700005531311035
Area/1369 GDP/2868.696533203125
Area/693 GDP/9652.640625
Area/3677 GDP/9766.18359375
Area/2674 GDP/10000.0
Area/879 GDP/4274.1328125
Area/1695 GDP/10000.0
Area/2326 GDP/10000.0
Area/463 GDP/4650.0771484375
Area/1525 GDP/4772.3759765625
Area/3448 GDP/3763.02197265625
Area/4161 GDP/5728.79931640625
Area/415 GDP/5529.11767578125
Area/1726 GDP/8015.66552734375
Area/44 GDP/5799.873046875
Area/1429 GDP/10112.765625
Area/2633 GDP/611.4637451171875
Area/462 GDP/4650.0771484375
Area/1884 GDP/10000.0
Area/2355 GDP/4613.42431640625
Area/4045 GDP/7473.6728515625
Area/873 GDP/10000.0
Area/1561 GDP/20590.248046875
Area/3212 GDP/31915.220703125
Area/3598 GDP/15241.0986328125
Area/3530 GDP/4349.79150390625
Area/4119 GDP/2961.58349609375
Area/372 GDP/17586.23046875
Area/2476 GDP/10002.251953125
Area/3463 GDP/4.1700005531311035
Area/4064 GDP/9608.9853515625
Area/3201 GDP/10050.9580078125
Area/3773 GDP/2324.290283203125
Area/152 GDP/9911.2080078125
Area/1781 GDP/10000.0
Area/2062 GDP/10000.0
Area/1809 GDP/3771.177490234375
Area/4007 GDP/3.1487350463867188
Area/1103 GDP/1751.3687744140625
Area/3138 GDP/15241.0986328125
Area/4123 GDP/13278.044921875
Area/421 GDP/9652.640625
Area/765 GDP/36111.55078125
Area/826 GDP/10505.7177734375
Area/1716 GDP/4828.2470703125
Area/162 GDP/4099.74072265625
Area/84 GDP/746.924560546875
Area/1686 GDP/10000.0
Area/3525 GDP/10000.0
Area/291 GDP/8709.2255859375
Area/1274 GDP/1137.997802734375
Area/3172 GDP/6398.54638671875
Area/1217 GDP/36111.55078125
Area/3688 GDP/15241.0986328125
Area/1906 GDP/1653.444091796875
Area/778 GDP/10000.0
Area/2431 GDP/45780.8359375
Area/1232 GDP/36111.55078125
Area/207 GDP/2391.480712890625
Area/1873 GDP/10000.0
Area/906 GDP/7950.42919921875
Area/3409 GDP/5634.31640625
Area/2605 GDP/10067.5029296875
Area/3398 GDP/26834.15234375
Area/644 GDP/7114.619140625
Area/1495 GDP/10000.0
Area/4229 GDP/2054.225830078125
Area/1179 GDP/1210.1021728515625
Area/2561 GDP/0.0
Area/4179 GDP/7186.61474609375
Area/1844 GDP/10000.0
Area/1433 GDP/10092.64453125
Area/238 GDP/7117.857421875
Area/3857 GDP/9663.4541015625
Area/860 GDP/36111.55078125
Area/2597 GDP/10000.0
Area/2205 GDP/10000.0
Area/3405 GDP/10000.0
Area/3490 GDP/10914.345703125
Area/1647 GDP/20590.248046875
Area/481 GDP/2767.0244140625
Area/656 GDP/35282.859375
Area/3942 GDP/14169.8642578125
Area/3818 GDP/615.5972900390625
Area/3843 GDP/10136.9453125
Area/3599 GDP/10217.89453125
Area/1627 GDP/2271.0654296875
Area/2221 GDP/10000.0
Area/2847 GDP/10000.900390625
Area/701 GDP/7243.8720703125
Area/1680 GDP/10000.0
Area/3407 GDP/10000.0
Area/960 GDP/10000.0
Area/880 GDP/10040.2734375
Area/1493 GDP/10000.0
Area/2976 GDP/326.28570556640625
Area/3902 GDP/4968.9267578125
Area/3558 GDP/46074.484375
Area/708 GDP/2920.672607421875
Area/1181 GDP/6311.48828125
Area/1246 GDP/10081.39453125
Area/4106 GDP/8976.3720703125
Area/3516 GDP/14311.810546875
Area/751 GDP/9341.2958984375
Area/3187 GDP/63.61428451538086
Area/2945 GDP/10000.0
Area/2978 GDP/390.62286376953125
Area/2548 GDP/3294.50341796875
Area/3561 GDP/45118.75390625
Area/1942 GDP/10000.0
Area/1338 GDP/45718.40625
Area/896 GDP/3331.2666015625
Area/852 GDP/36111.55078125
Area/1380 GDP/24037.103515625
Area/1938 GDP/10000.0
Area/2250 GDP/10033.0009765625
Area/377 GDP/13693.904296875
Area/1626 GDP/2271.0654296875
Area/3655 GDP/5677.11865234375
Area/1751 GDP/10000.0
Area/3179 GDP/6031.07373046875
Area/3864 GDP/11900.857421875
Area/1350 GDP/6919.185546875
Area/53 GDP/3588.098876953125
Area/1788 GDP/10000.0
Area/3082 GDP/1526.5802001953125
Area/3191 GDP/4.1700005531311035
Area/1066 GDP/10059.458984375
Area/3397 GDP/49101.5390625
Area/3252 GDP/10070.3720703125
Area/1231 GDP/36111.55078125
Area/3288 GDP/24789.466796875
Area/1987 GDP/9939.6064453125
Area/2920 GDP/1426.313232421875
Area/2133 GDP/10000.0
Area/1909 GDP/258.7980651855469
Area/4094 GDP/690.75439453125
Area/2603 GDP/10034.5009765625
Area/3660 GDP/9623.6962890625
Area/3875 GDP/3300.819091796875
Area/161 GDP/462.2796325683594
Area/993 GDP/4550.47021484375
Area/153 GDP/10061.3779296875
Area/1148 GDP/10000.0
Area/1961 GDP/10000.0
Area/3300 GDP/10100.1904296875
Area/3728 GDP/607.3678588867188
Area/2352 GDP/1575.9068603515625
Area/2109 GDP/10000.0
Area/4273 GDP/2956.95458984375
Area/3203 GDP/10075.701171875
Area/1009 GDP/11347.7470703125
Area/2446 GDP/730.7520141601562
Area/426 GDP/5792.95849609375
Area/4060 GDP/4573.04052734375
Area/3977 GDP/16916.935546875
Area/2836 GDP/4.1700005531311035
Area/2175 GDP/7840.908203125
Area/980 GDP/3499.79736328125
Area/2369 GDP/6.64335823059082
Area/1343 GDP/45359.453125
Area/3880 GDP/3597.400634765625
Area/2230 GDP/10000.0
Area/4006 GDP/3.1487350463867188
Area/1805 GDP/9008.2734375
Area/1532 GDP/10154.4228515625
Area/2204 GDP/10001.76171875
Area/63 GDP/7914.56884765625
Area/3449 GDP/5398.26611328125
Area/2155 GDP/10053.67578125
Area/3680 GDP/6341.34228515625
Area/714 GDP/1962.2725830078125
Area/2912 GDP/3.0800070762634277
Area/1845 GDP/10000.0
Area/71 GDP/998.255126953125
Area/2864 GDP/10000.0
Area/965 GDP/10000.0
Area/650 GDP/36111.55078125
Area/955 GDP/36111.55078125
Area/4246 GDP/8133.171875
Area/496 GDP/36111.55078125
Area/3154 GDP/45585.75
Area/1377 GDP/455.3378601074219
Area/2101 GDP/10000.0
Area/3384 GDP/13835.7919921875
Area/7 GDP/5016.02197265625
Area/2984 GDP/11813.0263671875
Area/902 GDP/5229.8447265625
Area/3906 GDP/736.5037231445312
Area/2073 GDP/2022.7349853515625
Area/3414 GDP/14453.3427734375
Area/4258 GDP/20362.48046875
