Area/1109 Carbon/470.50762939453125
Area/4180 Carbon/200.82559204101562
Area/1996 Carbon/421.90087890625
Area/2650 Carbon/121.06153106689453
Area/278 Carbon/163.74075317382812
Area/82 Carbon/70.02432250976562
Area/3434 Carbon/1837.9915771484375
Area/2798 Carbon/405.0334167480469
Area/1106 Carbon/320.96112060546875
Area/741 Carbon/632.59912109375
Area/3370 Carbon/35.32432174682617
Area/3900 Carbon/614.4989013671875
Area/2734 Carbon/164.0756072998047
Area/1382 Carbon/562.64697265625
Area/1763 Carbon/4041.754638671875
Area/1541 Carbon/356.653076171875
Area/815 Carbon/202.582275390625
Area/1514 Carbon/1170.125244140625
Area/2946 Carbon/1722.869384765625
Area/112 Carbon/454.3330993652344
Area/4032 Carbon/667.6544799804688
Area/1397 Carbon/1938.625244140625
Area/3570 Carbon/608.001708984375
Area/1061 Carbon/760.1327514648438
Area/411 Carbon/596.8524780273438
Area/874 Carbon/1038.3409423828125
Area/2755 Carbon/997.3887939453125
Area/1050 Carbon/1287.2535400390625
Area/4260 Carbon/1281.17138671875
Area/2898 Carbon/312.21148681640625
Area/2267 Carbon/549.3251953125
Area/3689 Carbon/670.5732421875
Area/3629 Carbon/381.6260986328125
Area/3049 Carbon/1715.8348388671875
Area/3616 Carbon/2268.778564453125
Area/1806 Carbon/1204.838623046875
Area/191 Carbon/335.71026611328125
Area/83 Carbon/60.39583206176758
Area/528 Carbon/167.93414306640625
Area/2900 Carbon/190.7601318359375
Area/328 Carbon/878.0173950195312
Area/2419 Carbon/2167.5361328125
Area/3112 Carbon/254.31378173828125
Area/1645 Carbon/383.41278076171875
Area/3085 Carbon/127.73248291015625
Area/1795 Carbon/1075.6375732421875
Area/1177 Carbon/257.3673095703125
Area/2814 Carbon/144.32553100585938
Area/293 Carbon/441.4137878417969
Area/3496 Carbon/990.1920166015625
Area/2274 Carbon/998.9797973632812
Area/2953 Carbon/2181.001220703125
Area/3399 Carbon/1255.74072265625
Area/4120 Carbon/455.2874755859375
Area/406 Carbon/562.6923828125
Area/1506 Carbon/2780.466552734375
Area/1412 Carbon/2324.948974609375
Area/3782 Carbon/467.24200439453125
Area/2024 Carbon/1417.610107421875
Area/3303 Carbon/992.5401611328125
Area/3325 Carbon/871.3016967773438
Area/69 Carbon/107.79879760742188
Area/263 Carbon/85.49938201904297
Area/1970 Carbon/1612.2353515625
Area/2885 Carbon/529.9642333984375
Area/500 Carbon/689.679931640625
Area/3471 Carbon/379.2735595703125
Area/695 Carbon/1067.291015625
Area/1688 Carbon/4311.70361328125
Area/2710 Carbon/428.393798828125
Area/2541 Carbon/353.7748107910156
Area/1355 Carbon/536.2782592773438
Area/2106 Carbon/862.6661987304688
Area/2486 Carbon/0.0
Area/4087 Carbon/325.50909423828125
Area/2587 Carbon/2942.570068359375
Area/2014 Carbon/213705.609375
Area/3337 Carbon/888.8330078125
Area/683 Carbon/850.2415771484375
Area/2010 Carbon/856.5775146484375
Area/1279 Carbon/95.36737060546875
Area/4153 Carbon/774.5987548828125
Area/3595 Carbon/946.6553955078125
Area/1926 Carbon/1183.4954833984375
Area/1721 Carbon/533.200927734375
Area/3553 Carbon/75.48001098632812
Area/584 Carbon/907.4849243164062
Area/1576 Carbon/2431.869140625
Area/3320 Carbon/1425.3116455078125
Area/173 Carbon/67.73942565917969
Area/3273 Carbon/112.38960266113281
Area/1025 Carbon/970.0131225585938
Area/1348 Carbon/865.8933715820312
Area/3070 Carbon/624.5010986328125
Area/556 Carbon/444.13397216796875
Area/87 Carbon/70.91218566894531
Area/3007 Carbon/100.577880859375
Area/3527 Carbon/1782.5267333984375
Area/17 Carbon/570.9800415039062
Area/3537 Carbon/232.51834106445312
Area/3837 Carbon/303.9815979003906
Area/1998 Carbon/297.11676025390625
Area/2048 Carbon/4774.4736328125
Area/865 Carbon/1028.7122802734375
Area/675 Carbon/981.485595703125
Area/2701 Carbon/636.0420532226562
Area/3452 Carbon/134.43589782714844
Area/2309 Carbon/2709.6337890625
Area/1592 Carbon/3892.2412109375
Area/2824 Carbon/130.2860870361328
Area/1846 Carbon/2227.36669921875
Area/3286 Carbon/187.934326171875
Area/697 Carbon/828.584716796875
Area/345 Carbon/146.23036193847656
Area/2589 Carbon/3174.06103515625
Area/100 Carbon/556.9030151367188
Area/720 Carbon/139.0093231201172
Area/636 Carbon/187.6778564453125
Area/1991 Carbon/716.203125
Area/4171 Carbon/920.6566772460938
Area/3271 Carbon/110.0164566040039
Area/857 Carbon/1163.5333251953125
Area/442 Carbon/133.4041748046875
Area/4239 Carbon/421.37994384765625
Area/3293 Carbon/408.1931457519531
Area/851 Carbon/1748.9215087890625
Area/221 Carbon/703.393798828125
Area/2333 Carbon/1299.17626953125
Area/3917 Carbon/63.86770248413086
Area/2878 Carbon/897.5083618164062
Area/2998 Carbon/142.46888732910156
Area/4182 Carbon/130.12164306640625
Area/321 Carbon/533.69580078125
Area/2648 Carbon/130.19546508789062
Area/3475 Carbon/409.01055908203125
Area/1344 Carbon/684.28515625
Area/507 Carbon/896.8172607421875
Area/1553 Carbon/332.09796142578125
Area/3697 Carbon/749.242431640625
Area/4240 Carbon/434.9965515136719
Area/3813 Carbon/323.19610595703125
Area/4157 Carbon/1041.770263671875
Area/1921 Carbon/729.7940063476562
Area/1204 Carbon/840.156982421875
Area/3062 Carbon/834.1126708984375
Area/185 Carbon/148.3845977783203
Area/409 Carbon/587.2804565429688
Area/3839 Carbon/268.55914306640625
Area/3003 Carbon/48.59910583496094
Area/1157 Carbon/511.1595764160156
Area/2120 Carbon/2153.327880859375
Area/3458 Carbon/22.576412200927734
Area/740 Carbon/565.97802734375
Area/3580 Carbon/1074.019287109375
Area/2016 Carbon/1113.6435546875
Area/2054 Carbon/3576.922607421875
Area/1215 Carbon/1847.2080078125
Area/887 Carbon/375.1888122558594
Area/4079 Carbon/1174.43359375
Area/1393 Carbon/1750.9530029296875
Area/523 Carbon/208.5060577392578
Area/469 Carbon/496.9034729003906
Area/3883 Carbon/1132.620849609375
Area/3960 Carbon/495.8831787109375
Area/2488 Carbon/2965.1611328125
Area/3450 Carbon/156.89402770996094
Area/3587 Carbon/1034.58544921875
Area/3198 Carbon/154.66299438476562
Area/1194 Carbon/290.1219482421875
Area/1450 Carbon/293.41845703125
Area/1238 Carbon/1188.8511962890625
Area/3763 Carbon/1064.82958984375
Area/569 Carbon/499.32733154296875
Area/1543 Carbon/183.05043029785156
Area/1917 Carbon/645.825439453125
Area/4226 Carbon/377.1524658203125
Area/3774 Carbon/759.1422119140625
Area/3424 Carbon/760.9190063476562
Area/560 Carbon/619.3751831054688
Area/3896 Carbon/998.9619750976562
Area/4021 Carbon/217.6290283203125
Area/1617 Carbon/1070.96875
Area/2288 Carbon/673.7700805664062
Area/2051 Carbon/4517.37890625
Area/1676 Carbon/3694.67724609375
Area/3607 Carbon/755.78173828125
Area/4219 Carbon/352.0646667480469
Area/3308 Carbon/1333.8157958984375
Area/1775 Carbon/5391.5
Area/2207 Carbon/1206.7276611328125
Area/3892 Carbon/1405.7279052734375
Area/1101 Carbon/206.7367706298828
Area/359 Carbon/118.62471008300781
Area/1422 Carbon/1181.2418212890625
Area/2387 Carbon/1053.365478515625
Area/2335 Carbon/1064.229736328125
Area/3612 Carbon/1583.801025390625
Area/1589 Carbon/3613.9443359375
Area/4176 Carbon/406.25970458984375
Area/494 Carbon/859.5323486328125
Area/3535 Carbon/351.0196228027344
Area/4088 Carbon/226.8341064453125
Area/1990 Carbon/747.0107421875
Area/1039 Carbon/1921.24658203125
Area/1718 Carbon/804.6749877929688
Area/3086 Carbon/112.22481536865234
Area/338 Carbon/356.2728576660156
Area/113 Carbon/431.43646240234375
Area/1983 Carbon/1275.0123291015625
Area/2861 Carbon/3283.573974609375
Area/3613 Carbon/1843.925048828125
Area/854 Carbon/1268.19384765625
Area/464 Carbon/311.34649658203125
Area/3681 Carbon/782.4075927734375
Area/970 Carbon/783.4696044921875
Area/2374 Carbon/503.02288818359375
Area/2164 Carbon/873.8606567382812
Area/1003 Carbon/80.19267272949219
Area/3812 Carbon/374.57171630859375
Area/2709 Carbon/396.6211853027344
Area/2034 Carbon/3056.911865234375
Area/1731 Carbon/111.28923034667969
Area/1108 Carbon/441.34686279296875
Area/850 Carbon/1975.94482421875
Area/2833 Carbon/68.7210693359375
Area/3426 Carbon/853.8695068359375
Area/1252 Carbon/497.8349914550781
Area/3708 Carbon/2057.249755859375
Area/3925 Carbon/324.3160095214844
Area/1489 Carbon/2171.037841796875
Area/3033 Carbon/1355.06201171875
Area/3436 Carbon/1535.083984375
Area/3624 Carbon/602.3687133789062
Area/1687 Carbon/4363.123046875
Area/2424 Carbon/1179.1605224609375
Area/2521 Carbon/658.7085571289062
Area/1315 Carbon/2273.571044921875
Area/2534 Carbon/450.7492980957031
Area/1014 Carbon/388.76336669921875
Area/3860 Carbon/863.6424560546875
Area/2924 Carbon/71.67848205566406
Area/522 Carbon/246.21844482421875
Area/1958 Carbon/5751.4326171875
Area/3059 Carbon/1023.1309204101562
Area/1887 Carbon/1093.9154052734375
Area/4133 Carbon/490.6090393066406
Area/1240 Carbon/961.3487548828125
Area/2169 Carbon/852.10205078125
Area/3938 Carbon/512.9518432617188
Area/819 Carbon/81.09162139892578
Area/998 Carbon/176.3329620361328
Area/604 Carbon/1103.6539306640625
Area/327 Carbon/825.5142822265625
Area/2942 Carbon/1405.350830078125
Area/1455 Carbon/130.50511169433594
Area/22 Carbon/330.171630859375
Area/3391 Carbon/785.9635009765625
Area/2577 Carbon/0.0
Area/2627 Carbon/336.6237487792969
Area/2991 Carbon/173.9652557373047
Area/1892 Carbon/1358.600341796875
Area/1398 Carbon/1959.6529541015625
Area/3181 Carbon/116.0525894165039
Area/3299 Carbon/649.5707397460938
Area/3546 Carbon/111.5699462890625
Area/2651 Carbon/121.08528900146484
Area/298 Carbon/454.9914245605469
Area/2715 Carbon/487.49853515625
Area/3497 Carbon/942.1539306640625
Area/3129 Carbon/1463.5906982421875
Area/631 Carbon/110.15850830078125
Area/2118 Carbon/1726.9503173828125
Area/1337 Carbon/717.2327880859375
Area/3173 Carbon/195.74156188964844
Area/4255 Carbon/1125.0953369140625
Area/2436 Carbon/468.422119140625
Area/235 Carbon/637.86328125
Area/237 Carbon/811.3894653320312
Area/1257 Carbon/547.7338256835938
Area/2565 Carbon/447.3807678222656
Area/509 Carbon/1039.9676513671875
Area/3115 Carbon/370.9427490234375
Area/1470 Carbon/437.7789306640625
Area/2039 Carbon/3752.523193359375
Area/3334 Carbon/797.4440307617188
Area/2427 Carbon/935.262939453125
Area/3758 Carbon/931.5452270507812
Area/2067 Carbon/1041.7662353515625
Area/1399 Carbon/2086.05224609375
Area/696 Carbon/1041.3651123046875
Area/43 Carbon/388.7933349609375
Area/3355 Carbon/224.4092559814453
Area/2670 Carbon/2584.281494140625
Area/2997 Carbon/124.08509826660156
Area/1198 Carbon/362.1832580566406
Area/3017 Carbon/115.10665893554688
Area/1067 Carbon/485.0838623046875
Area/3118 Carbon/716.4198608398438
Area/2068 Carbon/1024.46875
Area/2658 Carbon/614.5660400390625
Area/4070 Carbon/1327.240966796875
Area/3287 Carbon/210.30325317382812
Area/1336 Carbon/739.1787719726562
Area/4186 Carbon/27.535472869873047
Area/1615 Carbon/780.6771240234375
Area/30 Carbon/734.3289794921875
Area/1292 Carbon/611.238037109375
Area/2056 Carbon/2567.828857421875
Area/2000 Carbon/212.74134826660156
Area/4011 Carbon/122.94746398925781
Area/482 Carbon/827.46240234375
Area/3539 Carbon/184.262451171875
Area/3251 Carbon/1167.9805908203125
Area/4104 Carbon/208.84933471679688
Area/2993 Carbon/125.25609588623047
Area/971 Carbon/713.295166015625
Area/667 Carbon/1487.094482421875
Area/2448 Carbon/493.21234130859375
Area/2598 Carbon/2284.424560546875
Area/2740 Carbon/79.42147827148438
Area/3972 Carbon/896.8836669921875
Area/1557 Carbon/412.4448547363281
Area/1744 Carbon/1011.5159301757812
Area/1270 Carbon/207.85586547851562
Area/165 Carbon/139.8144989013672
Area/1265 Carbon/469.7620849609375
Area/297 Carbon/449.78515625
Area/909 Carbon/220.0722198486328
Area/109 Carbon/498.97900390625
Area/1510 Carbon/1889.745849609375
Area/3353 Carbon/353.241455078125
Area/4048 Carbon/552.4691772460938
Area/478 Carbon/472.7457275390625
Area/3636 Carbon/118.75479125976562
Area/1235 Carbon/1618.876953125
Area/4001 Carbon/114.65754699707031
Area/1881 Carbon/1227.6298828125
Area/2176 Carbon/556.7564697265625
Area/3278 Carbon/30.68716812133789
Area/3335 Carbon/875.7913208007812
Area/3562 Carbon/419.46978759765625
Area/1098 Carbon/120.31571960449219
Area/1780 Carbon/4517.37890625
Area/1483 Carbon/1911.93896484375
Area/3776 Carbon/774.617431640625
Area/2220 Carbon/2878.353271484375
Area/558 Carbon/552.3893432617188
Area/1153 Carbon/756.9829711914062
Area/315 Carbon/541.3326416015625
Area/114 Carbon/408.47076416015625
Area/2704 Carbon/561.1467895507812
Area/958 Carbon/1130.3648681640625
Area/1784 Carbon/1990.1832275390625
Area/3103 Carbon/92.66549682617188
Area/1669 Carbon/3054.86328125
Area/4235 Carbon/446.1890563964844
Area/2440 Carbon/577.8618774414062
Area/992 Carbon/232.31651306152344
Area/202 Carbon/478.4075927734375
Area/1649 Carbon/531.0924682617188
Area/124 Carbon/1123.5164794921875
Area/428 Carbon/452.9819030761719
Area/886 Carbon/448.2048645019531
Area/3234 Carbon/1030.748046875
Area/4091 Carbon/122.14634704589844
Area/1202 Carbon/720.1808471679688
Area/1227 Carbon/2000.29443359375
Area/1912 Carbon/131.8376922607422
Area/3304 Carbon/1166.9384765625
Area/385 Carbon/463.8541564941406
Area/360 Carbon/138.35755920410156
Area/324 Carbon/617.2332763671875
Area/3196 Carbon/139.72265625
Area/184 Carbon/136.1861572265625
Area/1973 Carbon/1303.771728515625
Area/3400 Carbon/1286.5
Area/2300 Carbon/1410.527587890625
Area/3402 Carbon/1193.4188232421875
Area/4051 Carbon/505.60101318359375
Area/875 Carbon/983.2244873046875
Area/2908 Carbon/226.09873962402344
Area/1294 Carbon/788.8482666015625
Area/285 Carbon/490.9911804199219
Area/1447 Carbon/501.56451416015625
Area/150 Carbon/721.5115356445312
Area/1400 Carbon/2103.2451171875
Area/2217 Carbon/2765.135986328125
Area/2788 Carbon/816.0439453125
Area/4062 Carbon/843.2871704101562
Area/2823 Carbon/107.2406234741211
Area/1302 Carbon/1630.2955322265625
Area/2299 Carbon/1266.869140625
Area/1329 Carbon/1400.620361328125
Area/2370 Carbon/305.0604248046875
Area/1228 Carbon/1988.2757568359375
Area/4209 Carbon/319.61541748046875
Area/2882 Carbon/612.628662109375
Area/163 Carbon/124.75867462158203
Area/3046 Carbon/1926.3856201171875
Area/258 Carbon/148.18670654296875
Area/869 Carbon/1039.8092041015625
Area/220 Carbon/847.6177368164062
Area/148 Carbon/734.3943481445312
Area/2914 Carbon/92.27435302734375
Area/2467 Carbon/278.30023193359375
Area/3911 Carbon/109.43853759765625
Area/1496 Carbon/2592.40869140625
Area/713 Carbon/187.02622985839844
Area/2100 Carbon/892.7467041015625
Area/3228 Carbon/1538.0975341796875
Area/2550 Carbon/163.55587768554688
Area/2117 Carbon/1546.87841796875
Area/212 Carbon/873.669189453125
Area/2403 Carbon/2597.832763671875
Area/306 Carbon/1179.898193359375
Area/3799 Carbon/1814.2642822265625
Area/622 Carbon/169.02447509765625
Area/424 Carbon/1008.179931640625
Area/4071 Carbon/1354.222900390625
Area/3997 Carbon/242.309814453125
Area/2588 Carbon/3116.214599609375
Area/1964 Carbon/3437.5830078125
Area/864 Carbon/1063.1583251953125
Area/2852 Carbon/1631.6396484375
Area/4126 Carbon/580.2354736328125
Area/917 Carbon/149.180908203125
Area/813 Carbon/154.2322998046875
Area/3202 Carbon/275.6291198730469
Area/1734 Carbon/349.22076416015625
Area/3940 Carbon/669.5615234375
Area/1526 Carbon/959.4539794921875
Area/2690 Carbon/2110.5576171875
Area/1897 Carbon/1150.3515625
Area/3393 Carbon/853.3639526367188
Area/3555 Carbon/131.78753662109375
Area/1275 Carbon/66.62376403808594
Area/2154 Carbon/1236.468994140625
Area/378 Carbon/500.9553527832031
Area/2893 Carbon/466.8568115234375
Area/2790 Carbon/572.3291015625
Area/863 Carbon/1069.98828125
Area/616 Carbon/239.4712371826172
Area/2378 Carbon/454.6495666503906
Area/3836 Carbon/307.856201171875
Area/1269 Carbon/239.19415283203125
Area/2644 Carbon/204.72128295898438
Area/2458 Carbon/108.90282440185547
Area/1196 Carbon/313.1103515625
Area/2782 Carbon/2054.085693359375
Area/1619 Carbon/1181.2418212890625
Area/2637 Carbon/557.5782470703125
Area/160 Carbon/122.04422760009766
Area/2032 Carbon/3035.499267578125
Area/1203 Carbon/772.5477294921875
Area/2934 Carbon/658.4251098632812
Area/3165 Carbon/640.7520141601562
Area/3717 Carbon/555.1268310546875
Area/2397 Carbon/2756.272216796875
Area/3901 Carbon/559.3975219726562
Area/4149 Carbon/503.46099853515625
Area/2410 Carbon/2798.368408203125
Area/2229 Carbon/3386.163818359375
Area/3662 Carbon/727.005615234375
Area/299 Carbon/447.0158996582031
Area/592 Carbon/763.8008422851562
Area/115 Carbon/374.4786682128906
Area/1634 Carbon/185.35923767089844
Area/1271 Carbon/167.22238159179688
Area/3276 Carbon/22.220123291015625
Area/2337 Carbon/946.6553955078125
Area/3360 Carbon/128.99716186523438
Area/279 Carbon/204.82940673828125
Area/797 Carbon/347.5541076660156
Area/3760 Carbon/1005.9368286132812
Area/2621 Carbon/498.3569030761719
Area/1017 Carbon/499.51739501953125
Area/3095 Carbon/33.23355484008789
Area/3919 Carbon/114.54334259033203
Area/2996 Carbon/113.61206817626953
Area/3876 Carbon/630.2431030273438
Area/824 Carbon/112.51345825195312
Area/888 Carbon/350.63714599609375
Area/3849 Carbon/853.638427734375
Area/1963 Carbon/3591.839599609375
Area/715 Carbon/213.68646240234375
Area/614 Carbon/267.357421875
Area/1002 Carbon/76.40300750732422
Area/3379 Carbon/256.9975280761719
Area/1175 Carbon/327.9306640625
Area/487 Carbon/1046.54248046875
Area/646 Carbon/337.5648193359375
Area/1156 Carbon/558.13623046875
Area/3992 Carbon/635.9840698242188
Area/2867 Carbon/2237.023681640625
Area/493 Carbon/895.5614624023438
Area/140 Carbon/393.5662841796875
Area/996 Carbon/188.01626586914062
Area/3964 Carbon/421.8996887207031
Area/339 Carbon/260.1159973144531
Area/3914 Carbon/25.37982177734375
Area/58 Carbon/611.5252685546875
Area/733 Carbon/123.88544464111328
Area/734 Carbon/144.3180694580078
Area/3159 Carbon/828.584716796875
Area/2311 Carbon/2654.917724609375
Area/2377 Carbon/458.29608154296875
Area/97 Carbon/303.31524658203125
Area/2240 Carbon/1992.4849853515625
Area/3609 Carbon/967.5282592773438
Area/915 Carbon/97.87451934814453
Area/46 Carbon/318.5318298339844
Area/805 Carbon/205.35067749023438
Area/2693 Carbon/1571.486083984375
Area/798 Carbon/328.56475830078125
Area/3229 Carbon/1525.8486328125
Area/204 Carbon/465.9671325683594
Area/1979 Carbon/1127.412353515625
Area/3413 Carbon/1092.8931884765625
Area/2194 Carbon/693.9369506835938
Area/2805 Carbon/495.1310119628906
Area/2119 Carbon/1904.1170654296875
Area/2356 Carbon/527.2739868164062
Area/281 Carbon/294.5968017578125
Area/2638 Carbon/625.5961303710938
Area/1145 Carbon/1301.69921875
Area/1713 Carbon/1358.600341796875
Area/142 Carbon/461.03558349609375
Area/2891 Carbon/427.8919677734375
Area/2816 Carbon/226.6384735107422
Area/2515 Carbon/1008.793212890625
Area/676 Carbon/945.1758422851562
Area/3281 Carbon/92.39443969726562
Area/1829 Carbon/728.0780639648438
Area/649 Carbon/596.5709838867188
Area/65 Carbon/257.1946105957031
Area/3380 Carbon/301.76348876953125
Area/1402 Carbon/2136.349365234375
Area/1313 Carbon/2227.760986328125
Area/3326 Carbon/832.8739013671875
Area/3174 Carbon/181.8494110107422
Area/1817 Carbon/196.0220489501953
Area/440 Carbon/150.81884765625
Area/1317 Carbon/2175.728759765625
Area/3528 Carbon/1544.006103515625
Area/2613 Carbon/558.7359619140625
Area/3545 Carbon/119.22097778320312
Area/1167 Carbon/422.6076965332031
Area/1071 Carbon/384.86865234375
Area/4002 Carbon/100.7025375366211
Area/3522 Carbon/1636.306640625
Area/3954 Carbon/703.7659301757812
Area/2791 Carbon/572.3291015625
Area/925 Carbon/529.3135986328125
Area/2407 Carbon/2808.162353515625
Area/2232 Carbon/3591.839599609375
Area/4208 Carbon/261.54852294921875
Area/4118 Carbon/333.7742004394531
Area/197 Carbon/635.6136474609375
Area/3339 Carbon/1133.599609375
Area/2572 Carbon/962.3469848632812
Area/456 Carbon/94.25579833984375
Area/3376 Carbon/196.6433868408203
Area/2551 Carbon/192.98297119140625
Area/1253 Carbon/552.3231811523438
Area/268 Carbon/105.06672668457031
Area/1139 Carbon/1700.312255859375
Area/4078 Carbon/1217.9132080078125
Area/3639 Carbon/115.26905822753906
Area/3075 Carbon/568.9685668945312
Area/563 Carbon/538.586181640625
Area/3369 Carbon/29.040891647338867
Area/232 Carbon/550.9866943359375
Area/2137 Carbon/3180.48828125
Area/1077 Carbon/350.1561279296875
Area/3122 Carbon/1220.09765625
Area/2096 Carbon/438.0010986328125
Area/3974 Carbon/1103.8262939453125
Area/3975 Carbon/1258.46728515625
Area/3076 Carbon/443.705810546875
Area/18 Carbon/498.97900390625
Area/3119 Carbon/834.2286376953125
Area/2462 Carbon/357.0517272949219
Area/225 Carbon/481.864501953125
Area/68 Carbon/120.76734924316406
Area/3988 Carbon/1053.314208984375
Area/540 Carbon/113.13980865478516
Area/1461 Carbon/141.22816467285156
Area/3659 Carbon/478.9152526855469
Area/3163 Carbon/888.5001831054688
Area/2219 Carbon/2764.748046875
Area/3739 Carbon/199.09808349609375
Area/310 Carbon/972.3518676757812
Area/2168 Carbon/884.4895629882812
Area/354 Carbon/90.7174301147461
Area/1113 Carbon/786.5462646484375
Area/3663 Carbon/762.90087890625
Area/1709 Carbon/1234.064697265625
Area/29 Carbon/579.3538208007812
Area/1189 Carbon/117.10629272460938
Area/3694 Carbon/613.300537109375
Area/2085 Carbon/571.200927734375
Area/2315 Carbon/2694.498779296875
Area/3989 Carbon/963.7981567382812
Area/2916 Carbon/113.92384338378906
Area/3430 Carbon/1327.240966796875
Area/943 Carbon/1615.179931640625
Area/3511 Carbon/638.47607421875
Area/3316 Carbon/1083.19921875
Area/3454 Carbon/115.98060607910156
Area/2707 Carbon/415.4161071777344
Area/2830 Carbon/84.62596893310547
Area/2566 Carbon/529.6810302734375
Area/2801 Carbon/444.0804138183594
Area/1007 Carbon/126.08576965332031
Area/330 Carbon/18632.4921875
Area/812 Carbon/139.5035400390625
Area/1671 Carbon/3174.06103515625
Area/2654 Carbon/192.42938232421875
Area/2282 Carbon/728.920166015625
Area/1371 Carbon/116.87258911132812
Area/1852 Carbon/3636.312744140625
Area/2319 Carbon/2656.812744140625
Area/2949 Carbon/2114.739990234375
Area/3934 Carbon/313.9422912597656
Area/3415 Carbon/870.7265625
Area/137 Carbon/335.39093017578125
Area/3340 Carbon/1147.954345703125
Area/3445 Carbon/256.81256103515625
Area/57 Carbon/575.7885131835938
Area/988 Carbon/263.056640625
Area/3491 Carbon/1264.0352783203125
Area/3439 Carbon/798.4540405273438
Area/3425 Carbon/790.6900634765625
Area/2925 Carbon/86.20259094238281
Area/3983 Carbon/1363.2161865234375
Area/2489 Carbon/3098.9716796875
Area/597 Carbon/923.4445190429688
Area/2858 Carbon/2330.491455078125
Area/1324 Carbon/2090.530517578125
Area/1124 Carbon/1786.244384765625
Area/1070 Carbon/394.6062316894531
Area/2226 Carbon/3058.3681640625
Area/2957 Carbon/1918.2249755859375
Area/3796 Carbon/2161.471923828125
Area/2053 Carbon/3588.264404296875
Area/1891 Carbon/1328.3575439453125
Area/1362 Carbon/174.60826110839844
Area/707 Carbon/299.5542907714844
Area/2275 Carbon/88.28581237792969
Area/1187 Carbon/76.39932250976562
Area/2003 Carbon/153.70556640625
Area/550 Carbon/123.33139038085938
Area/3160 Carbon/929.9268188476562
Area/3102 Carbon/101.13201141357422
Area/1965 Carbon/2565.677978515625
Area/1492 Carbon/2580.103759765625
Area/2339 Carbon/783.4696044921875
Area/3406 Carbon/1004.3331298828125
Area/3310 Carbon/1342.3720703125
Area/2330 Carbon/1834.260986328125
Area/2379 Carbon/407.17498779296875
Area/1835 Carbon/1097.7132568359375
Area/1069 Carbon/412.3738098144531
Area/757 Carbon/1803.267578125
Area/2173 Carbon/712.09716796875
Area/2401 Carbon/2654.7841796875
Area/640 Carbon/94.3298568725586
Area/369 Carbon/147.96450805664062
Area/443 Carbon/115.44367218017578
Area/723 Carbon/146.61036682128906
Area/2620 Carbon/455.6569519042969
Area/1759 Carbon/3347.25341796875
Area/1486 Carbon/2092.920166015625
Area/1314 Carbon/2268.91015625
Area/2961 Carbon/1756.51416015625
Area/1857 Carbon/4793.75537109375
Area/3182 Carbon/124.7702407836914
Area/639 Carbon/90.65171813964844
Area/3936 Carbon/404.4248046875
Area/904 Carbon/170.42422485351562
Area/1862 Carbon/5082.98681640625
Area/2381 Carbon/516.6333618164062
Area/1732 Carbon/187.64089965820312
Area/3341 Carbon/1293.6314697265625
Area/811 Carbon/144.35707092285156
Area/1554 Carbon/358.7214660644531
Area/3764 Carbon/1053.7362060546875
Area/2254 Carbon/667.0776977539062
Area/3657 Carbon/476.7043762207031
Area/3703 Carbon/1684.0472412109375
Area/2971 Carbon/674.6129150390625
Area/3800 Carbon/1628.651611328125
Area/3714 Carbon/732.055908203125
Area/348 Carbon/158.94125366210938
Area/3504 Carbon/1028.4400634765625
Area/3237 Carbon/890.6201171875
Area/3646 Carbon/145.00784301757812
Area/1838 Carbon/1815.807373046875
Area/2855 Carbon/1869.419921875
Area/2459 Carbon/167.5366668701172
Area/4117 Carbon/264.6455383300781
Area/846 Carbon/1712.11376953125
Area/3909 Carbon/145.40042114257812
Area/4184 Carbon/95.2071762084961
Area/2623 Carbon/470.76263427734375
Area/1985 Carbon/1239.46923828125
Area/3745 Carbon/361.9823303222656
Area/3094 Carbon/27.81293296813965
Area/3025 Carbon/462.15673828125
Area/2570 Carbon/873.0471801757812
Area/1076 Carbon/347.5865783691406
Area/257 Carbon/152.87310791015625
Area/1934 Carbon/2003.4573974609375
Area/393 Carbon/811.3350830078125
Area/3603 Carbon/620.5987548828125
Area/2635 Carbon/418.87933349609375
Area/1121 Carbon/1832.1148681640625
Area/3366 Carbon/124.64551544189453
Area/132 Carbon/500.3625183105469
Area/246 Carbon/435.6940002441406
Area/1028 Carbon/1903.8831787109375
Area/2787 Carbon/998.454345703125
Area/1481 Carbon/1752.765869140625
Area/1632 Carbon/320.5522155761719
Area/1263 Carbon/520.4915771484375
Area/755 Carbon/1507.697265625
Area/3249 Carbon/969.1505737304688
Area/273 Carbon/115.28614044189453
Area/4178 Carbon/357.36090087890625
Area/1503 Carbon/2810.04931640625
Area/2262 Carbon/681.283935546875
Area/709 Carbon/230.95901489257812
Area/2134 Carbon/2877.80615234375
Area/1907 Carbon/264.7043151855469
Area/1571 Carbon/1634.6182861328125
Area/3725 Carbon/164.81332397460938
Area/2759 Carbon/1758.616455078125
Area/748 Carbon/524.86279296875
Area/1711 Carbon/1420.1241455078125
Area/1127 Carbon/1796.0931396484375
Area/3345 Carbon/1298.555419921875
Area/396 Carbon/984.9581909179688
Area/2361 Carbon/572.711669921875
Area/602 Carbon/1127.1982421875
Area/1125 Carbon/1745.4384765625
Area/3026 Carbon/669.5506591796875
Area/4150 Carbon/459.37628173828125
Area/3214 Carbon/1245.649169921875
Area/183 Carbon/137.46408081054688
Area/3356 Carbon/211.82728576660156
